t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    TMax[K](6)        DTMax[mm](7)      DTMax/D[-](8)     OHMax[-](9)       DOHMax[mm](10)    DOHMax/D[-](11)    fvMax[-](12)      DfvMax[mm](13)    DfvMax/D[-](14)    
7.508421871e-06   3.428127452e-05   4.680010086e-01   2.190249440e-01   1.000004310e+00   2.072217510e+03   1.518314616e+00   3.244255008e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
7.814326281e-06   3.567794525e-05   4.680011598e-01   2.190250856e-01   1.000004956e+00   2.064665886e+03   1.518314616e+00   3.244253960e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.319068557e-06   3.798245196e-05   4.680014111e-01   2.190253208e-01   1.000006030e+00   2.052888622e+03   1.510347384e+00   3.227228269e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.670858628e-06   3.958862329e-05   4.680015883e-01   2.190254866e-01   1.000006787e+00   2.045131254e+03   1.510347384e+00   3.227227048e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.976763038e-06   4.098529402e-05   4.680017445e-01   2.190256328e-01   1.000007455e+00   2.038666503e+03   1.510347384e+00   3.227225970e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.282667447e-06   4.238196475e-05   4.680019035e-01   2.190257817e-01   1.000008135e+00   2.032434253e+03   1.510347384e+00   3.227224874e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.588571857e-06   4.377863548e-05   4.680020657e-01   2.190259335e-01   1.000008828e+00   2.026423486e+03   1.510347384e+00   3.227223756e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.894476267e-06   4.517530621e-05   4.680022309e-01   2.190260882e-01   1.000009534e+00   2.020619748e+03   1.502518212e+00   3.210493696e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.020038068e-05   4.657197694e-05   4.680023992e-01   2.190262456e-01   1.000010253e+00   2.015010151e+03   1.502518212e+00   3.210492542e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.055217075e-05   4.817814827e-05   4.680025962e-01   2.190264300e-01   1.000011095e+00   2.008782196e+03   1.502518212e+00   3.210491190e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.081218950e-05   4.936531839e-05   4.680027443e-01   2.190265686e-01   1.000011728e+00   2.004327284e+03   1.502518212e+00   3.210490174e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.096514170e-05   5.006365376e-05   4.680028323e-01   2.190266510e-01   1.000012104e+00   2.001759142e+03   1.502518212e+00   3.210489571e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.127104611e-05   5.146032449e-05   4.680030103e-01   2.190268176e-01   1.000012865e+00   1.996738790e+03   1.502518212e+00   3.210488349e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.151576964e-05   5.257766107e-05   4.680031546e-01   2.190269527e-01   1.000013481e+00   1.992828727e+03   1.502518212e+00   3.210487359e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.174519795e-05   5.362516412e-05   4.680032914e-01   2.190270808e-01   1.000014066e+00   1.989245241e+03   1.494689040e+00   3.193757538e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.195933103e-05   5.460283363e-05   4.680034204e-01   2.190272015e-01   1.000014617e+00   1.985968889e+03   1.494689040e+00   3.193756658e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.218875934e-05   5.565033667e-05   4.680035599e-01   2.190273321e-01   1.000015214e+00   1.982529167e+03   1.495972081e+00   3.196497225e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.243348287e-05   5.676767325e-05   4.680037103e-01   2.190274729e-01   1.000015856e+00   1.978937948e+03   1.494957435e+00   3.194328168e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.266291117e-05   5.781517630e-05   4.680038527e-01   2.190276062e-01   1.000016465e+00   1.975638629e+03   1.494017023e+00   3.192317786e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.286174904e-05   5.872301227e-05   4.680039772e-01   2.190277226e-01   1.000016996e+00   1.972830930e+03   1.493208553e+00   3.190589453e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.319824389e-05   6.025935008e-05   4.680041900e-01   2.190279219e-01   1.000017906e+00   1.968184695e+03   1.494689040e+00   3.193751406e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.347355786e-05   6.151635373e-05   4.680043662e-01   2.190280868e-01   1.000018659e+00   1.964477597e+03   1.486995120e+00   3.177310357e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.371828139e-05   6.263369031e-05   4.680045244e-01   2.190282349e-01   1.000019335e+00   1.961252638e+03   1.486995120e+00   3.177309283e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.393241447e-05   6.361135982e-05   4.680046639e-01   2.190283655e-01   1.000019931e+00   1.958480432e+03   1.488923548e+00   3.181428868e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.417713800e-05   6.472869641e-05   4.680048247e-01   2.190285159e-01   1.000020618e+00   1.955367049e+03   1.487950423e+00   3.179348469e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.445245197e-05   6.598570006e-05   4.680050072e-01   2.190286867e-01   1.000021398e+00   1.951932393e+03   1.486852320e+00   3.177000880e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.472776594e-05   6.724270372e-05   4.680051913e-01   2.190288591e-01   1.000022185e+00   1.948567169e+03   1.485746867e+00   3.174637579e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.498778469e-05   6.842987384e-05   4.680053667e-01   2.190290233e-01   1.000022935e+00   1.945450219e+03   1.484692170e+00   3.172382788e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.524780344e-05   6.961704396e-05   4.680055436e-01   2.190291889e-01   1.000023691e+00   1.942389344e+03   1.486995120e+00   3.177302364e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.546193652e-05   7.059471347e-05   4.680056904e-01   2.190293262e-01   1.000024318e+00   1.939911245e+03   1.479301200e+00   3.160861567e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.573725049e-05   7.185171712e-05   4.680058804e-01   2.190295041e-01   1.000025130e+00   1.936779352e+03   1.481559585e+00   3.165685833e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.634905931e-05   7.464505858e-05   4.680062970e-01   2.190298940e-01   1.000026910e+00   1.930020732e+03   1.478826567e+00   3.159843311e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.686909681e-05   7.701939882e-05   4.680066387e-01   2.190302139e-01   1.000028371e+00   1.924485475e+03   1.479301200e+00   3.160855163e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.738913430e-05   7.939373906e-05   4.680069832e-01   2.190305363e-01   1.000029843e+00   1.919132395e+03   1.473528331e+00   3.148517829e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.786328614e-05   8.155857869e-05   4.680072995e-01   2.190308323e-01   1.000031195e+00   1.914403419e+03   1.470682693e+00   3.142435374e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.824566665e-05   8.330441710e-05   4.680075565e-01   2.190310729e-01   1.000032293e+00   1.910684993e+03   1.471740426e+00   3.144693725e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.841391408e-05   8.407258600e-05   4.680076696e-01   2.190311788e-01   1.000032776e+00   1.909078187e+03   1.464179652e+00   3.128537729e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.865863760e-05   8.518992258e-05   4.680078349e-01   2.190313336e-01   1.000033483e+00   1.906769608e+03   1.465032651e+00   3.130359240e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.899513245e-05   8.672626038e-05   4.680080639e-01   2.190315479e-01   1.000034461e+00   1.903649412e+03   1.462198677e+00   3.124302314e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.930103686e-05   8.812293111e-05   4.680082737e-01   2.190317442e-01   1.000035358e+00   1.900869419e+03   1.459320149e+00   3.118150322e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.960694127e-05   8.951960184e-05   4.680084849e-01   2.190319420e-01   1.000036261e+00   1.898141406e+03   1.456101206e+00   3.111270955e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.011168355e-05   9.182410854e-05   4.680088332e-01   2.190322679e-01   1.000037749e+00   1.893755948e+03   1.449881576e+00   3.097979084e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.019580726e-05   9.220819299e-05   4.680088908e-01   2.190323219e-01   1.000037995e+00   1.893039186e+03   1.448713768e+00   3.095483433e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.027993097e-05   9.259227744e-05   4.680089486e-01   2.190323759e-01   1.000038242e+00   1.892326473e+03   1.447506880e+00   3.092904279e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.070819715e-05   9.454761646e-05   4.680092436e-01   2.190326521e-01   1.000039503e+00   1.888761908e+03   1.440617500e+00   3.078181724e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.078849706e-05   9.491424253e-05   4.680092988e-01   2.190327038e-01   1.000039739e+00   1.888104744e+03   1.442018214e+00   3.081174279e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.085732555e-05   9.522849344e-05   4.680093462e-01   2.190327481e-01   1.000039941e+00   1.887544830e+03   1.434716712e+00   3.065572779e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.142324871e-05   9.781233429e-05   4.680097373e-01   2.190331142e-01   1.000041613e+00   1.883058661e+03   1.425815836e+00   3.046551648e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.169856267e-05   9.906933795e-05   4.680099277e-01   2.190332924e-01   1.000042427e+00   1.880949375e+03   1.418921873e+00   3.031820030e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.211153363e-05   1.009548434e-04   4.680102144e-01   2.190335608e-01   1.000043652e+00   1.877880081e+03   1.407798747e+00   3.008051328e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.219565734e-05   1.013389279e-04   4.680102728e-01   2.190336155e-01   1.000043901e+00   1.877269002e+03   1.405526498e+00   3.003195826e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.254744741e-05   1.029450992e-04   4.680105179e-01   2.190338449e-01   1.000044949e+00   1.874764718e+03   1.398548684e+00   2.988284730e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.302159925e-05   1.051099388e-04   4.680108478e-01   2.190341537e-01   1.000046359e+00   1.871488078e+03   1.392730342e+00   2.975850557e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.352634152e-05   1.074144455e-04   4.680112005e-01   2.190344838e-01   1.000047866e+00   1.868118897e+03   1.386158652e+00   2.961806577e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.383224593e-05   1.088111163e-04   4.680114141e-01   2.190346837e-01   1.000048779e+00   1.866138371e+03   1.378596024e+00   2.945646159e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.435228343e-05   1.111854565e-04   4.680117784e-01   2.190350247e-01   1.000050336e+00   1.862876102e+03   1.371858228e+00   2.931247228e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.444023095e-05   1.115869994e-04   4.680118399e-01   2.190350823e-01   1.000050598e+00   1.862338688e+03   1.373236172e+00   2.934191094e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.455112129e-05   1.120932925e-04   4.680119175e-01   2.190351549e-01   1.000050930e+00   1.861665061e+03   1.371591657e+00   2.930676774e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.522411100e-05   1.151659681e-04   4.680123893e-01   2.190355965e-01   1.000052946e+00   1.857706821e+03   1.358490042e+00   2.902679658e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.549942496e-05   1.164229717e-04   4.680125823e-01   2.190357772e-01   1.000053771e+00   1.856154129e+03   1.356912444e+00   2.899307616e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.606534812e-05   1.190068126e-04   4.680129795e-01   2.190361490e-01   1.000055469e+00   1.853079902e+03   1.347753791e+00   2.879735927e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.614947183e-05   1.193908970e-04   4.680130385e-01   2.190362042e-01   1.000055721e+00   1.852636418e+03   1.346388813e+00   2.876819026e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.640949058e-05   1.205780672e-04   4.680132214e-01   2.190363754e-01   1.000056502e+00   1.851285807e+03   1.345335030e+00   2.874566291e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.691423286e-05   1.228825739e-04   4.680135773e-01   2.190367086e-01   1.000058024e+00   1.848768693e+03   1.333745523e+00   2.849800919e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.734249903e-05   1.248379129e-04   4.680138780e-01   2.190369900e-01   1.000059309e+00   1.846733316e+03   1.326626480e+00   2.834587909e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.795430785e-05   1.276312543e-04   4.680143076e-01   2.190373921e-01   1.000061145e+00   1.843986597e+03   1.313332488e+00   2.806180210e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.841316447e-05   1.297262604e-04   4.680146299e-01   2.190376938e-01   1.000062522e+00   1.842057695e+03   1.308980132e+00   2.796878662e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.902497329e-05   1.325196019e-04   4.680150595e-01   2.190380959e-01   1.000064358e+00   1.839651091e+03   1.299172517e+00   2.775920327e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.936146814e-05   1.340559397e-04   4.680152963e-01   2.190383175e-01   1.000065370e+00   1.838410302e+03   1.293905869e+00   2.764665769e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.008034350e-05   1.373381159e-04   4.680158009e-01   2.190387899e-01   1.000067526e+00   1.835955034e+03   1.282980450e+00   2.741318665e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.037095269e-05   1.386649531e-04   4.680160050e-01   2.190389810e-01   1.000068399e+00   1.835039644e+03   1.278684592e+00   2.732138598e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.107453283e-05   1.418772958e-04   4.680164996e-01   2.190394439e-01   1.000070512e+00   1.832997496e+03   1.268693798e+00   2.710788613e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.128101831e-05   1.428200485e-04   4.680166444e-01   2.190395794e-01   1.000071131e+00   1.832446723e+03   1.265866919e+00   2.704747649e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.134984680e-05   1.431342994e-04   4.680166927e-01   2.190396246e-01   1.000071337e+00   1.832267669e+03   1.264937084e+00   2.702760615e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.165575121e-05   1.445309702e-04   4.680169077e-01   2.190398259e-01   1.000072256e+00   1.831501160e+03   1.260825389e+00   2.693974018e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.214519826e-05   1.467656433e-04   4.680172530e-01   2.190401491e-01   1.000073732e+00   1.830373431e+03   1.254479722e+00   2.680413413e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.257346444e-05   1.487209823e-04   4.680175522e-01   2.190404292e-01   1.000075011e+00   1.829485613e+03   1.249115318e+00   2.668949727e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.284877841e-05   1.499779860e-04   4.680177453e-01   2.190406099e-01   1.000075836e+00   1.828964288e+03   1.245772405e+00   2.661805919e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.364412987e-05   1.536093299e-04   4.680183026e-01   2.190411316e-01   1.000078218e+00   1.827665901e+03   1.236513297e+00   2.642019104e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.388120579e-05   1.546917497e-04   4.680184682e-01   2.190412866e-01   1.000078926e+00   1.827341193e+03   1.233850425e+00   2.636328496e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.417946259e-05   1.560535037e-04   4.680186770e-01   2.190414820e-01   1.000079818e+00   1.826970119e+03   1.230599382e+00   2.629380925e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.466890964e-05   1.582881768e-04   4.680190192e-01   2.190418023e-01   1.000081280e+00   1.826456208e+03   1.225403260e+00   2.618276629e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.544131828e-05   1.618147704e-04   4.680195579e-01   2.190423066e-01   1.000083583e+00   1.825885509e+03   1.217589107e+00   2.601577405e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.550249916e-05   1.620941046e-04   4.680196005e-01   2.190423465e-01   1.000083765e+00   1.825852586e+03   1.216982546e+00   2.600281152e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.580840357e-05   1.634907753e-04   4.680198139e-01   2.190425462e-01   1.000084677e+00   1.825715116e+03   1.214035866e+00   2.593983907e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.614489842e-05   1.650271131e-04   4.680200492e-01   2.190427665e-01   1.000085682e+00   1.825616991e+03   1.210836907e+00   2.587147514e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.695554511e-05   1.687282905e-04   4.680206142e-01   2.190432953e-01   1.000088097e+00   1.825607457e+03   1.203496050e+00   2.571459490e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.707790687e-05   1.692869588e-04   4.680206994e-01   2.190433751e-01   1.000088461e+00   1.825633720e+03   1.202425770e+00   2.569172201e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.733792562e-05   1.704741289e-04   4.680208807e-01   2.190435447e-01   1.000089236e+00   1.825713447e+03   1.200152249e+00   2.564313471e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.767442047e-05   1.720104667e-04   4.680211157e-01   2.190437648e-01   1.000090240e+00   1.825868561e+03   1.197301158e+00   2.558220383e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.902039987e-05   1.781558180e-04   4.680220503e-01   2.190446396e-01   1.000094234e+00   1.827078948e+03   1.186386187e+00   2.534893785e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.963220869e-05   1.809491594e-04   4.680224747e-01   2.190450368e-01   1.000096048e+00   1.827913753e+03   1.181708709e+00   2.524897357e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.116173074e-05   1.879325131e-04   4.680235344e-01   2.190460287e-01   1.000100577e+00   1.830861330e+03   1.170639431e+00   2.501240526e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.137586383e-05   1.889101826e-04   4.680236826e-01   2.190461675e-01   1.000101210e+00   1.831361188e+03   1.169157169e+00   2.498072666e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
