t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_C2H5OH(15)     WG_C2H5OH(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    C2H5OH_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          C2H5OH_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
6.713070406e-06   3.064993063e-05   4.680006342e-01   2.190245936e-01   1.000002710e+00   6.880860541e-01   5.367078495e-02   -4.554230618e-01  -4.262765634e-01    -1.339187320e+00    1.452557935e-01    3.013580247e+02   4.124885978e-04   1.068336906e-01   1.000000000e+00   1.286535293e-01   -1.333720463e+05  -1.862117408e+05    3.193072972e+05     -7.787064707e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.389413506e-02   1.930091498e-01   1.965581873e-01   1.596242736e-06   4.140540053e-08   5.165368902e-01   1.286535293e-01   1.836856305e-01   2.572806297e-01   1.329800506e-06   2.218532065e-08   4.303788585e-01   
6.957793934e-06   3.176726721e-05   4.680007464e-01   2.190246986e-01   1.000003190e+00   6.880863842e-01   5.367082357e-02   -4.638983642e-01  -4.342095614e-01    -1.364109568e+00    1.435132831e-01    3.014166795e+02   4.145097245e-04   1.055597924e-01   1.000000000e+00   1.290647493e-01   -1.317598820e+05  -1.920534517e+05    3.235319402e+05     -8.125779036e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.420571822e-02   1.929430857e-01   1.964788127e-01   2.190094976e-06   5.744446970e-08   5.163701359e-01   1.290647493e-01   1.836004088e-01   2.571454329e-01   1.824305836e-06   3.077542669e-08   4.301875539e-01   
7.233107903e-06   3.302427087e-05   4.680008759e-01   2.190248198e-01   1.000003743e+00   6.880867648e-01   5.367086810e-02   -4.761354801e-01  -4.456636434e-01    -1.400093628e+00    1.416782646e-01    3.014820948e+02   4.182916464e-04   1.042184939e-01   1.000000000e+00   1.295246410e-01   -1.300616979e+05  -1.984755571e+05    3.282486571e+05     -8.503766165e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.455426576e-02   1.928692650e-01   1.963899158e-01   3.056037673e-06   8.124876572e-08   5.161834162e-01   1.295246410e-01   1.835051862e-01   2.569941086e-01   2.545272560e-06   4.352246894e-08   4.299734754e-01   
7.508421871e-06   3.428127452e-05   4.680010086e-01   2.190249440e-01   1.000004310e+00   6.880871551e-01   5.367091377e-02   -4.878868828e-01  -4.566631064e-01    -1.434649460e+00    1.399659611e-01    3.015469587e+02   4.219871486e-04   1.029671419e-01   1.000000000e+00   1.299819872e-01   -1.284766132e+05  -2.047481244e+05    3.329292375e+05     -8.878810201e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.490097340e-02   1.927959306e-01   1.963013660e-01   4.183431337e-06   1.128785268e-07   5.159974337e-01   1.299819872e-01   1.834105929e-01   2.568434767e-01   3.483769976e-06   6.045737952e-08   4.297603989e-01   
7.814326281e-06   3.567794525e-05   4.680011598e-01   2.190250856e-01   1.000004956e+00   6.880875997e-01   5.367096579e-02   -5.004263665e-01  -4.684002398e-01    -1.471522752e+00    1.381940401e-01    3.016184629e+02   4.260009974e-04   1.016725112e-01   1.000000000e+00   1.304876936e-01   -1.268357978e+05  -2.115580051e+05    3.380909561e+05     -9.292529354e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.528444522e-02   1.927149456e-01   1.962032703e-01   5.808713986e-06   1.595451514e-07   5.157913707e-01   1.304876936e-01   1.833061300e-01   2.566767313e-01   4.836507431e-06   8.543909447e-08   4.295245231e-01   
8.319068557e-06   3.798245196e-05   4.680014111e-01   2.190253208e-01   1.000006030e+00   6.880883388e-01   5.367105225e-02   -4.970232373e-01  -4.652151528e-01    -1.461516506e+00    1.355233433e-01    3.017353293e+02   4.209197070e-04   9.972178112e-02   1.000000000e+00   1.313176677e-01   -1.243616070e+05  -2.224639444e+05    3.465256286e+05     -9.969344969e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.591403765e-02   1.925823148e-01   1.960417984e-01   9.575259466e-06   2.716668672e-07   5.154520022e-01   1.313176677e-01   1.831350352e-01   2.564025724e-01   7.970688913e-06   1.454464557e-07   4.291366089e-01   
8.670858628e-06   3.958862329e-05   4.680015883e-01   2.190254866e-01   1.000006787e+00   6.880888597e-01   5.367111320e-02   -5.100030136e-01  -4.773644408e-01    -1.499684620e+00    1.338470544e-01    3.018160825e+02   4.252761579e-04   9.849791496e-02   1.000000000e+00   1.318937792e-01   -1.228076766e+05  -2.298483025e+05    3.523484795e+05     -1.043747568e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.635122489e-02   1.924904945e-01   1.959293154e-01   1.317567808e-05   3.829832211e-07   5.152154065e-01   1.318937792e-01   1.830165681e-01   2.562118464e-01   1.096590221e-05   2.050087044e-07   4.288666353e-01   
8.976763038e-06   4.098529402e-05   4.680017445e-01   2.190256328e-01   1.000007455e+00   6.880893191e-01   5.367116695e-02   -5.144949888e-01  -4.815691046e-01    -1.512893961e+00    1.324902124e-01    3.018858948e+02   4.258010566e-04   9.750758340e-02   1.000000000e+00   1.323934816e-01   -1.215493043e+05  -2.361358040e+05    3.573752757e+05     -1.084248445e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.673053667e-02   1.924110468e-01   1.958314309e-01   1.711829223e-05   5.088555873e-07   5.150093585e-01   1.323934816e-01   1.829140454e-01   2.560460710e-01   1.424517415e-05   2.723472751e-07   4.286318845e-01   
9.282667447e-06   4.238196475e-05   4.680019035e-01   2.190257817e-01   1.000008135e+00   6.880897867e-01   5.367122165e-02   -5.250101092e-01  -4.914114609e-01    -1.543814636e+00    1.312237776e-01    3.019553778e+02   4.294473049e-04   9.658355009e-02   1.000000000e+00   1.328923804e-01   -1.203741995e+05  -2.423118717e+05    3.623701513e+05     -1.124586167e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.710933723e-02   1.923319222e-01   1.957333750e-01   2.189905904e-05   6.661126552e-07   5.148028004e-01   1.328923804e-01   1.828119198e-01   2.558802039e-01   1.822085979e-05   3.564611932e-07   4.283969186e-01   
9.588571857e-06   4.377863548e-05   4.680020657e-01   2.190259335e-01   1.000008828e+00   6.880902636e-01   5.367127745e-02   -5.351965290e-01  -5.009461622e-01    -1.573768783e+00    1.300378137e-01    3.020245548e+02   4.330318412e-04   9.571852523e-02   1.000000000e+00   1.333906293e-01   -1.192732148e+05  -2.483812307e+05    3.673326437e+05     -1.164773964e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.748774035e-02   1.922531224e-01   1.956350678e-01   2.764681856e-05   8.611443204e-07   5.145955615e-01   1.333906293e-01   1.827101887e-01   2.557141353e-01   2.299983927e-05   4.607620907e-07   4.281615861e-01   
9.894476267e-06   4.517530621e-05   4.680022309e-01   2.190260882e-01   1.000009534e+00   6.880907495e-01   5.367133431e-02   -5.450775408e-01  -5.101950102e-01    -1.602824896e+00    1.289258165e-01    3.020934492e+02   4.365580234e-04   9.490774286e-02   1.000000000e+00   1.338883827e-01   -1.182403552e+05  -2.543497036e+05    3.722625660e+05     -1.204824988e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.786586035e-02   1.921746460e-01   1.955364290e-01   3.447950683e-05   1.100444185e-06   5.143874846e-01   1.338883827e-01   1.826088468e-01   2.555477548e-01   2.867986111e-05   5.887151040e-07   4.279257471e-01   
1.020038068e-05   4.657197694e-05   4.680023992e-01   2.190262456e-01   1.000010253e+00   6.880912442e-01   5.367139219e-02   -5.546737638e-01  -5.191773044e-01    -1.631043606e+00    1.278819216e-01    3.021620790e+02   4.400286871e-04   9.414690529e-02   1.000000000e+00   1.343857605e-01   -1.172702159e+05  -2.602222102e+05    3.771594203e+05     -1.244749479e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.824378532e-02   1.920964978e-01   1.954373806e-01   4.251796594e-05   1.391145687e-06   5.141784272e-01   1.343857605e-01   1.825078965e-01   2.553809581e-01   3.536103490e-05   7.441256259e-07   4.276892797e-01   
1.055217075e-05   4.817814827e-05   4.680025962e-01   2.190264300e-01   1.000011095e+00   6.880918235e-01   5.367145997e-02   -5.653820217e-01  -5.292005080e-01    -1.662532428e+00    1.267585421e-01    3.022406950e+02   4.439546112e-04   9.332848850e-02   1.000000000e+00   1.349573994e-01   -1.162255597e+05  -2.668626704e+05    3.827490933e+05     -1.290516686e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.867824396e-02   1.920070440e-01   1.953228704e-01   5.340583103e-05   1.798824188e-06   5.139366371e-01   1.349573994e-01   1.823922986e-01   2.551885000e-01   4.440872321e-05   9.620319335e-07   4.274164313e-01   
1.081218950e-05   4.936531839e-05   4.680027443e-01   2.190265686e-01   1.000011728e+00   6.880922590e-01   5.367151092e-02   -5.730795371e-01  -5.364055921e-01    -1.685167867e+00    1.259784522e-01    3.022985924e+02   4.468118350e-04   9.276042037e-02   1.000000000e+00   1.353796916e-01   -1.154996796e+05  -2.716938820e+05    3.868500260e+05     -1.324245258e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.899926601e-02   1.919412401e-01   1.952377446e-01   6.272741318e-05   2.159606234e-06   5.137568623e-01   1.353796916e-01   1.823072285e-01   2.550457203e-01   5.215347428e-05   1.154839418e-06   4.272140513e-01   
1.096514170e-05   5.006365376e-05   4.680028323e-01   2.190266510e-01   1.000012104e+00   6.880925177e-01   5.367154119e-02   -5.775298994e-01  -5.405712573e-01    -1.698254691e+00    1.255372996e-01    3.023325729e+02   4.484763736e-04   9.243926175e-02   1.000000000e+00   1.356280568e-01   -1.150890145e+05  -2.745078144e+05    3.892507504e+05     -1.344049837e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.918809811e-02   1.919026486e-01   1.951874618e-01   6.871876848e-05   2.396417512e-06   5.136506763e-01   1.356280568e-01   1.822573251e-01   2.549615003e-01   5.713071583e-05   1.281380003e-06   4.270947056e-01   
1.127104611e-05   5.146032449e-05   4.680030103e-01   2.190268176e-01   1.000012865e+00   6.880930412e-01   5.367160244e-02   -5.862601323e-01  -5.487430134e-01    -1.723927020e+00    1.246932300e-01    3.024003606e+02   4.517689942e-04   9.182499286e-02   1.000000000e+00   1.361246577e-01   -1.143028942e+05  -2.800727105e+05    3.940245549e+05     -1.383577965e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.956572173e-02   1.918257557e-01   1.950863806e-01   8.194923842e-05   2.932469652e-06   5.134372603e-01   1.361246577e-01   1.821578614e-01   2.547924874e-01   6.812024440e-05   1.567783039e-06   4.268553055e-01   
1.151576964e-05   5.257766107e-05   4.680031546e-01   2.190269527e-01   1.000013481e+00   6.880934656e-01   5.367165210e-02   -5.930870088e-01  -5.551331822e-01    -1.744002327e+00    1.240526919e-01    3.024544251e+02   4.543687385e-04   9.135904686e-02   1.000000000e+00   1.365218219e-01   -1.137059678e+05  -2.844653092e+05    3.978163485e+05     -1.415122913e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.986778556e-02   1.917645314e-01   1.950049804e-01   9.379594194e-05   3.426585365e-06   5.132654801e-01   1.365218219e-01   1.820786336e-01   2.546566792e-01   7.795877848e-05   1.831739421e-06   4.266630748e-01   
1.174519795e-05   5.362516412e-05   4.680032914e-01   2.190270808e-01   1.000014066e+00   6.880938679e-01   5.367169916e-02   -5.993656141e-01  -5.610101603e-01    -1.762465398e+00    1.234784868e-01    3.025049770e+02   4.567787658e-04   9.094151738e-02   1.000000000e+00   1.368940683e-01   -1.131705673e+05  -2.885363561e+05    4.013484347e+05     -1.444633744e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.001509392e-01   1.917073803e-01   1.949281984e-01   1.059830146e-04   3.947797651e-06   5.131035513e-01   1.368940683e-01   1.820046498e-01   2.545288326e-01   8.807855760e-05   2.110133680e-06   4.264822606e-01   
1.195933103e-05   5.460283363e-05   4.680034204e-01   2.190272015e-01   1.000014617e+00   6.880942472e-01   5.367174354e-02   -6.051237251e-01  -5.663999462e-01    -1.779397910e+00    1.229642033e-01    3.025520426e+02   4.590047834e-04   9.056770142e-02   1.000000000e+00   1.372414106e-01   -1.126907891e+05  -2.922957110e+05    4.046247561e+05     -1.472122578e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.004151835e-01   1.916542633e-01   1.948560996e-01   1.183418887e-04   4.488762600e-06   5.129516229e-01   1.372414106e-01   1.819358643e-01   2.544090199e-01   9.833963780e-05   2.399042298e-06   4.263129665e-01   
1.218875934e-05   5.565033667e-05   4.680035599e-01   2.190273321e-01   1.000015214e+00   6.880946575e-01   5.367179155e-02   -6.111867354e-01  -5.720751359e-01    -1.797227044e+00    1.224353510e-01    3.026023434e+02   4.613648957e-04   9.018344886e-02   1.000000000e+00   1.376134606e-01   -1.121971526e+05  -2.962806149e+05    4.081125980e+05     -1.501515190e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.006982593e-01   1.915976049e-01   1.947783514e-01   1.326932155e-04   5.131752518e-06   5.127879595e-01   1.376134606e-01   1.818624660e-01   2.542800872e-01   1.102534004e-04   2.742395821e-06   4.261309904e-01   
1.243348287e-05   5.676767325e-05   4.680037103e-01   2.190274729e-01   1.000015856e+00   6.880950998e-01   5.367184330e-02   -6.175356771e-01  -5.780179763e-01    -1.815897028e+00    1.218953441e-01    3.026558505e+02   4.638539788e-04   8.979126695e-02   1.000000000e+00   1.380101732e-01   -1.116928020e+05  -3.004822418e+05    4.118062905e+05     -1.532797465e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.010001367e-01   1.915374750e-01   1.946948113e-01   1.493352004e-04   5.896295705e-06   5.126123455e-01   1.380101732e-01   1.817845392e-01   2.541418749e-01   1.240668196e-04   3.150604405e-06   4.259361954e-01   
1.266291117e-05   5.781517630e-05   4.680038527e-01   2.190276062e-01   1.000016465e+00   6.880955184e-01   5.367189228e-02   -6.233839456e-01  -5.834921766e-01    -1.833094735e+00    1.214098748e-01    3.027058782e+02   4.661620941e-04   8.943885030e-02   1.000000000e+00   1.383819663e-01   -1.112391179e+05  -3.043774482e+05    4.152445223e+05     -1.562060528e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.012830858e-01   1.914813870e-01   1.946159098e-01   1.661850017e-04   6.689021707e-06   5.124467434e-01   1.383819663e-01   1.817118226e-01   2.540116448e-01   1.380507340e-04   3.573803414e-06   4.257529418e-01   
1.286174904e-05   5.872301227e-05   4.680039772e-01   2.190277226e-01   1.000016996e+00   6.880958844e-01   5.367193509e-02   -6.283725720e-01  -5.881617257e-01    -1.847764557e+00    1.210047673e-01    3.027491274e+02   4.681424790e-04   8.914489548e-02   1.000000000e+00   1.387040759e-01   -1.108603222e+05  -3.077188364e+05    4.182043112e+05     -1.587370279e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.015282483e-01   1.914330122e-01   1.945470420e-01   1.818162465e-04   7.440472300e-06   5.123024408e-01   1.387040759e-01   1.816490831e-01   2.538982310e-01   1.510216946e-04   3.974919297e-06   4.255936134e-01   
1.319824389e-05   6.025935008e-05   4.680041900e-01   2.190279219e-01   1.000017906e+00   6.880965103e-01   5.367200832e-02   -6.366499526e-01  -5.959096908e-01    -1.872105507e+00    1.203506196e-01    3.028220830e+02   4.714515533e-04   8.867049554e-02   1.000000000e+00   1.392488914e-01   -1.102482201e+05  -3.133004928e+05    4.231692254e+05     -1.630089081e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.019429632e-01   1.913516741e-01   1.944294051e-01   2.105488215e-04   8.859956415e-06   5.120565488e-01   1.392488914e-01   1.815435427e-01   2.537050742e-01   1.748604652e-04   4.732510212e-06   4.253228987e-01   
1.347355786e-05   6.151635373e-05   4.680043662e-01   2.190280868e-01   1.000018659e+00   6.880970284e-01   5.367206895e-02   -6.432730671e-01  -6.021092082e-01    -1.891581865e+00    1.198430904e-01    3.028815491e+02   4.741196750e-04   8.830267187e-02   1.000000000e+00   1.396943353e-01   -1.097729062e+05  -3.177995689e+05    4.271892840e+05     -1.664932043e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.022820768e-01   1.912856383e-01   1.943320840e-01   2.362629663e-04   1.016946418e-05   5.118537685e-01   1.396943353e-01   1.814578117e-01   2.535458340e-01   1.961910681e-04   5.431287723e-06   4.251003966e-01   
1.371828139e-05   6.263369031e-05   4.680045244e-01   2.190282349e-01   1.000019335e+00   6.880974936e-01   5.367212337e-02   -6.490493095e-01  -6.075160268e-01    -1.908567887e+00    1.194118277e-01    3.029342306e+02   4.764612291e-04   8.799031070e-02   1.000000000e+00   1.400899854e-01   -1.093687110e+05  -3.217468803e+05    4.307291810e+05     -1.695816820e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.025833090e-01   1.912273577e-01   1.942447085e-01   2.608853248e-04   1.145655092e-05   5.116722830e-01   1.400899854e-01   1.813821131e-01   2.534033173e-01   2.166129203e-04   6.118004007e-06   4.249018533e-01   
1.393241447e-05   6.361135982e-05   4.680046639e-01   2.190283655e-01   1.000019931e+00   6.880979039e-01   5.367217137e-02   -6.540226931e-01  -6.121713414e-01    -1.923192989e+00    1.190486753e-01    3.029801920e+02   4.784878077e-04   8.772742260e-02   1.000000000e+00   1.404359625e-01   -1.090281237e+05  -3.251623983e+05    4.338013418e+05     -1.722775016e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.028467418e-01   1.911766774e-01   1.941675784e-01   2.837744214e-04   1.267946667e-05   5.115125485e-01   1.404359625e-01   1.813162605e-01   2.532778579e-01   2.355946182e-04   6.770399020e-06   4.247275541e-01   
1.417713800e-05   6.472869641e-05   4.680048247e-01   2.190285159e-01   1.000020618e+00   6.880983766e-01   5.367222668e-02   -6.596151453e-01  -6.174061409e-01    -1.939638597e+00    1.186492647e-01    3.030325597e+02   4.807781359e-04   8.743845061e-02   1.000000000e+00   1.408310788e-01   -1.086532715e+05  -3.290214914e+05    4.372824670e+05     -1.753505788e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.031476095e-01   1.911191367e-01   1.940786157e-01   3.115352848e-04   1.419568829e-05   5.113289072e-01   1.408310788e-01   1.812414636e-01   2.531335662e-01   2.586133277e-04   7.579163478e-06   4.245276988e-01   
