t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_NC7H16(15)     
6.012599656e-03   1.227061154e-02   7.006114763e-01   4.908564408e-01   1.001747838e+00   1.542070988e+00   1.800654386e-01   -1.165716270e-01  -1.633428394e-01    -5.131566643e-01    6.875277567e-03    3.000000000e+02   -1.232674567e-22  0.000000000e+00   1.000000000e+00   
1.440247327e-02   2.939280259e-02   7.014514741e-01   4.920341704e-01   1.004151368e+00   1.545770935e+00   1.807138835e-01   -8.893779628e-02  -1.247710966e-01    -3.919799605e-01    6.349766878e-03    3.000000008e+02   -9.225318063e-22  0.000000000e+00   1.000000000e+00   
2.528390422e-02   5.159980454e-02   7.023365238e-01   4.932765926e-01   1.006686924e+00   1.549674120e+00   1.813987890e-01   -7.527721919e-02  -1.057398809e-01    -3.321916330e-01    6.514731631e-03    3.000005012e+02   -4.473006662e-21  0.000000000e+00   1.000000000e+00   
7.215171614e-02   1.472484003e-01   7.052219500e-01   4.973379987e-01   1.014975508e+00   1.562433403e+00   1.836437219e-01   -5.144325397e-02  -7.255782375e-02    -2.279471261e-01    8.497968357e-03    3.009305553e+02   4.680807103e-22   0.000000000e+00   1.000000000e+00   
1.669307766e-01   3.406750542e-01   7.087450790e-01   5.023195871e-01   1.025142014e+00   1.578083524e+00   1.864098221e-01   -2.381976577e-02  -3.376428355e-02    -1.060736251e-01    1.357347972e-02    3.143247678e+02   -8.067793159e-24  0.000000000e+00   1.000000000e+00   
2.319307766e-01   4.733281154e-01   7.097109821e-01   5.036896781e-01   1.027938119e+00   1.582387792e+00   1.871729990e-01   -5.978357811e-03  -8.485812386e-03    -2.665896585e-02    1.736350929e-02    3.271874969e+02   -5.765550832e-25  0.000000000e+00   1.000000000e+00   
3.169307766e-01   6.467975032e-01   7.092028861e-01   5.029687337e-01   1.026466803e+00   1.580122879e+00   1.867712843e-01   1.805263508e-02   2.560596180e-02     8.044350148e-02     2.249997595e-02    3.435989911e+02   -7.576723091e-23  0.000000000e+00   1.000000000e+00   
4.169307766e-01   8.508791358e-01   7.059535170e-01   4.983703682e-01   1.017082384e+00   1.565676687e+00   1.842158273e-01   4.700005101e-02   6.635970262e-02     2.084751542e-01     2.852762713e-02    3.609323825e+02   1.307656745e-22   0.000000000e+00   1.000000000e+00   
5.169307766e-01   1.054960768e+00   6.998033407e-01   4.897247157e-01   9.994381953e-01   1.538515569e+00   1.794430558e-01   7.594833748e-02   1.062978006e-01     3.339443894e-01     3.435235422e-02    3.760279965e+02   -3.346675057e-22  0.000000000e+00   1.000000000e+00   
5.669307766e-01   1.157001585e+00   6.956460498e-01   4.839234266e-01   9.875988298e-01   1.520290282e+00   1.762639882e-01   9.018392352e-02   1.254721803e-01     3.941824799e-01     3.714734509e-02    3.828092143e+02   -4.095244830e-22  0.000000000e+00   1.000000000e+00   
6.669307766e-01   1.361083217e+00   6.852263231e-01   4.695351139e-01   9.582349263e-01   1.475088064e+00   1.684615284e-01   1.180454711e-01   1.617757282e-01     5.082334393e-01     4.250380243e-02    3.950209028e+02   1.734065237e-23   0.000000000e+00   1.000000000e+00   
7.669307766e-01   1.565164850e+00   6.720694070e-01   4.516772878e-01   9.217903833e-01   1.418986049e+00   1.589428521e-01   1.449001205e-01   1.947658762e-01     6.118750458e-01     4.754982228e-02    4.056297336e+02   -7.132863277e-22  0.000000000e+00   1.000000000e+00   
8.669307766e-01   1.769246483e+00   6.562779731e-01   4.307007780e-01   8.789811796e-01   1.353086400e+00   1.480001334e-01   1.707649999e-01   2.241386160e-01     7.041522295e-01     5.233088097e-02    4.148414365e+02   -8.797862642e-22  0.000000000e+00   1.000000000e+00   
9.669307766e-01   1.973328115e+00   6.379524531e-01   4.069833324e-01   8.305782293e-01   1.278575847e+00   1.359450997e-01   1.957429905e-01   2.497494419e-01     7.846110120e-01     5.690612285e-02    4.228208612e+02   6.573862785e-22   0.000000000e+00   1.000000000e+00   
1.066930777e+00   2.177409748e+00   6.171770221e-01   3.809074766e-01   7.773621971e-01   1.196656130e+00   1.230914445e-01   2.197571137e-01   2.712580820e-01     8.521823978e-01     6.130278889e-02    4.297009975e+02   -4.366076436e-23  0.000000000e+00   1.000000000e+00   
1.166930777e+00   2.381491381e+00   5.940202185e-01   3.528600200e-01   7.201224898e-01   1.108542447e+00   1.097494377e-01   2.436075701e-01   2.894156441e-01     9.092260613e-01     6.570376911e-02    4.355894249e+02   4.249652222e-23   0.000000000e+00   1.000000000e+00   
1.266930777e+00   2.585573013e+00   5.685277879e-01   3.232238456e-01   6.596405012e-01   1.015437659e+00   9.621742098e-02   2.665501406e-01   3.030823236e-01     9.521612011e-01     6.999097233e-02    4.405748421e+02   1.418314026e-23   0.000000000e+00   1.000000000e+00   
1.366930777e+00   2.789654646e+00   5.407134074e-01   2.923709889e-01   5.966754876e-01   9.185105509e-01   8.277516162e-02   2.897749462e-01   3.133703971e-01     9.844821374e-01     7.444011778e-02    4.447311675e+02   -2.959368749e-23  0.000000000e+00   1.000000000e+00   
1.466930777e+00   2.993736279e+00   5.104720180e-01   2.605816812e-01   5.317993493e-01   8.186414952e-01   6.964892934e-02   3.136388850e-01   3.202077491e-01     1.005962312e+00     7.915795223e-02    4.481018442e+02   -2.517664447e-21  0.000000000e+00   1.000000000e+00   
1.521930777e+00   3.105981177e+00   4.928394362e-01   2.428907098e-01   4.956953262e-01   7.630636696e-01   6.267797812e-02   3.271813532e-01   3.224957472e-01     1.013150270e+00     8.191080595e-02    4.496595365e+02   -3.348529062e-22  0.000000000e+00   1.000000000e+00   
1.621930777e+00   3.310062809e+00   4.588359964e-01   2.105304716e-01   4.296540237e-01   6.614009829e-01   5.057909651e-02   3.532274168e-01   3.241469075e-01     1.018337543e+00     8.736038473e-02    4.519733767e+02   -9.181590480e-22  0.000000000e+00   1.000000000e+00   
1.721930777e+00   3.514144442e+00   4.220985729e-01   1.781672053e-01   3.636065413e-01   5.597287831e-01   3.937678676e-02   3.821021997e-01   3.225695864e-01     1.013382243e+00     9.364808256e-02    4.536472812e+02   -3.557976009e-21  0.000000000e+00   1.000000000e+00   
1.821930777e+00   3.718226075e+00   3.822526075e-01   1.461170559e-01   2.981980733e-01   4.590402694e-01   2.924488999e-02   4.158545500e-01   3.179229721e-01     9.987844736e-01     1.012971741e-01    4.547186920e+02   6.995748756e-20   0.000000000e+00   1.000000000e+00   
1.876930777e+00   3.830470973e+00   3.587817886e-01   1.287243718e-01   2.627027996e-01   4.043995409e-01   2.418186510e-02   4.375090173e-01   3.139405355e-01     9.862732799e-01     1.063235532e-01    4.550593401e+02   -4.220325284e-22  0.000000000e+00   1.000000000e+00   
1.976930777e+00   4.034552605e+00   3.126976279e-01   9.777980652e-02   1.995506255e-01   3.071843218e-01   1.600930146e-02   4.866349378e-01   3.043391814e-01     9.561097365e-01     1.180161305e-01    4.552446751e+02   4.558479311e-22   0.000000000e+00   1.000000000e+00   
2.054430777e+00   4.192715871e+00   2.730450762e-01   7.455361364e-02   1.521502319e-01   2.342170849e-01   1.065863697e-02   5.393149446e-01   2.945145803e-01     9.252448418e-01     1.308033559e-01    4.549879558e+02   2.532231140e-20   0.000000000e+00   1.000000000e+00   
2.131930777e+00   4.350879136e+00   2.284157607e-01   5.217375975e-02   1.064770607e-01   1.639087003e-01   6.239888413e-03   6.171085091e-01   2.819146191e-01     8.856608964e-01     1.499779751e-01    4.543349960e+02   -1.708664784e-21  0.000000000e+00   1.000000000e+00   
2.209430777e+00   4.509042401e+00   1.758224781e-01   3.091354379e-02   6.308886489e-02   9.711776208e-02   2.845914266e-03   7.543909376e-01   2.652777682e-01     8.333946876e-01     1.841033779e-01    4.531432493e+02   -2.022407624e-20  0.000000000e+00   1.000000000e+00   
2.281930777e+00   4.657001585e+00   1.114775095e-01   1.242723513e-02   2.536170435e-02   3.904131059e-02   7.253713454e-04   1.080457804e+00   2.408934902e-01     7.567892191e-01     2.657250552e-01    4.509926086e+02   -6.888748188e-20  0.000000000e+00   1.000000000e+00   
