t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_NC7H16(15)     
4.017086218e-04   8.198135139e-04   6.998269703e-01   4.897577883e-01   9.995056904e-01   1.538619470e+00   1.794612337e-01   -1.577629933e-01  -2.208135952e-01    -6.937063685e-01    1.762273637e-02    3.000000000e+02   -3.620702350e-21  0.000000000e+00   1.000000000e+00   
1.178855749e-03   2.405828060e-03   6.999268089e-01   4.898975378e-01   9.997908935e-01   1.539058506e+00   1.795380514e-01   -1.111159421e-01  -1.555460535e-01    -4.886623391e-01    1.268730787e-02    3.000000000e+02   -2.991039421e-23  0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   7.000133166e-01   4.900186434e-01   1.000038048e+00   1.539438970e+00   1.796046299e-01   -9.365922897e-02  -1.311254150e-01    -4.119426405e-01    1.111278833e-02    3.000000000e+02   2.447696375e-22   0.000000000e+00   1.000000000e+00   
3.883249597e-03   7.924999177e-03   7.001692154e-01   4.902369302e-01   1.000483531e+00   1.540124739e+00   1.797246550e-01   -7.727604758e-02  -1.082126192e-01    -3.399599696e-01    9.908761400e-03    3.000000000e+02   3.547724160e-21   0.000000000e+00   1.000000000e+00   
1.035783449e-02   2.113843773e-02   7.005946710e-01   4.908328930e-01   1.001699782e+00   1.541997011e+00   1.800524814e-01   -5.799374921e-02  -8.126022329e-02    -2.552865205e-01    9.339982155e-03    3.000000000e+02   -4.147852638e-23  0.000000000e+00   1.000000000e+00   
2.196587966e-02   4.482832583e-02   7.011799001e-01   4.916532523e-01   1.003373984e+00   1.544574245e+00   1.805040692e-01   -4.444883574e-02  -6.233326040e-02    -1.958257129e-01    1.005664663e-02    3.000000580e+02   5.957919436e-22   0.000000000e+00   1.000000000e+00   
3.657474314e-02   7.464233293e-02   7.017498674e-01   4.924528764e-01   1.005005870e+00   1.547086339e+00   1.809446055e-01   -3.416336451e-02  -4.794827302e-02    -1.506339423e-01    1.136090130e-02    3.000089891e+02   -5.626843212e-21  0.000000000e+00   1.000000000e+00   
9.462002945e-02   1.931021009e-01   7.028358742e-01   4.939782661e-01   1.008118910e+00   1.551878492e+00   1.817859794e-01   -4.681013678e-03  -6.579968682e-03    -2.067158127e-02    1.696950049e-02    3.020848967e+02   -4.463050525e-22  0.000000000e+00   1.000000000e+00   
1.531072192e-01   3.124637126e-01   7.023544757e-01   4.933018096e-01   1.006738387e+00   1.549753341e+00   1.814126992e-01   2.068708807e-02   2.905933779e-02     9.129260213e-02     2.256420400e-02    3.091712998e+02   -3.115386418e-22  0.000000000e+00   1.000000000e+00   
2.431072192e-01   4.961371820e-01   6.988364734e-01   4.883724165e-01   9.966784011e-01   1.534267196e+00   1.787003127e-01   5.704011579e-02   7.972342672e-02     2.504585317e-01     3.078727061e-02    3.237103745e+02   -4.003928260e-22  0.000000000e+00   1.000000000e+00   
3.431072192e-01   7.002188147e-01   6.912448885e-01   4.778194959e-01   9.751418284e-01   1.501114218e+00   1.729395884e-01   9.418174588e-02   1.302053009e-01     4.090520167e-01     3.913181787e-02    3.392380676e+02   8.754811296e-23   0.000000000e+00   1.000000000e+00   
4.431072192e-01   9.043004473e-01   6.801312587e-01   4.625785291e-01   9.440378145e-01   1.453233309e+00   1.647315666e-01   1.274293527e-01   1.733373721e-01     5.445554147e-01     4.652009931e-02    3.524231786e+02   -4.257865125e-22  0.000000000e+00   1.000000000e+00   
5.356072192e-01   1.093075958e+00   6.670614393e-01   4.449709638e-01   9.081040078e-01   1.397917511e+00   1.554161445e-01   1.546163890e-01   2.062772620e-01     6.480391309e-01     5.252113748e-02    3.624581031e+02   -3.704598893e-23  0.000000000e+00   1.000000000e+00   
5.856072192e-01   1.195116774e+00   6.589951912e-01   4.342746620e-01   8.862748205e-01   1.364314088e+00   1.498460705e-01   1.679049236e-01   2.212970745e-01     6.952252634e-01     5.545468335e-02    3.670886926e+02   8.974274782e-22   0.000000000e+00   1.000000000e+00   
6.856072192e-01   1.399198407e+00   6.409774008e-01   4.108520283e-01   8.384735272e-01   1.290729714e+00   1.378880962e-01   1.919012728e-01   2.460087580e-01     7.728593070e-01     6.077748086e-02    3.748662547e+02   9.480165395e-23   0.000000000e+00   1.000000000e+00   
7.856072192e-01   1.603280039e+00   6.207156280e-01   3.852878908e-01   7.863018179e-01   1.210417607e+00   1.252208542e-01   2.128836418e-01   2.642804068e-01     8.302613844e-01     6.549979806e-02    3.809179529e+02   -8.638223332e-23  0.000000000e+00   1.000000000e+00   
8.856072192e-01   1.807361672e+00   5.984815157e-01   3.581801246e-01   7.309798462e-01   1.125256048e+00   1.122408242e-01   2.314818219e-01   2.770751833e-01     8.704573603e-01     6.978602471e-02    3.855248408e+02   7.868728090e-22   0.000000000e+00   1.000000000e+00   
9.856072192e-01   2.011443304e+00   5.744816691e-01   3.300291881e-01   6.735289553e-01   1.036817273e+00   9.927208624e-02   2.483376180e-01   2.853308186e-01     8.963932036e-01     7.379635856e-02    3.889366015e+02   7.506249830e-22   0.000000000e+00   1.000000000e+00   
1.085607219e+00   2.215524937e+00   5.488618863e-01   3.012493702e-01   6.147946330e-01   9.464028083e-01   8.657407175e-02   2.639847682e-01   2.897823556e-01     9.103781195e-01     7.766459382e-02    3.913750444e+02   -1.416018698e-21  0.000000000e+00   1.000000000e+00   
1.185607219e+00   2.419606570e+00   5.216987880e-01   2.721696254e-01   5.554482152e-01   8.550460958e-01   7.434608532e-02   2.792103438e-01   2.913273959e-01     9.152320069e-01     8.158498939e-02    3.930341322e+02   5.290655319e-21   0.000000000e+00   1.000000000e+00   
1.285607219e+00   2.623688202e+00   4.930068659e-01   2.430557698e-01   4.960321833e-01   7.635822209e-01   6.274187959e-02   2.947218454e-01   2.905997866e-01     9.129461546e-01     8.572027886e-02    3.940799022e+02   -4.674879042e-21  0.000000000e+00   1.000000000e+00   
1.340607219e+00   2.735933100e+00   4.765456080e-01   2.270957165e-01   4.634606459e-01   7.134422345e-01   5.666462724e-02   3.036427970e-01   2.893992826e-01     9.091746602e-01     8.817138143e-02    3.944431728e+02   2.387080717e-22   0.000000000e+00   1.000000000e+00   
1.440607219e+00   2.940014733e+00   4.453209202e-01   1.983107220e-01   4.047157591e-01   6.230115072e-01   4.624000961e-02   3.211879637e-01   2.860634391e-01     8.986947988e-01     9.308317092e-02    3.948046025e+02   5.965516198e-22   0.000000000e+00   1.000000000e+00   
1.540607219e+00   3.144096366e+00   4.122154820e-01   1.699216036e-01   3.467787828e-01   5.338244615e-01   3.667511795e-02   3.414725109e-01   2.815205113e-01     8.844227702e-01     9.887716326e-02    3.948551391e+02   2.993271231e-23   0.000000000e+00   1.000000000e+00   
1.640607219e+00   3.348177998e+00   3.768774852e-01   1.420366388e-01   2.898706915e-01   4.462212611e-01   2.802845779e-02   3.660926718e-01   2.759441710e-01     8.669041803e-01     1.060021040e-01    3.946679220e+02   -3.673033117e-21  0.000000000e+00   1.000000000e+00   
1.695607219e+00   3.460422896e+00   3.562910351e-01   1.269433017e-01   2.590679626e-01   3.988041440e-01   2.368172354e-02   3.824974444e-01   2.725608208e-01     8.562750722e-01     1.107799345e-01    3.944814672e+02   -4.165081512e-21  0.000000000e+00   1.000000000e+00   
1.795607219e+00   3.664504529e+00   3.162561875e-01   1.000179761e-01   2.041183186e-01   3.142157390e-01   1.656211194e-02   4.199595628e-01   2.656296205e-01     8.345000642e-01     1.217359115e-01    3.940079486e+02   3.101194941e-22   0.000000000e+00   1.000000000e+00   
1.895607219e+00   3.868586162e+00   2.717360429e-01   7.384047704e-02   1.506948511e-01   2.319767002e-01   1.050607176e-02   4.740656694e-01   2.576414582e-01     8.094045123e-01     1.376040649e-01    3.933551900e+02   -5.840857128e-21  0.000000000e+00   1.000000000e+00   
1.908419719e+00   3.894734121e+00   2.656069379e-01   7.054704546e-02   1.439735622e-01   2.216300798e-01   9.811081139e-03   4.828667341e-01   2.565055093e-01     8.058358237e-01     1.401309191e-01    3.932564993e+02   -6.194119932e-22  0.000000000e+00   1.000000000e+00   
1.935294719e+00   3.949581060e+00   2.523244945e-01   6.366765052e-02   1.299339807e-01   2.000178231e-01   8.411566019e-03   5.032997914e-01   2.539897309e-01     7.979322726e-01     1.461912463e-01    3.930348281e+02   -6.326893935e-22  0.000000000e+00   1.000000000e+00   
2.035294719e+00   4.153662692e+00   1.969092273e-01   3.877324378e-02   7.912906895e-02   1.218097378e-01   3.997576892e-03   6.174361253e-01   2.431577406e-01     7.639025716e-01     1.797390799e-01    3.920030824e+02   2.424044455e-21   0.000000000e+00   1.000000000e+00   
2.090294719e+00   4.265907590e+00   1.599635382e-01   2.558833355e-02   5.222108888e-02   8.038812070e-02   2.143194703e-03   7.355087512e-01   2.353091644e-01     7.392455423e-01     2.144907788e-01    3.911909654e+02   -1.200059909e-21  0.000000000e+00   1.000000000e+00   
2.175294719e+00   4.439376978e+00   7.926157682e-02   6.282397560e-03   1.282121951e-02   1.973673402e-02   2.607274433e-04   1.346082505e+00   2.133852438e-01     6.703695142e-01     3.945825302e-01    3.886931356e+02   -3.145165184e-20  0.000000000e+00   1.000000000e+00   
