t[s](1)           t[s/mm2](2)       r[mm](3)          r/rd[-](4)        T[K](5)           Tfib[K](6)        v[m/s](7)         dummy(8)          NC7H16_w(9)       
8.397053561e-07   1.713684400e-06   1.000000000e-13   2.857206954e-13   3.000000000e+02   3.000000000e+02   -1.921449591e-24  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.298009597e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   -6.404831958e-25  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   4.465941812e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   -3.249742843e-25  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   6.511162930e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   -1.995886925e-25  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   8.440617145e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   -1.369688391e-25  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.026085631e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   -1.010994709e-25  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.197806129e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   -7.857115448e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.359806994e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   -6.345234098e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.512637716e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   -5.278581562e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.656817681e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   -4.496066173e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.792836530e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   -3.903730102e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   1.921156251e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   -3.443700210e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.042212235e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   -3.078707783e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.156416423e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   -2.783842246e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.264155906e-01   6.469162000e-01   3.000000000e+02   3.000000000e+02   -2.541927819e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.365797126e-01   6.759572000e-01   3.000000000e+02   3.000000000e+02   -2.340793804e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.461685175e-01   7.033544000e-01   3.000000000e+02   3.000000000e+02   -2.171615416e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.552145546e-01   7.292008000e-01   3.000000000e+02   3.000000000e+02   -2.027861029e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.637485531e-01   7.535842000e-01   3.000000000e+02   3.000000000e+02   -1.904607873e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.717994575e-01   7.765873000e-01   3.000000000e+02   3.000000000e+02   -1.798086522e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.793947071e-01   7.982885000e-01   3.000000000e+02   3.000000000e+02   -1.705366890e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.865599914e-01   8.187612000e-01   3.000000000e+02   3.000000000e+02   -1.624145077e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.933197047e-01   8.380751000e-01   3.000000000e+02   3.000000000e+02   -1.552584744e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   2.996968067e-01   8.562958000e-01   3.000000000e+02   3.000000000e+02   -1.489208465e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.057129267e-01   8.734851000e-01   3.000000000e+02   3.000000000e+02   -1.432815730e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.113885394e-01   8.897015000e-01   3.000000000e+02   3.000000000e+02   -1.382312926e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.167428592e-01   9.049999000e-01   3.000000000e+02   3.000000000e+02   -1.002532135e-26  0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.217941209e-01   9.194324000e-01   3.000000000e+02   3.000000000e+02   3.776198761e-23   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.265594390e-01   9.330479000e-01   3.000000000e+02   3.000000000e+02   1.832023470e-17   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.310550532e-01   9.458928000e-01   3.000000000e+02   3.000000000e+02   2.697131122e-14   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.352961880e-01   9.580106000e-01   3.000000000e+02   3.000000000e+02   2.638589317e-11   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.392972633e-01   9.694425000e-01   3.000000012e+02   3.000000000e+02   1.711475356e-08   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.430718236e-01   9.802272000e-01   3.000007598e+02   3.000000000e+02   6.440499409e-06   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.466327837e-01   9.904016000e-01   3.002699439e+02   3.000000000e+02   9.926568133e-04   0.000000000e+00   1.000000000e+00   
8.397053561e-07   1.713684400e-06   3.499921483e-01   1.000000000e+00   3.414299863e+02   6.550000000e+02   -4.896926956e-02  0.000000000e+00   1.000000000e+00   

2.211675672e-05   4.513623821e-05   1.000000000e-13   2.858067246e-13   3.000000000e+02   3.000000000e+02   -3.386718715e-21  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.297317885e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   -1.128906238e-21  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   4.464597542e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   -5.727948824e-22  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   6.509203038e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   -3.517920868e-22  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   8.438076478e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   -2.414192565e-22  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.025776774e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   -1.781964369e-22  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.197445583e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   -1.384883585e-22  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.359397686e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   -1.118401607e-22  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.512182405e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   -9.303950037e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.656318971e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   -7.924699950e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.792296877e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   -6.880657123e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   1.920577974e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   -6.069815218e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.041597520e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   -5.426484947e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.155767332e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   -4.906759299e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.263474385e-01   6.469162000e-01   3.000000000e+02   3.000000000e+02   -4.480364497e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.365085010e-01   6.759572000e-01   3.000000000e+02   3.000000000e+02   -4.125848647e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.460944196e-01   7.033544000e-01   3.000000000e+02   3.000000000e+02   -3.827657314e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.551377338e-01   7.292008000e-01   3.000000000e+02   3.000000000e+02   -3.574277950e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.636691635e-01   7.535842000e-01   3.000000000e+02   3.000000000e+02   -3.357033753e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.717176446e-01   7.765873000e-01   3.000000000e+02   3.000000000e+02   -3.169280613e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.793106080e-01   7.982885000e-01   3.000000000e+02   3.000000000e+02   -3.005813455e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.864737354e-01   8.187612000e-01   3.000000000e+02   3.000000000e+02   -2.856407229e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.932314141e-01   8.380751000e-01   3.000000000e+02   3.000000000e+02   -2.376085668e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   2.996065965e-01   8.562958000e-01   3.000000000e+02   3.000000000e+02   -4.969811587e-23  0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.056209056e-01   8.734851000e-01   3.000000000e+02   3.000000000e+02   8.464761147e-19   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.112948099e-01   8.897015000e-01   3.000000000e+02   3.000000000e+02   2.228435991e-16   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.166475181e-01   9.049999000e-01   3.000000000e+02   3.000000000e+02   2.329643826e-14   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.216972594e-01   9.194324000e-01   3.000000000e+02   3.000000000e+02   1.945109873e-12   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.264611431e-01   9.330479000e-01   3.000000001e+02   3.000000000e+02   1.262106190e-10   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.309554040e-01   9.458928000e-01   3.000000068e+02   3.000000000e+02   6.150189101e-09   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.351952623e-01   9.580106000e-01   3.000003135e+02   3.000000000e+02   2.141261507e-07   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.391951332e-01   9.694425000e-01   3.000103800e+02   3.000000000e+02   4.920612496e-06   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.429685573e-01   9.802272000e-01   3.002284744e+02   3.000000000e+02   6.449911538e-05   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.465284456e-01   9.904016000e-01   3.029303435e+02   3.000000000e+02   3.343502527e-04   0.000000000e+00   1.000000000e+00   
2.211675672e-05   4.513623821e-05   3.498867990e-01   1.000000000e+00   3.162482652e+02   6.550000000e+02   -4.203232388e-04  0.000000000e+00   1.000000000e+00   

1.787327902e-04   3.647607963e-04   1.000000000e-13   2.858007202e-13   3.000000000e+02   3.000000000e+02   6.748893149e-22   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.297366149e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   2.249631050e-22   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   4.464691338e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   1.141438597e-22   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   6.509339789e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   7.010346605e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   8.438253752e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   4.810888956e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.025798325e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   3.551014458e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.197470740e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   2.759730620e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.359426245e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   2.228697917e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.512214174e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   1.854047234e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.656353768e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   1.579196789e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.792334531e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   1.371144864e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   1.920618323e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   1.209564118e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.041640411e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   1.081364299e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.155812622e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   9.777958588e-24   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.263521937e-01   6.469162000e-01   3.000000000e+02   3.000000000e+02   8.928305998e-24   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.365134697e-01   6.759572000e-01   3.000000000e+02   3.000000000e+02   8.227013056e-24   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.460995897e-01   7.033544000e-01   3.000000000e+02   3.000000000e+02   8.020339127e-24   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.551430939e-01   7.292008000e-01   3.000000000e+02   3.000000000e+02   2.260840675e-23   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.636747029e-01   7.535842000e-01   3.000000000e+02   3.000000000e+02   2.198345496e-21   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.717233530e-01   7.765873000e-01   3.000000000e+02   3.000000000e+02   1.346964129e-18   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.793164759e-01   7.982885000e-01   3.000000000e+02   3.000000000e+02   6.368445087e-17   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.864797539e-01   8.187612000e-01   3.000000000e+02   3.000000000e+02   2.243848171e-15   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.932375745e-01   8.380751000e-01   3.000000000e+02   3.000000000e+02   6.602214724e-14   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   2.996128908e-01   8.562958000e-01   3.000000000e+02   3.000000000e+02   1.611270134e-12   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.056273264e-01   8.734851000e-01   3.000000001e+02   3.000000000e+02   3.231066330e-11   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.113013498e-01   8.897015000e-01   3.000000023e+02   3.000000000e+02   5.264081742e-10   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.166541705e-01   9.049999000e-01   3.000000356e+02   3.000000000e+02   6.874730629e-09   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.217040178e-01   9.194324000e-01   3.000004454e+02   3.000000000e+02   7.081297831e-08   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.264680016e-01   9.330479000e-01   3.000044230e+02   3.000000000e+02   5.639758088e-07   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.309623570e-01   9.458928000e-01   3.000342778e+02   3.000000000e+02   3.388916489e-06   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.352023043e-01   9.580106000e-01   3.002033768e+02   3.000000000e+02   1.491094153e-05   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.392022592e-01   9.694425000e-01   3.009049522e+02   3.000000000e+02   4.639713671e-05   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.429757627e-01   9.802272000e-01   3.029645112e+02   3.000000000e+02   9.842615046e-05   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.465357257e-01   9.904016000e-01   3.070893617e+02   3.000000000e+02   1.383908227e-04   0.000000000e+00   1.000000000e+00   
1.787327902e-04   3.647607963e-04   3.498941497e-01   1.000000000e+00   3.125806204e+02   6.550000000e+02   1.313910094e-04   0.000000000e+00   1.000000000e+00   

2.033287745e-03   4.149566826e-03   1.000000000e-13   2.857088505e-13   3.000000000e+02   3.000000000e+02   2.447696375e-22   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.298104868e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   8.158988051e-23   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   4.466126961e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   4.139789802e-23   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   6.511432869e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   2.542869003e-23   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   8.440967075e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   1.758130300e-23   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.026128170e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   1.580527090e-23   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.197855787e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   -1.612504977e-23  0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.359863369e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   -1.422388700e-21  0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.512700427e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   6.595460146e-19   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.656886369e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   1.413399523e-17   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.792910857e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   2.357152346e-16   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   1.921235898e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   3.331239757e-15   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.042296901e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   4.099132643e-14   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.156505824e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   4.369664819e-13   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.264249774e-01   6.469162000e-01   3.000000001e+02   3.000000000e+02   4.022714121e-12   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.365895207e-01   6.759572000e-01   3.000000006e+02   3.000000000e+02   3.188730813e-11   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.461787231e-01   7.033544000e-01   3.000000043e+02   3.000000000e+02   2.170676680e-10   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.552251352e-01   7.292008000e-01   3.000000279e+02   3.000000000e+02   1.266236576e-09   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.637594876e-01   7.535842000e-01   3.000001578e+02   3.000000000e+02   6.320618150e-09   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.718107257e-01   7.765873000e-01   3.000007678e+02   3.000000000e+02   2.698755918e-08   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.794062902e-01   7.982885000e-01   3.000032189e+02   3.000000000e+02   9.867348700e-08   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.865718715e-01   8.187612000e-01   3.000116549e+02   3.000000000e+02   3.098411084e-07   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.933318651e-01   8.380751000e-01   3.000365963e+02   3.000000000e+02   8.399268476e-07   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   2.997092315e-01   8.562958000e-01   3.001002717e+02   3.000000000e+02   1.980723776e-06   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   3.057256009e-01   8.734851000e-01   3.002417178e+02   3.000000000e+02   4.103929534e-06   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   3.114014489e-01   8.897015000e-01   3.005178343e+02   3.000000000e+02   7.558840199e-06   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   3.167559907e-01   9.049999000e-01   3.009970661e+02   3.000000000e+02   1.253382922e-05   0.000000000e+00   1.000000000e+00   
2.033287745e-03   4.149566826e-03   3.218074618e-01   9.194324000e-01   3.017460186e+02   3.000000000e+02   1.895092154e-05   0.000000000e+00   1.000000000e+00   
