t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          H2O_x(28)         CO2_x(29)         CO_x(30)          N2_x(31)          NC7H16_w(32)      O2_w(33)          H2O_w(34)         CO2_w(35)         CO_w(36)          N2_w(37)          
0.000000000e+00   0.000000000e+00   7.000000000e-01   4.900000000e-01   1.000000000e+00   1.539380400e+00   1.795943800e-01   1.331594172e+00   1.864231840e+00     5.856657054e+00     4.321015175e-01    2.997000000e+02   0.000000000e+00   1.760000000e-02   1.000000000e+00   1.000000000e-01   -1.575695875e+05  1.108755193e+04     1.121954670e+06     1.775700130e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.012714882e-02   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.698728512e-01   1.000000000e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.000000000e-01   
1.504825124e-06   3.071071681e-06   6.999737868e-01   4.899633023e-01   9.999251066e-01   1.539265111e+00   1.795742048e-01   1.693603518e+01   2.370956136e+01     7.448578378e+01     -1.088379458e-01   3.234798770e+02   -8.355013210e-03  -5.034439373e-03  1.000000000e+00   3.281014852e-02   3.811900871e+04   -8.083067803e+05    8.326732403e+05     1.623734153e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.394698624e-03   0.000000000e+00   9.800848807e-19   2.487512407e-19   0.000000000e+00   9.906053014e-01   3.281014852e-02   0.000000000e+00   6.153665805e-19   3.815423097e-19   0.000000000e+00   9.671898515e-01   
1.210088529e-05   2.469568427e-05   6.999105282e-01   4.898747475e-01   9.997443827e-01   1.538986908e+00   1.795255233e-01   2.062158088e+00   2.886652313e+00     9.068685701e+00     1.057607237e-02    3.148389344e+02   -9.808448325e-04  4.796182131e-04   1.000000000e+00   2.291537489e-02   -3.760680926e+03  -4.765619281e+05    4.867613715e+05     1.683001872e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.513918400e-03   2.599161632e-19   0.000000000e+00   6.722955851e-20   0.000000000e+00   9.934860816e-01   2.291537489e-02   2.919788405e-19   0.000000000e+00   1.038716469e-19   0.000000000e+00   9.770846251e-01   
4.401213747e-05   8.982068871e-05   6.998929896e-01   4.898501969e-01   9.996942793e-01   1.538909780e+00   1.795120278e-01   -4.446554970e-02  -6.224225303e-02    -1.955398048e-01    1.797370430e-02    3.110885590e+02   4.848560200e-05   8.074289101e-04   1.000000000e+00   1.945379872e-02   -6.432174900e+03  -2.833795377e+05    2.879272674e+05     1.707252724e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.515944917e-03   3.045869724e-19   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.944840551e-01   1.945379872e-02   3.430277549e-19   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.805462013e-01   
8.755480053e-05   1.786832664e-04   6.998981238e-01   4.898573837e-01   9.997089463e-01   1.538932358e+00   1.795159783e-01   -1.465461859e-01  -2.051348011e-01    -6.444499840e-01    1.458761298e-02    3.101664442e+02   9.270889175e-05   6.537478209e-04   1.000000000e+00   1.867032493e-02   -5.228542115e+03  -2.090244932e+05    2.119576099e+05     1.713082612e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.290769387e-03   0.000000000e+00   1.980431013e-20   4.325873487e-21   0.000000000e+00   9.947092306e-01   1.867032493e-02   0.000000000e+00   1.256428088e-20   6.704385278e-21   0.000000000e+00   9.813296751e-01   
2.194464084e-04   4.478498130e-04   6.999189350e-01   4.898865156e-01   9.997683991e-01   1.539023878e+00   1.795319923e-01   -1.487042306e-01  -2.081618135e-01    -6.539596239e-01    1.046261734e-02    3.096445110e+02   8.755149968e-05   4.682435949e-04   1.000000000e+00   1.823857093e-02   -3.753342709e+03  -1.382535045e+05    1.396941841e+05     1.716359470e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.166790529e-03   0.000000000e+00   0.000000000e+00   2.188002136e-20   0.000000000e+00   9.948332095e-01   1.823857093e-02   0.000000000e+00   0.000000000e+00   3.392108998e-20   0.000000000e+00   9.817614291e-01   
4.804485347e-04   9.805072138e-04   6.999521690e-01   4.899330389e-01   9.998633446e-01   1.539170036e+00   1.795575675e-01   -1.115965919e-01  -1.562245531e-01    -4.907939084e-01    7.586830307e-03    3.095641095e+02   6.530537105e-05   3.394688687e-04   1.000000000e+00   1.817276965e-02   -2.722055283e+03  -9.799593761e+04    9.855370547e+04     1.716862784e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.147902448e-03   1.356413244e-22   0.000000000e+00   9.575878309e-22   9.629031182e-23   9.948520976e-01   1.817276965e-02   1.529030942e-22   0.000000000e+00   1.484641298e-21   9.501608242e-23   9.818272303e-01   
1.564727076e-03   3.193320564e-03   7.000451174e-01   4.900631664e-01   1.000128911e+00   1.539578843e+00   1.796291087e-01   -7.026946376e-02  -9.838359002e-02    -3.090811636e-01    4.743467443e-03    3.099606718e+02   4.107414167e-05   2.124652926e-04   1.000000000e+00   1.849920160e-02   -1.700759134e+03  -5.998780106e+04    5.969294851e+04     1.714376492e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.241621694e-03   1.241838190e-21   0.000000000e+00   0.000000000e+00   6.932586706e-22   9.947583783e-01   1.849920160e-02   1.399541441e-21   0.000000000e+00   0.000000000e+00   6.839216247e-22   9.815007984e-01   
5.053871261e-03   1.031402298e-02   7.002356142e-01   4.903299154e-01   1.000673297e+00   1.540416860e+00   1.797757910e-01   -4.526566197e-02  -6.339325723e-02    -1.991557912e-01    3.154509911e-03    3.111274966e+02   2.661436317e-05   1.417236323e-04   1.000000000e+00   1.948745402e-02   -1.128816993e+03  -3.885131290e+04    3.809300591e+04     1.707005405e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.525623447e-03   8.778832589e-21   0.000000000e+00   0.000000000e+00   4.885482330e-22   9.944743766e-01   1.948745402e-02   9.886533089e-21   0.000000000e+00   0.000000000e+00   4.816205157e-22   9.805125460e-01   
1.470292888e-02   3.000597732e-02   7.005934991e-01   4.908312509e-01   1.001696431e+00   1.541991852e+00   1.800515779e-01   -3.201154194e-02  -4.485415635e-02    -1.409134881e-01    2.385801358e-03    3.132819336e+02   1.906411310e-05   1.077770886e-04   1.000000000e+00   2.142462488e-02   -8.506194365e+02  -2.771399713e+04    2.674525187e+04     1.693175732e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.083514914e-03   0.000000000e+00   4.733468006e-21   1.090925670e-22   0.000000000e+00   9.939164851e-01   2.142462488e-02   0.000000000e+00   2.996973959e-21   1.687352876e-22   0.000000000e+00   9.785753751e-01   
2.442260256e-02   4.984204603e-02   7.008796476e-01   4.912322804e-01   1.002514858e+00   1.543251723e+00   1.802722873e-01   -2.748904514e-02  -3.853302454e-02    -1.210550668e-01    2.182994369e-03    3.148953042e+02   1.657961377e-05   9.901082798e-05   1.000000000e+00   2.297486620e-02   -7.761623650e+02  -2.410179666e+04    2.308746947e+04     1.682630693e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.531114004e-03   0.000000000e+00   3.670607841e-20   3.667630422e-21   3.374800816e-21   9.934688860e-01   2.297486620e-02   0.000000000e+00   2.321392559e-20   5.666350020e-21   3.318467628e-21   9.770251338e-01   
6.590760376e-02   1.345053138e-01   7.018494180e-01   4.925926056e-01   1.005291032e+00   1.547525311e+00   1.810216231e-01   -2.068756048e-02  -2.903910457e-02    -9.122903759e-02    2.055197713e-03    3.199344480e+02   1.311846156e-05   9.432938179e-05   1.000000000e+00   2.840655133e-02   -7.243461766e+02  -1.883959827e+04    1.783522160e+04     1.648635265e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      8.107450425e-03   1.126179016e-18   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.918925496e-01   2.840655133e-02   1.260013157e-18   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.715934487e-01   
