t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          NC7H16_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
1.787088725e-01   1.237596070e+00   1.221340273e-01   1.491672062e-02   1.033013894e-01   4.686225992e-02   9.539127554e-04   3.134676045e+00   7.657012192e-01     2.405521325e+00     9.861617202e-01    3.554975803e+02   -1.072907398e-07  3.999382401e-01   1.000000000e+00   8.458023271e-01   -3.246407530e+05  1.100490934e+02     3.262160905e+05     -4.131355760e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.071400694e-01   1.079586278e-03   3.291852684e-02   5.747282349e-03   4.450105896e-02   3.086134762e-01   8.458023271e-01   4.802537611e-04   2.014060336e-02   2.238031666e-03   1.114538818e-02   1.201933959e-01   
1.788338725e-01   1.238461721e+00   1.217415142e-01   1.482099628e-02   1.026384784e-01   4.656153304e-02   9.447452560e-04   3.144471082e+00   7.656253419e-01     2.405282950e+00     9.892429523e-01    3.554967395e+02   -1.101149392e-07  4.011928941e-01   1.000000000e+00   8.457917270e-01   -3.256556576e+05  1.126751757e+02     3.272321832e+05     -4.131155820e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.071233682e-01   1.084085985e-03   3.292231261e-02   5.743656101e-03   4.449605940e-02   3.086305177e-01   8.457917270e-01   4.822626774e-04   2.014322127e-02   2.236653074e-03   1.114430293e-02   1.202018330e-01   
1.790338725e-01   1.239846762e+00   1.211108510e-01   1.466783822e-02   1.015778270e-01   4.608037280e-02   9.301388603e-04   3.160341148e+00   7.655032115e-01     2.404899266e+00     9.942351571e-01    3.554953936e+02   -1.147616560e-07  4.032256418e-01   1.000000000e+00   8.457747422e-01   -3.273000000e+05  1.177599231e+02     3.288779554e+05     -4.130834737e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070966343e-01   1.091388164e-03   3.292836738e-02   5.737802520e-03   4.448794891e-02   3.086578588e-01   8.457747422e-01   4.855227284e-04   2.014740841e-02   2.234427136e-03   1.114253850e-02   1.202153610e-01   
1.791338725e-01   1.240539283e+00   1.207943849e-01   1.459128343e-02   1.010476692e-01   4.583986882e-02   9.228664598e-04   3.168363123e+00   7.654409492e-01     2.404703663e+00     9.967586020e-01    3.554947079e+02   -1.171470008e-07  4.042532194e-01   1.000000000e+00   8.457661027e-01   -3.281311845e+05  1.202229027e+02     3.297099134e+05     -4.130672512e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070830145e-01   1.095083360e-03   3.293142040e-02   5.734857958e-03   4.448387348e-02   3.086717503e-01   8.457661027e-01   4.871725526e-04   2.014952264e-02   2.233307748e-03   1.114165390e-02   1.202222405e-01   
1.792342631e-01   1.241234509e+00   1.204758218e-01   1.451442365e-02   1.005153992e-01   4.559840670e-02   9.155842535e-04   3.176481626e+00   7.653784688e-01     2.404507375e+00     9.993124428e-01    3.554940118e+02   -1.195256440e-07  4.052932115e-01   1.000000000e+00   8.457573394e-01   -3.289723849e+05  1.226776927e+02     3.305519170e+05     -4.130508570e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070691901e-01   1.098827254e-03   3.293450235e-02   5.731887789e-03   4.447976055e-02   3.086858320e-01   8.457573394e-01   4.888441753e-04   2.015165846e-02   2.232178787e-03   1.114076202e-02   1.202292172e-01   
1.792412943e-01   1.241283202e+00   1.204534851e-01   1.450904207e-02   1.004781307e-01   4.558149998e-02   9.150750881e-04   3.177052219e+00   7.653740242e-01     2.404493412e+00     9.994919348e-01    3.554939629e+02   -1.196926567e-07  4.053663067e-01   1.000000000e+00   8.457567229e-01   -3.290315072e+05  1.228501466e+02     3.306110966e+05     -4.130497056e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070682173e-01   1.099090418e-03   3.293471856e-02   5.731679372e-03   4.447947197e-02   3.086868224e-01   8.457567229e-01   4.889616785e-04   2.015180836e-02   2.232099573e-03   1.114069947e-02   1.202297080e-01   
1.793084818e-01   1.241748489e+00   1.202398307e-01   1.445761688e-02   1.001220006e-01   4.541994299e-02   9.102143758e-04   3.182521592e+00   7.653317149e-01     2.404360493e+00     1.001212474e+00    3.554934936e+02   -1.212440445e-07  4.060669727e-01   1.000000000e+00   8.457508175e-01   -3.295982312e+05  1.244519522e+02     3.311784287e+05     -4.130386824e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070588972e-01   1.101613873e-03   3.293678746e-02   5.729683965e-03   4.447670739e-02   3.086963101e-01   8.457508175e-01   4.900884114e-04   2.015324295e-02   2.231341174e-03   1.114010028e-02   1.202344097e-01   
1.794459818e-01   1.242700705e+00   1.198013438e-01   1.435236198e-02   9.939308852e-02   4.508927496e-02   9.002926221e-04   3.193809536e+00   7.652453485e-01     2.404089165e+00     1.004763460e+00    3.554925259e+02   -1.243646531e-07  4.075130909e-01   1.000000000e+00   8.457386414e-01   -3.307678840e+05  1.276715345e+02     3.323493956e+05     -4.130160020e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070396769e-01   1.106828873e-03   3.294103861e-02   5.725577526e-03   4.447100924e-02   3.087158689e-01   8.457386414e-01   4.924169738e-04   2.015619212e-02   2.229780479e-03   1.113886537e-02   1.202441037e-01   
1.796209818e-01   1.243912617e+00   1.192410152e-01   1.421841970e-02   9.846551038e-02   4.466848287e-02   8.877192072e-04   3.208313271e+00   7.651250628e-01     2.403711276e+00     1.009323018e+00    3.554912012e+02   -1.334462444e-07  4.093705762e-01   1.000000000e+00   8.457221087e-01   -3.322698130e+05  1.097796710e+02     3.338277792e+05     -4.129861625e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070133675e-01   1.113562300e-03   3.294664905e-02   5.720332471e-03   4.446386189e-02   3.087422268e-01   8.457221087e-01   4.954243948e-04   2.016010474e-02   2.227790839e-03   1.113734013e-02   1.202572312e-01   
1.797772318e-01   1.244994680e+00   1.187385681e-01   1.409884756e-02   9.763744850e-02   4.429283593e-02   8.765446529e-04   3.221501130e+00   7.650328628e-01     2.403421622e+00     1.013474763e+00    3.554901441e+02   -1.320791260e-07  4.110609619e-01   1.000000000e+00   8.457087099e-01   -3.336373102e+05  1.356377334e+02     3.352220012e+05     -4.129606236e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.069923729e-01   1.119653357e-03   3.295138208e-02   5.715570777e-03   4.445710867e-02   3.087639122e-01   8.457087099e-01   4.981436459e-04   2.016337883e-02   2.225978115e-03   1.113585731e-02   1.202679322e-01   
1.798959818e-01   1.245817049e+00   1.183553344e-01   1.400798518e-02   9.700820764e-02   4.400738334e-02   8.680847620e-04   3.231605034e+00   7.649553889e-01     2.403178230e+00     1.016653324e+00    3.554892698e+02   -1.348609857e-07  4.123556056e-01   1.000000000e+00   8.456977400e-01   -3.346843111e+05  1.385100020e+02     3.362701939e+05     -4.129404871e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.069750093e-01   1.124341856e-03   3.295513087e-02   5.711946675e-03   4.445207112e-02   3.087815002e-01   8.456977400e-01   5.002374217e-04   2.016598806e-02   2.224601459e-03   1.113476957e-02   1.202766635e-01   
1.800459818e-01   1.246855830e+00   1.178695070e-01   1.389322068e-02   9.621343964e-02   4.364684004e-02   8.574385863e-04   3.244505630e+00   7.648565583e-01     2.402867745e+00     1.020711706e+00    3.554881502e+02   -1.384164523e-07  4.140086792e-01   1.000000000e+00   8.456837050e-01   -3.360211276e+05  1.421776435e+02     3.376085311e+05     -4.129148392e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.069527767e-01   1.130336650e-03   3.295989690e-02   5.707338973e-03   4.444566085e-02   3.088039900e-01   8.456837050e-01   5.029146752e-04   2.016930856e-02   2.222851452e-03   1.113338690e-02   1.202878334e-01   
1.802209818e-01   1.248067741e+00   1.173002376e-01   1.375934574e-02   9.528632787e-02   4.322625951e-02   8.450750853e-04   3.259754337e+00   7.647399167e-01     2.402501304e+00     1.025508879e+00    3.554868243e+02   -1.424912924e-07  4.159627755e-01   1.000000000e+00   8.456670954e-01   -3.376013098e+05  1.463842922e+02     3.391906422e+05     -4.128846313e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.069264448e-01   1.137433957e-03   3.296549656e-02   5.701920032e-03   4.443811397e-02   3.088305906e-01   8.456670954e-01   5.060844586e-04   2.017321417e-02   2.220793654e-03   1.113176076e-02   1.203010515e-01   
1.804084818e-01   1.249366218e+00   1.166873104e-01   1.361592840e-02   9.429313298e-02   4.277570064e-02   8.318969095e-04   3.276335491e+00   7.646135526e-01     2.402104320e+00     1.030725333e+00    3.554853828e+02   -1.468020737e-07  4.180877543e-01   1.000000000e+00   8.456490506e-01   -3.393196117e+05  1.508323601e+02     3.409111668e+05     -4.128519524e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068978204e-01   1.145163901e-03   3.297153566e-02   5.696061583e-03   4.442993873e-02   3.088594797e-01   8.456490506e-01   5.095369421e-04   2.017743088e-02   2.218569191e-03   1.113000030e-02   1.203154121e-01   
1.805709818e-01   1.250491564e+00   1.161535910e-01   1.349165669e-02   9.343252557e-02   4.238528955e-02   8.205339308e-04   3.290911893e+00   7.645024678e-01     2.401755336e+00     1.035311102e+00    3.554841123e+02   -1.506099564e-07  4.199559221e-01   1.000000000e+00   8.456331611e-01   -3.408301771e+05  1.547655962e+02     3.424236633e+05     -4.128233328e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068725917e-01   1.151970159e-03   3.297680968e-02   5.690941150e-03   4.442278421e-02   3.088849031e-01   8.456331611e-01   5.125770412e-04   2.018111814e-02   2.216625320e-03   1.112846156e-02   1.203280569e-01   
1.806897318e-01   1.251313932e+00   1.157620571e-01   1.340085387e-02   9.280369716e-02   4.210002407e-02   8.122642318e-04   3.301687700e+00   7.644203202e-01     2.401497262e+00     1.038701206e+00    3.554831703e+02   -1.534340612e-07  4.213370639e-01   1.000000000e+00   8.456213897e-01   -3.419468941e+05  1.576789771e+02     3.435418040e+05     -4.128022327e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068538864e-01   1.157009195e-03   3.298069024e-02   5.687173239e-03   4.441751472e-02   3.089037262e-01   8.456213897e-01   5.148278969e-04   2.018383412e-02   2.215195159e-03   1.112732956e-02   1.203374235e-01   
1.808084818e-01   1.252136301e+00   1.153692489e-01   1.331006358e-02   9.217495554e-02   4.181479796e-02   8.040236386e-04   3.312570232e+00   7.643374789e-01     2.401237008e+00     1.042124903e+00    3.554822163e+02   -1.562825404e-07  4.227319523e-01   1.000000000e+00   8.456094787e-01   -3.430746830e+05  1.606184187e+02     3.446710322e+05     -4.127809719e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068349454e-01   1.162103703e-03   3.298459355e-02   5.683383927e-03   4.441221110e-02   3.089227623e-01   8.456094787e-01   5.171036276e-04   2.018656863e-02   2.213757109e-03   1.112619147e-02   1.203469004e-01   
1.809647318e-01   1.253218364e+00   1.148504092e-01   1.319061650e-02   9.134775972e-02   4.143954391e-02   7.932247628e-04   3.327054272e+00   7.642270894e-01     2.400890210e+00     1.046681675e+00    3.554809425e+02   -1.600726381e-07  4.245885763e-01   1.000000000e+00   8.455935868e-01   -3.445757246e+05  1.645283790e+02     3.461739988e+05     -4.127527461e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068096531e-01   1.168895101e-03   3.298976622e-02   5.678362992e-03   4.440517715e-02   3.089481454e-01   8.455935868e-01   5.201375136e-04   2.019019637e-02   2.211852005e-03   1.112468391e-02   1.203595434e-01   
1.812022318e-01   1.254863101e+00   1.140572073e-01   1.300904653e-02   9.009034992e-02   4.086912501e-02   7.769030436e-04   3.349449512e+00   7.640577145e-01     2.400358103e+00     1.053727597e+00    3.554789718e+02   -1.656210126e-07  4.274595436e-01   1.000000000e+00   8.455690183e-01   -3.468967311e+05  1.702576604e+02     3.484982742e+05     -4.127093475e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.067705245e-01   1.179421322e-03   3.299769558e-02   5.670646287e-03   4.439434612e-02   3.089873662e-01   8.455690183e-01   5.248400890e-04   2.019576476e-02   2.208924432e-03   1.112236451e-02   1.203790879e-01   
1.814022318e-01   1.256248143e+00   1.133851916e-01   1.285620168e-02   8.903186756e-02   4.038894874e-02   7.632514486e-04   3.368660347e+00   7.639123979e-01     2.399901577e+00     1.059771695e+00    3.554772786e+02   -1.703732621e-07  4.299224685e-01   1.000000000e+00   8.455479336e-01   -3.488877426e+05  1.751596245e+02     3.504921122e+05     -4.126723353e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.067369080e-01   1.188461134e-03   3.300442821e-02   5.664082896e-03   4.438511699e-02   3.090210028e-01   8.455479336e-01   5.288789006e-04   2.020050083e-02   2.206434975e-03   1.112039109e-02   1.203958606e-01   
1.815647318e-01   1.257373489e+00   1.128363543e-01   1.273204286e-02   8.817204198e-02   3.999889232e-02   7.522215312e-04   3.384513887e+00   7.637924166e-01     2.399524645e+00     1.064759540e+00    3.554758767e+02   -1.743187896e-07  4.319551120e-01   1.000000000e+00   8.455304945e-01   -3.505308234e+05  1.792319301e+02     3.521374971e+05     -4.126419145e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.067090775e-01   1.195934913e-03   3.300994659e-02   5.658701777e-03   4.437753324e-02   3.090488059e-01   8.455304945e-01   5.322182544e-04   2.020438844e-02   2.204394418e-03   1.111877173e-02   1.204097326e-01   
1.818022318e-01   1.259018226e+00   1.120293606e-01   1.255057764e-02   8.691535760e-02   3.942880250e-02   7.361972556e-04   3.408099154e+00   7.636143383e-01     2.398965195e+00     1.072179998e+00    3.554737814e+02   -1.801921036e-07  4.349793327e-01   1.000000000e+00   8.455044585e-01   -3.529752736e+05  1.852900382e+02     3.545853758e+05     -4.125968419e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.066674812e-01   1.207086619e-03   3.301810354e-02   5.650746256e-03   4.436630510e-02   3.090902772e-01   8.455044585e-01   5.372013070e-04   2.021014439e-02   2.201378423e-03   1.111637838e-02   1.204304390e-01   
1.820022318e-01   1.260403268e+00   1.113455007e-01   1.239782052e-02   8.585748280e-02   3.894890186e-02   7.227974962e-04   3.428345824e+00   7.634617643e-01     2.398485870e+00     1.078550243e+00    3.554719796e+02   -1.850110107e-07  4.375757237e-01   1.000000000e+00   8.454820947e-01   -3.550737815e+05  1.902642659e+02     3.566870537e+05     -4.125583835e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.066317137e-01   1.216672658e-03   3.302503358e-02   5.643975754e-03   4.435673100e-02   3.091258734e-01   8.454820947e-01   5.414850762e-04   2.021504336e-02   2.198812297e-03   1.111434081e-02   1.204482238e-01   
1.822397318e-01   1.262048004e+00   1.105279747e-01   1.221643319e-02   8.460133788e-02   3.837905676e-02   7.069932357e-04   3.452517621e+00   7.631995605e-01     2.397662133e+00     1.086066522e+00    3.554685282e+02   -3.351546183e-07  4.406492693e-01   1.000000000e+00   8.454411162e-01   -3.575508342e+05  8.506278264e+01     3.582739702e+05     -4.125001001e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.065631960e-01   1.228394516e-03   3.303585181e-02   5.636162983e-03   4.434768555e-02   3.091887091e-01   8.454411162e-01   5.467371917e-04   2.022296938e-02   2.195910153e-03   1.111279090e-02   1.204804761e-01   
1.824772318e-01   1.263692741e+00   1.097045433e-01   1.203508683e-02   8.334547665e-02   3.780934036e-02   6.913094030e-04   3.477931622e+00   7.630898008e-01     2.397317312e+00     1.094151681e+00    3.554675546e+02   -1.968188253e-07  4.439352984e-01   1.000000000e+00   8.454272534e-01   -3.602133363e+05  2.024458076e+02     3.618343692e+05     -4.124650948e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.065438810e-01   1.240242878e-03   3.304175160e-02   5.627591985e-03   4.433345601e-02   3.092130765e-01   8.454272534e-01   5.520192201e-04   2.022689339e-02   2.192604667e-03   1.110939682e-02   1.204918325e-01   
1.826522318e-01   1.264904653e+00   1.090940788e-01   1.190151802e-02   8.242048493e-02   3.738972159e-02   6.798328721e-04   3.496744947e+00   7.629483373e-01     2.396872892e+00     1.100071096e+00    3.554658636e+02   -2.012932075e-07  4.463485443e-01   1.000000000e+00   8.454063398e-01   -3.621633933e+05  2.070586425e+02     3.637873799e+05     -4.124299538e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.065103187e-01   1.249208478e-03   3.304801256e-02   5.621457500e-03   4.432472025e-02   3.092462825e-01   8.454063398e-01   5.560267281e-04   2.023134513e-02   2.190281585e-03   1.110754761e-02   1.205084592e-01   
1.829022318e-01   1.266635955e+00   1.082160319e-01   1.171070957e-02   8.109909674e-02   3.679027915e-02   6.635496707e-04   3.524170479e+00   7.627434903e-01     2.396229346e+00     1.108700499e+00    3.554633974e+02   -2.075189045e-07  4.498668484e-01   1.000000000e+00   8.453758602e-01   -3.650062380e+05  2.134863195e+02     3.666348261e+05     -4.123790809e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.064613724e-01   1.262317221e-03   3.305704661e-02   5.612580905e-03   4.431203076e-02   3.092946521e-01   8.453758602e-01   5.618865601e-04   2.023777921e-02   2.186920654e-03   1.110486352e-02   1.205326898e-01   
1.831522318e-01   1.268367256e+00   1.073310364e-01   1.151995138e-02   7.977805664e-02   3.619099462e-02   6.474028270e-04   3.552254034e+00   7.625342143e-01     2.395571886e+00     1.117537018e+00    3.554608676e+02   -2.139050291e-07  4.534699199e-01   1.000000000e+00   8.453446317e-01   -3.679173482e+05  2.200762028e+02     3.695506386e+05     -4.123273850e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.064111685e-01   1.275772026e-03   3.306618215e-02   5.603582051e-03   4.429912475e-02   3.093441706e-01   8.453446317e-01   5.679016391e-04   2.024430012e-02   2.183514384e-03   1.110213815e-02   1.205575140e-01   
1.833522318e-01   1.269752298e+00   1.066179927e-01   1.136739638e-02   7.872158156e-02   3.571172895e-02   6.345854764e-04   3.575208388e+00   7.623630841e-01     2.395034264e+00     1.124759658e+00    3.554587918e+02   -2.191841295e-07  4.564152164e-01   1.000000000e+00   8.453190395e-01   -3.702968099e+05  2.255203380e+02     3.719338864e+05     -4.122853782e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.063699758e-01   1.286792633e-03   3.307357512e-02   5.596296624e-03   4.428864467e-02   3.093847152e-01   8.453190395e-01   5.728289609e-04   2.024958887e-02   2.180757632e-03   1.109992963e-02   1.205778554e-01   
1.835897318e-01   1.271397035e+00   1.057651552e-01   1.118626806e-02   7.746723030e-02   3.514269754e-02   6.194788100e-04   3.603056911e+00   7.621557468e-01     2.394382895e+00     1.133522379e+00    3.554562634e+02   -2.255281575e-07  4.599888781e-01   1.000000000e+00   8.452879026e-01   -3.731836791e+05  2.320650675e+02     3.748254233e+05     -4.122347081e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.063198047e-01   1.300203218e-03   3.308246344e-02   5.587532218e-03   4.427599691e-02   3.094339995e-01   8.452879026e-01   5.788253932e-04   2.025596072e-02   2.177442291e-03   1.109726921e-02   1.206025998e-01   
1.838022318e-01   1.272868641e+00   1.049964422e-01   1.102425286e-02   7.634524145e-02   3.463371181e-02   6.060694198e-04   3.628538569e+00   7.619672799e-01     2.393790809e+00     1.141540567e+00    3.554539508e+02   -2.310844706e-07  4.632591501e-01   1.000000000e+00   8.452594480e-01   -3.758252887e+05  2.377990865e+02     3.774715289e+05     -4.121887245e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.062739173e-01   1.312496670e-03   3.309048804e-02   5.579589241e-03   4.426449547e-02   3.094790133e-01   8.452594480e-01   5.843227541e-04   2.026172548e-02   2.174438311e-03   1.109485271e-02   1.206252127e-01   
1.839647318e-01   1.273993988e+00   1.044050059e-01   1.090040526e-02   7.548757103e-02   3.424463308e-02   5.958851864e-04   3.648281760e+00   7.617977573e-01     2.393258238e+00     1.147720235e+00    3.554518231e+02   -2.883756372e-07  4.657824478e-01   1.000000000e+00   8.452337233e-01   -3.778614851e+05  1.891834557e+02     3.792190485e+05     -4.121500523e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.062317024e-01   1.322109977e-03   3.309732567e-02   5.573538203e-03   4.425623348e-02   3.095190902e-01   8.452337233e-01   5.886256653e-04   2.026670665e-02   2.172165285e-03   1.109321668e-02   1.206455624e-01   
1.840834818e-01   1.274816356e+00   1.039707687e-01   1.080992075e-02   7.486094705e-02   3.396036763e-02   5.884809215e-04   3.663102901e+00   7.617112493e-01     2.392986465e+00     1.152417002e+00    3.554507980e+02   -2.384239036e-07  4.676956916e-01   1.000000000e+00   8.452207127e-01   -3.794086076e+05  2.453759337e+02     3.810611715e+05     -4.121267506e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.062113652e-01   1.329211478e-03   3.310125595e-02   5.568936032e-03   4.424901034e-02   3.095402210e-01   8.452207127e-01   5.917981173e-04   2.026948128e-02   2.170411091e-03   1.109160749e-02   1.206559893e-01   
1.842772318e-01   1.276158115e+00   1.032583537e-01   1.066228761e-02   7.383855688e-02   3.349656443e-02   5.764666831e-04   3.687505050e+00   7.615314016e-01     2.392421457e+00     1.160095419e+00    3.554485716e+02   -2.441241506e-07  4.708280240e-01   1.000000000e+00   8.451933811e-01   -3.819383456e+05  2.512465601e+02     3.835948451e+05     -4.120833733e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.061671957e-01   1.341053245e-03   3.310875697e-02   5.561484360e-03   4.423812232e-02   3.095833874e-01   8.451933811e-01   5.970945652e-04   2.027489618e-02   2.167594756e-03   1.108932767e-02   1.206777058e-01   
1.844022318e-01   1.277023766e+00   1.027963079e-01   1.056708093e-02   7.317923079e-02   3.319746381e-02   5.687627854e-04   3.703502026e+00   7.614126694e-01     2.392048448e+00     1.165129176e+00    3.554471057e+02   -2.477272790e-07  4.728816686e-01   1.000000000e+00   8.451754053e-01   -3.835967899e+05  2.549640675e+02     3.852560196e+05     -4.120550394e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.061381143e-01   1.348825692e-03   3.311364028e-02   5.556634715e-03   4.423103206e-02   3.096117530e-01   8.451754053e-01   6.005712333e-04   2.027842819e-02   2.165762445e-03   1.108784647e-02   1.206919863e-01   
1.845272318e-01   1.277889417e+00   1.023322274e-01   1.047188476e-02   7.251997754e-02   3.289839622e-02   5.610943604e-04   3.719714859e+00   7.612934134e-01     2.391673795e+00     1.170231010e+00    3.554456223e+02   -2.511698235e-07  4.749631664e-01   1.000000000e+00   8.451572221e-01   -3.852776710e+05  2.585133963e+02     3.869398695e+05     -4.120264837e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.061086884e-01   1.356710906e-03   3.311854690e-02   5.551749948e-03   4.422386515e-02   3.096404387e-01   8.451572221e-01   6.040984935e-04   2.028198123e-02   2.163917048e-03   1.108634956e-02   1.207064316e-01   
1.846459818e-01   1.278711786e+00   1.018894455e-01   1.038145910e-02   7.189376109e-02   3.261431565e-02   5.538424227e-04   3.735318806e+00   7.611791236e-01     2.391314743e+00     1.175141249e+00    3.554441939e+02   -2.545054276e-07  4.769665955e-01   1.000000015e+00   8.451397213e-01   -3.868954447e+05  2.619575378e+02     3.885604591e+05     -4.119991216e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.060803543e-01   1.364311429e-03   3.312323645e-02   5.547074224e-03   4.421698508e-02   3.096680385e-01   8.451397213e-01   6.074985751e-04   2.028538138e-02   2.162150886e-03   1.108491348e-02   1.207203344e-01   
1.847647318e-01   1.279534154e+00   1.014448075e-01   1.029104897e-02   7.126765214e-02   3.233028384e-02   5.466232368e-04   3.751120042e+00   7.610633012e-01     2.390950876e+00     1.180113569e+00    3.554427450e+02   -2.579297539e-07  4.789954678e-01   1.000000000e+00   8.451219800e-01   -3.885336723e+05  2.654886081e+02     3.902015021e+05     -4.119715148e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.060516149e-01   1.372019536e-03   3.312795644e-02   5.542364239e-03   4.421004001e-02   3.096960049e-01   8.451219800e-01   6.109469751e-04   2.028880818e-02   2.160372109e-03   1.108346530e-02   1.207344274e-01   
1.848647318e-01   1.280226675e+00   1.010689395e-01   1.021493053e-02   7.074051611e-02   3.209115070e-02   5.405697613e-04   3.764580777e+00   7.609643734e-01     2.390640085e+00     1.184349387e+00    3.554415085e+02   -2.608740177e-07  4.807239165e-01   1.000000000e+00   8.451068474e-01   -3.899292596e+05  2.685243120e+02     3.915994690e+05     -4.119480722e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.060270872e-01   1.378593846e-03   3.313195510e-02   5.538371753e-03   4.420414385e-02   3.097198483e-01   8.451068474e-01   6.138883042e-04   2.029171501e-02   2.158864585e-03   1.108223721e-02   1.207464475e-01   
1.849772318e-01   1.281005761e+00   1.006444738e-01   1.012931010e-02   7.014757689e-02   3.182216621e-02   5.337875287e-04   3.779898608e+00   7.608518127e-01     2.390286465e+00     1.189169611e+00    3.554400985e+02   -2.642386149e-07  4.826909425e-01   1.000000000e+00   8.450896032e-01   -3.915174042e+05  2.719937964e+02     3.931903150e+05     -4.119214778e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.059991209e-01   1.386084053e-03   3.313648152e-02   5.533851624e-03   4.419745695e-02   3.097470050e-01   8.450896032e-01   6.172395857e-04   2.029500967e-02   2.157158164e-03   1.108084602e-02   1.207601434e-01   
