t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          NC7H16_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
2.371008760e-03   1.641972825e-02   3.795545813e-01   1.440616802e-01   9.976570648e-01   4.525831160e-01   2.862999918e-02   4.617096473e-01   3.504880237e-01     1.101090600e+00     2.721908896e-01    3.456740253e+02   1.945763728e-04   1.294064358e-01   1.000000000e+00   7.313952643e-01   -9.142192506e+04  -2.303464095e+05    3.222572197e+05     -3.257928729e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.354765385e-01   4.649700398e-03   5.168010149e-02   6.281700245e-03   6.340955423e-02   4.385024052e-01   7.313952643e-01   2.493709107e-03   3.812087365e-02   2.949091886e-03   1.914639241e-02   2.058946686e-01   
2.429122586e-03   1.682217857e-02   3.795275822e-01   1.440411856e-01   9.975151360e-01   4.525187306e-01   2.862388995e-02   4.666172035e-01   3.541881981e-01     1.112715041e+00     2.722992307e-01    3.457516414e+02   1.923484280e-04   1.293047226e-01   1.000000000e+00   7.323506049e-01   -9.144416991e+04  -2.276655710e+05    3.196012062e+05     -3.264693499e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.366600745e-01   4.577819520e-03   5.156264956e-02   6.278440517e-03   6.332609169e-02   4.375949243e-01   7.323506049e-01   2.451701914e-03   3.798069356e-02   2.943412012e-03   1.909427263e-02   2.051793150e-01   
2.492079231e-03   1.725816642e-02   3.794980225e-01   1.440187491e-01   9.973597580e-01   4.524482440e-01   2.861720231e-02   4.718123735e-01   3.581037255e-01     1.125016033e+00     2.724305953e-01    3.458343027e+02   1.900163336e-04   1.292038824e-01   1.000000000e+00   7.333673696e-01   -9.147321050e+04  -2.248600788e+05    3.168274955e+05     -3.271902999e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.379233757e-01   4.501643935e-03   5.143684518e-02   6.275277703e-03   6.323653867e-02   4.366263188e-01   7.333673696e-01   2.407287911e-03   3.783117968e-02   2.937515171e-03   1.903866178e-02   2.044179858e-01   
2.530821782e-03   1.752646664e-02   3.794796743e-01   1.440048232e-01   9.972633185e-01   4.524044946e-01   2.861305171e-02   4.749488596e-01   3.604668771e-01     1.132440093e+00     2.725179821e-01    3.458844469e+02   1.886211807e-04   1.291463023e-01   1.000000000e+00   7.339838261e-01   -9.149340268e+04  -2.231820069e+05    3.151712757e+05     -3.276278963e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.386911512e-01   4.455632204e-03   5.136015790e-02   6.273514576e-03   6.318188890e-02   4.360376552e-01   7.339838261e-01   2.380512077e-03   3.774036285e-02   2.934014399e-03   1.900487839e-02   2.039564062e-01   
2.588935609e-03   1.792891696e-02   3.794519222e-01   1.439837613e-01   9.971174603e-01   4.523383266e-01   2.860677459e-02   4.795692498e-01   3.639469473e-01     1.143373056e+00     2.726578629e-01    3.459586041e+02   1.865836218e-04   1.290660998e-01   1.000000000e+00   7.348950250e-01   -9.152682480e+04  -2.207328869e+05    3.127580296e+05     -3.282753982e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.398285789e-01   4.387888977e-03   5.124620860e-02   6.271132777e-03   6.310059844e-02   4.351655923e-01   7.348950250e-01   2.341159119e-03   3.760587582e-02   2.928947397e-03   1.895484397e-02   2.032741487e-01   
2.656735073e-03   1.839844234e-02   3.794192086e-01   1.439589359e-01   9.969455393e-01   4.522603353e-01   2.859937642e-02   4.848308255e-01   3.679082563e-01     1.155817875e+00     2.728329703e-01    3.460435697e+02   1.842884247e-04   1.289810806e-01   1.000000000e+00   7.359383391e-01   -9.157007763e+04  -2.179717971e+05    3.100429953e+05     -3.290177848e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.411346925e-01   4.310741099e-03   5.111485608e-02   6.268727126e-03   6.300674390e-02   4.341642393e-01   7.359383391e-01   2.296442597e-03   3.745152119e-02   2.923299378e-03   1.889740300e-02   2.024929948e-01   
2.710006081e-03   1.876735513e-02   3.793932588e-01   1.439392448e-01   9.968091744e-01   4.521984740e-01   2.859350878e-02   4.888841819e-01   3.709587258e-01     1.165401208e+00     2.729785354e-01    3.461091927e+02   1.825371173e-04   1.289201743e-01   1.000000000e+00   7.367436299e-01   -9.160693102e+04  -2.158703878e+05    3.079806039e+05     -3.295915394e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.421455932e-01   4.251526614e-03   5.101281646e-02   6.267098346e-03   6.293371220e-02   4.333892532e-01   7.367436299e-01   2.262191832e-03   3.733210650e-02   2.919048510e-03   1.885294984e-02   2.018900735e-01   
2.806862459e-03   1.943810567e-02   3.793455279e-01   1.439030296e-01   9.965583765e-01   4.520847005e-01   2.858271823e-02   4.960387270e-01   3.763401455e-01     1.182307436e+00     2.732591015e-01    3.462259698e+02   1.794835779e-04   1.288216666e-01   1.000000000e+00   7.381755551e-01   -9.167969802e+04  -2.121948683e+05    3.043816898e+05     -3.306133528e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.439491042e-01   4.147025444e-03   5.082992120e-02   6.264693838e-03   6.280254235e-02   4.320067129e-01   7.381755551e-01   2.201895047e-03   3.711914953e-02   2.911722889e-03   1.877364382e-02   2.008180336e-01   
2.932775749e-03   2.031008137e-02   3.792824731e-01   1.438551944e-01   9.962271081e-01   4.519344220e-01   2.856846754e-02   5.050090342e-01   3.830821509e-01     1.203488071e+00     2.736493926e-01    3.463731621e+02   1.757160789e-04   1.287141925e-01   1.000000000e+00   7.399784030e-01   -9.178363642e+04  -2.076694135e+05    2.999650088e+05     -3.319027762e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.462307483e-01   4.016957691e-03   5.059697459e-02   6.262536123e-03   6.263498864e-02   4.302577946e-01   7.399784030e-01   2.127111466e-03   3.684989092e-02   2.902909587e-03   1.867331522e-02   1.994683698e-01   
2.981203938e-03   2.064545664e-02   3.792579246e-01   1.438365733e-01   9.960981534e-01   4.518759221e-01   2.856292073e-02   5.083601064e-01   3.855991978e-01     1.211395607e+00     2.738060047e-01    3.464284118e+02   1.743257972e-04   1.286784266e-01   1.000000000e+00   7.406545243e-01   -9.182601907e+04  -2.059999552e+05    2.983397466e+05     -3.323871950e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.470896033e-01   3.968647055e-03   5.050882399e-02   6.261979432e-03   6.257141906e-02   4.295995272e-01   7.406545243e-01   2.099408861e-03   3.674857233e-02   2.899722643e-03   1.863554024e-02   1.989622317e-01   
3.053846221e-03   2.114851954e-02   3.792207967e-01   1.438084127e-01   9.959031348e-01   4.517874528e-01   2.855453297e-02   5.132848302e-01   3.892965645e-01     1.223011227e+00     2.740467274e-01    3.465098911e+02   1.722994419e-04   1.286300705e-01   1.000000000e+00   7.416510374e-01   -9.189177085e+04  -2.035656140e+05    2.959738291e+05     -3.331020131e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.483586151e-01   3.897963595e-03   5.037809540e-02   6.261401754e-03   6.247696469e-02   4.286269595e-01   7.416510374e-01   2.058947664e-03   3.659889215e-02   2.895138695e-03   1.857970805e-02   1.982162760e-01   
3.150702599e-03   2.181927008e-02   3.791707307e-01   1.437704430e-01   9.956401873e-01   4.516681677e-01   2.854322486e-02   5.196726711e-01   3.940893329e-01     1.238068153e+00     2.743770117e-01    3.466159654e+02   1.696997060e-04   1.285746795e-01   1.000000000e+00   7.429472929e-01   -9.198298992e+04  -2.004438053e+05    2.929467169e+05     -3.340333588e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.500150109e-01   3.806971389e-03   5.020657801e-02   6.261088426e-03   6.235275206e-02   4.273575992e-01   7.429472929e-01   2.006984675e-03   3.640354949e-02   2.889379288e-03   1.850680736e-02   1.972459862e-01   
3.228187701e-03   2.235587051e-02   3.791302448e-01   1.437397425e-01   9.954275795e-01   4.515717190e-01   2.853408273e-02   5.246501864e-01   3.978215072e-01     1.249793124e+00     2.746475355e-01    3.466988627e+02   1.676948328e-04   1.285368995e-01   1.000000000e+00   7.439594800e-01   -9.205839884e+04  -1.980384683e+05    2.906195113e+05     -3.347618030e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.513129004e-01   3.736650003e-03   5.007150931e-02   6.261170794e-03   6.225471804e-02   4.263630515e-01   7.439594800e-01   1.966923164e-03   3.625052683e-02   2.885033093e-03   1.844967324e-02   1.964883637e-01   
3.320201260e-03   2.299308352e-02   3.790816681e-01   1.437029111e-01   9.951725147e-01   4.514560099e-01   2.852311622e-02   5.304029218e-01   4.021320488e-01     1.263335090e+00     2.749749396e-01    3.467950541e+02   1.654011931e-04   1.284990228e-01   1.000000000e+00   7.451330622e-01   -9.215038125e+04  -1.952838864e+05    2.879600590e+05     -3.356077223e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.528226906e-01   3.655965457e-03   4.991362055e-02   6.261633631e-03   6.213987738e-02   4.252062124e-01   7.451330622e-01   1.921061091e-03   3.607254896e-02   2.880162690e-03   1.838319181e-02   1.956099732e-01   
3.412214818e-03   2.363029653e-02   3.790325702e-01   1.436656892e-01   9.949147455e-01   4.513390739e-01   2.851203487e-02   5.360027493e-01   4.063249994e-01     1.276507633e+00     2.753077482e-01    3.468889160e+02   1.631909149e-04   1.284679109e-01   1.000000000e+00   7.462772551e-01   -9.224455758e+04  -1.926315572e+05    2.854049832e+05     -3.364338345e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.542998182e-01   3.578189955e-03   4.975835830e-02   6.262455950e-03   6.202668343e-02   4.240744942e-01   7.462772551e-01   1.876957651e-03   3.589845774e-02   2.875583880e-03   1.831812745e-02   1.947536182e-01   
3.499385558e-03   2.423397201e-02   3.789855923e-01   1.436300792e-01   9.946681385e-01   4.512272016e-01   2.850143472e-02   5.411726127e-01   4.101932464e-01     1.288660089e+00     2.756270415e-01    3.469757827e+02   1.611694825e-04   1.284440331e-01   1.000000000e+00   7.473353162e-01   -9.233545472e+04  -1.902064323e+05    2.830736042e+05     -3.371989768e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.556702987e-01   3.507062930e-03   4.961361491e-02   6.263536135e-03   6.192091850e-02   4.230245689e-01   7.473353162e-01   1.836715041e-03   3.573697277e-02   2.871495139e-03   1.825774125e-02   1.939617596e-01   
3.596241936e-03   2.490472255e-02   3.789328688e-01   1.435901191e-01   9.943914063e-01   4.511016632e-01   2.848954123e-02   5.467762779e-01   4.143830071e-01     1.301822611e+00     2.759853183e-01    3.470699907e+02   1.589977308e-04   1.284233312e-01   1.000000000e+00   7.484818562e-01   -9.243800565e+04  -1.876072774e+05    2.805800953e+05     -3.380294331e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.571603447e-01   3.430891944e-03   4.945547549e-02   6.265059450e-03   6.180508647e-02   4.218831419e-01   7.484818562e-01   1.793714030e-03   3.556142970e-02   2.867224083e-03   1.819205740e-02   1.931037185e-01   
3.673727038e-03   2.544132298e-02   3.788903104e-01   1.435578673e-01   9.941680562e-01   4.510003413e-01   2.847994322e-02   5.511355381e-01   4.176398302e-01     1.312054223e+00     2.762739836e-01    3.471437020e+02   1.573242431e-04   1.284107149e-01   1.000000000e+00   7.493782592e-01   -9.252100184e+04  -1.855946561e+05    2.786528865e+05     -3.386796801e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.583289264e-01   3.371992843e-03   4.933090825e-02   6.266496936e-03   6.171363241e-02   4.209880432e-01   7.493782592e-01   1.760531926e-03   3.542379114e-02   2.863995736e-03   1.814052304e-02   1.924328990e-01   
3.751212140e-03   2.597792341e-02   3.788474173e-01   1.435253656e-01   9.939429752e-01   4.508982342e-01   2.847027192e-02   5.554125762e-01   4.208332401e-01     1.322086616e+00     2.765639877e-01    3.472159683e+02   1.556930245e-04   1.284013364e-01   1.000000000e+00   7.502564986e-01   -9.260468319e+04  -1.836388524e+05    2.767831385e+05     -3.393175820e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.594769212e-01   3.314867168e-03   4.920806441e-02   6.268114158e-03   6.162325393e-02   4.201087792e-01   7.502564986e-01   1.728405474e-03   3.528860183e-02   2.860926331e-03   1.808987493e-02   1.917756928e-01   
3.838382880e-03   2.658159889e-02   3.787987704e-01   1.434885084e-01   9.936877316e-01   4.507824440e-01   2.845930592e-02   5.601198425e-01   4.243454152e-01     1.333120439e+00     2.768913565e-01    3.472955874e+02   1.539107433e-04   1.283943434e-01   1.000000000e+00   7.512234152e-01   -9.269947337e+04  -1.815031865e+05    2.747448814e+05     -3.400208487e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.607443855e-01   3.252649569e-03   4.907189484e-02   6.270131136e-03   6.152285303e-02   4.191380860e-01   7.512234152e-01   1.693478861e-03   3.513937218e-02   2.857652410e-03   1.803393106e-02   1.910521502e-01   
3.935239257e-03   2.725234943e-02   3.787442392e-01   1.434471987e-01   9.934016531e-01   4.506526656e-01   2.844701683e-02   5.652201138e-01   4.281477240e-01     1.345065744e+00     2.772558960e-01    3.473820194e+02   1.519953442e-04   1.283906225e-01   1.000000000e+00   7.522722600e-01   -9.280539615e+04  -1.792066239e+05    2.725570857e+05     -3.407848409e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.621234751e-01   3.185976607e-03   4.892308644e-02   6.272597811e-03   6.141287410e-02   4.180819899e-01   7.522722600e-01   1.656124717e-03   3.497703328e-02   2.854224784e-03   1.797303059e-02   1.902673266e-01   
4.027252816e-03   2.788956244e-02   3.786919833e-01   1.434076182e-01   9.931275500e-01   4.505283199e-01   2.843524383e-02   5.699493644e-01   4.316705104e-01     1.356132904e+00     2.776024709e-01    3.474622347e+02   1.502328858e-04   1.283906331e-01   1.000000000e+00   7.532449080e-01   -9.290642128e+04  -1.770946185e+05    2.705487485e+05     -3.414943929e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.634063299e-01   3.124903014e-03   4.878406827e-02   6.275138518e-03   6.130989272e-02   4.170996676e-01   7.532449080e-01   1.621975258e-03   3.482606153e-02   2.851157926e-03   1.791635556e-02   1.895395417e-01   
4.167694563e-03   2.886215072e-02   3.786114068e-01   1.433465973e-01   9.927049678e-01   4.503366171e-01   2.841709669e-02   5.769575924e-01   4.368854514e-01     1.372516125e+00     2.781311343e-01    3.475812798e+02   1.476451407e-04   1.283966161e-01   1.000000000e+00   7.546870339e-01   -9.306106566e+04  -1.739928749e+05    2.676055766e+05     -3.425483237e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.653154332e-01   3.035686729e-03   4.857614574e-02   6.279344641e-03   6.115545277e-02   4.156379369e-01   7.546870339e-01   1.572207352e-03   3.460147319e-02   2.846803330e-03   1.783197682e-02   1.884605054e-01   
4.390464232e-03   3.040487695e-02   3.784816402e-01   1.432483520e-01   9.920245983e-01   4.500279703e-01   2.838788739e-02   5.875991631e-01   4.447909901e-01     1.397352107e+00     2.789662989e-01    3.477621541e+02   1.437673672e-04   1.284188873e-01   1.000000000e+00   7.568750477e-01   -9.330652868e+04  -1.693504111e+05    2.632145603e+05     -3.441517154e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.682281339e-01   2.903414701e-03   4.825655605e-02   6.286730905e-03   6.091707949e-02   4.134080850e-01   7.568750477e-01   1.498680973e-03   3.425903395e-02   2.840633915e-03   1.770315331e-02   1.868234502e-01   
4.487320609e-03   3.107562749e-02   3.784244833e-01   1.432050895e-01   9.917249967e-01   4.498920572e-01   2.837502821e-02   5.920481800e-01   4.480910531e-01     1.407719561e+00     2.793271147e-01    3.478378489e+02   1.421647130e-04   1.284328389e-01   1.000000000e+00   7.577895871e-01   -9.341296774e+04  -1.674315337e+05    2.614046319e+05     -3.448234677e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.694514066e-01   2.849289367e-03   4.812147976e-02   6.290169204e-03   6.081593183e-02   4.124717232e-01   7.577895871e-01   1.468682720e-03   3.411529002e-02   2.838206762e-03   1.764900506e-02   1.861392284e-01   
4.593862625e-03   3.181345308e-02   3.783611159e-01   1.431571340e-01   9.913928948e-01   4.497414005e-01   2.836077636e-02   5.968334121e-01   4.516371116e-01     1.418859832e+00     2.797219844e-01    3.479191725e+02   1.404516956e-04   1.284507606e-01   1.000000000e+00   7.587713901e-01   -9.352969206e+04  -1.653847862e+05    2.594773124e+05     -3.455456622e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.707684952e-01   2.791934631e-03   4.797549284e-02   6.294079316e-03   6.070639036e-02   4.114636077e-01   7.587713901e-01   1.436951933e-03   3.396058059e-02   2.835694764e-03   1.759068858e-02   1.854046940e-01   
4.685876183e-03   3.245066609e-02   3.783059884e-01   1.431154208e-01   9.911040224e-01   4.496103547e-01   2.834838160e-02   6.008621053e-01   4.546194652e-01     1.428229172e+00     2.800612333e-01    3.479878524e+02   1.390204540e-04   1.284682273e-01   1.000000000e+00   7.595999486e-01   -9.363016140e+04  -1.636677145e+05    2.578629920e+05     -3.461559688e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.718831154e-01   2.744116614e-03   4.785151297e-02   6.297556985e-03   6.061319072e-02   4.106105073e-01   7.595999486e-01   1.410543524e-03   3.382970947e-02   2.833650662e-03   1.754132958e-02   1.847848182e-01   
4.777889742e-03   3.308787910e-02   3.782504938e-01   1.430734360e-01   9.908132689e-01   4.494784556e-01   2.833590796e-02   6.048150098e-01   4.575431522e-01     1.437414206e+00     2.803986409e-01    3.480551294e+02   1.376233110e-04   1.284873836e-01   1.000000000e+00   7.604110444e-01   -9.373024620e+04  -1.619956453e+05    2.562932489e+05     -3.467541588e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.729770139e-01   2.697830685e-03   4.772945282e-02   6.301120132e-03   6.052127266e-02   4.097733098e-01   7.604110444e-01   1.385021485e-03   3.370132237e-02   2.831717041e-03   1.749287958e-02   1.841780151e-01   
4.845689206e-03   3.355740447e-02   3.782093794e-01   1.430423347e-01   9.905978856e-01   4.493807478e-01   2.832666896e-02   6.076796510e-01   4.596602874e-01     1.444065382e+00     2.806461049e-01    3.481038572e+02   1.366154943e-04   1.285024911e-01   1.000000000e+00   7.609981766e-01   -9.380374636e+04  -1.607904591e+05    2.551631890e+05     -3.471876363e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.737705768e-01   2.664639783e-03   4.764067660e-02   6.303793474e-03   6.045431684e-02   4.091659965e-01   7.609981766e-01   1.366744949e-03   3.360822350e-02   2.830357019e-03   1.745772797e-02   1.837387700e-01   
4.949809812e-03   3.427846130e-02   3.781458510e-01   1.429942846e-01   9.902651289e-01   4.492297940e-01   2.831239713e-02   6.119906891e-01   4.628434799e-01     1.454065676e+00     2.810237455e-01    3.481772347e+02   1.351071729e-04   1.285272364e-01   1.000000000e+00   7.618817879e-01   -9.391606293e+04  -1.589849791e+05    2.534724804e+05     -3.478407390e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.749675880e-01   2.615230005e-03   4.750637991e-02   6.307976269e-03   6.035285257e-02   4.082499732e-01   7.618817879e-01   1.339574734e-03   3.346783822e-02   2.828377558e-03   1.740469005e-02   1.830777315e-01   
5.024873505e-03   3.479829297e-02   3.780997818e-01   1.429594450e-01   9.900238573e-01   4.491203422e-01   2.830205056e-02   6.150418605e-01   4.650943865e-01     1.461137108e+00     2.812943915e-01    3.482291386e+02   1.340450023e-04   1.285461368e-01   1.000000000e+00   7.625064256e-01   -9.399666236e+04  -1.577142823e+05    2.522841159e+05     -3.483029634e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.758157595e-01   2.580670941e-03   4.741096193e-02   6.311038602e-03   6.028063303e-02   4.076009360e-01   7.625064256e-01   1.320598369e-03   3.336841345e-02   2.827022311e-03   1.736710235e-02   1.826104379e-01   
5.141101158e-03   3.560319361e-02   3.780279942e-01   1.429051644e-01   9.896479529e-01   4.489498146e-01   2.828593299e-02   6.196700320e-01   4.685052385e-01     1.471852615e+00     2.817104040e-01    3.483078446e+02   1.324425811e-04   1.285770179e-01   1.000000000e+00   7.634529978e-01   -9.412071688e+04  -1.557974599e+05    2.504939860e+05     -3.490042650e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.771042222e-01   2.528910635e-03   4.726558750e-02   6.315851922e-03   6.017039357e-02   4.066150342e-01   7.634529978e-01   1.292218538e-03   3.321744394e-02   2.825040627e-03   1.730998816e-02   1.819023110e-01   
5.276700086e-03   3.654224437e-02   3.779435693e-01   1.428413416e-01   9.892059667e-01   4.487493094e-01   2.826698595e-02   6.249301391e-01   4.723766547e-01     1.484015028e+00     2.821910937e-01    3.483972466e+02   1.306339038e-04   1.286153028e-01   1.000000000e+00   7.645273029e-01   -9.426429178e+04  -1.536342396e+05    2.484773437e+05     -3.498014494e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.785711717e-01   2.471043395e-03   4.709947318e-02   6.321556118e-03   6.004411778e-02   4.054926379e-01   7.645273029e-01   1.260550582e-03   3.304567449e-02   2.822891443e-03   1.724494476e-02   1.810986358e-01   
5.359028007e-03   3.711238232e-02   3.778919707e-01   1.428023415e-01   9.889358832e-01   4.486267871e-01   2.825541011e-02   6.280543410e-01   4.746733853e-01     1.491230420e+00     2.824804803e-01    3.484503183e+02   1.295658417e-04   1.286396095e-01   1.000000000e+00   7.651645855e-01   -9.435084004e+04  -1.523569170e+05    2.472883556e+05     -3.502749718e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.794437023e-01   2.437148637e-03   4.700037540e-02   6.325057561e-03   5.996863597e-02   4.048250802e-01   7.651645855e-01   1.242031753e-03   3.294357109e-02   2.821664919e-03   1.720625231e-02   1.806218944e-01   
5.436513109e-03   3.764898275e-02   3.778431794e-01   1.427654682e-01   9.886805278e-01   4.485109461e-01   2.824446698e-02   6.309495086e-01   4.767999367e-01     1.497911178e+00     2.827511741e-01    3.484994708e+02   1.285800932e-04   1.286631656e-01   1.000000000e+00   7.657545040e-01   -9.443187117e+04  -1.511783030e+05    2.461924298e+05     -3.507137195e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.802529368e-01   2.406055501e-03   4.690827572e-02   6.328376211e-03   5.989838541e-02   4.042059704e-01   7.657545040e-01   1.225063530e-03   3.284892074e-02   2.820561242e-03   1.717036472e-02   1.801805857e-01   
5.562426400e-03   3.852095845e-02   3.777634096e-01   1.427051937e-01   9.882631140e-01   4.483215881e-01   2.822658195e-02   6.355583753e-01   4.801813978e-01     1.508534352e+00     2.831872378e-01    3.485776693e+02   1.270190513e-04   1.287027517e-01   1.000000000e+00   7.666924178e-01   -9.456255205e+04  -1.493119026e+05    2.444593506e+05     -3.514121220e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.815426264e-01   2.357207567e-03   4.676110157e-02   6.333815393e-03   5.978591546e-02   4.032193337e-01   7.666924178e-01   1.198443867e-03   3.269815665e-02   2.818873236e-03   1.711315913e-02   1.794789493e-01   
5.717396604e-03   3.959415931e-02   3.776644405e-01   1.426304296e-01   9.877453575e-01   4.480867099e-01   2.820440277e-02   6.410777228e-01   4.842245190e-01     1.521236192e+00     2.837175529e-01    3.486712204e+02   1.251625334e-04   1.287534613e-01   1.000000000e+00   7.678134853e-01   -9.472170831e+04  -1.470925208e+05    2.424022923e+05     -3.522482575e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.830891588e-01   2.299757439e-03   4.658400601e-02   6.340561787e-03   5.965022212e-02   4.020362939e-01   7.678134853e-01   1.167196336e-03   3.251751750e-02   2.816954919e-03   1.704454385e-02   1.786403021e-01   
5.814252982e-03   4.026490985e-02   3.776021631e-01   1.425833936e-01   9.874196230e-01   4.479389417e-01   2.819045222e-02   6.444474390e-01   4.866894939e-01     1.528980139e+00     2.840455664e-01    3.487282782e+02   1.240358306e-04   1.287861515e-01   1.000000000e+00   7.684967090e-01   -9.482026897e+04  -1.457457921e+05    2.411560605e+05     -3.527585568e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.840343567e-01   2.265228640e-03   4.647545727e-02   6.344798191e-03   5.956686760e-02   4.013132916e-01   7.684967090e-01   1.148447922e-03   3.240720677e-02   2.815835955e-03   1.700260477e-02   1.781291956e-01   
5.901423722e-03   4.086858533e-02   3.775458398e-01   1.425408611e-01   9.871250770e-01   4.478053221e-01   2.817783940e-02   6.474293077e-01   4.888684833e-01     1.535825636e+00     2.843385027e-01    3.487787276e+02   1.230430685e-04   1.288161773e-01   1.000000000e+00   7.691004669e-01   -9.490836401e+04  -1.445592948e+05    2.400593732e+05     -3.532099619e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.848713138e-01   2.235022485e-03   4.637914312e-02   6.348621253e-03   5.949279185e-02   4.006731075e-01   7.691004669e-01   1.132066450e-03   3.230958725e-02   2.814878905e-03   1.696546656e-02   1.776775340e-01   
6.046708288e-03   4.187471114e-02   3.774513843e-01   1.424695475e-01   9.866312153e-01   4.475812837e-01   2.815669585e-02   6.522918869e-01   4.924169514e-01     1.546973477e+00     2.848216199e-01    3.488609109e+02   1.214327848e-04   1.288673651e-01   1.000000000e+00   7.700833258e-01   -9.505380156e+04  -1.426349126e+05    2.382832282e+05     -3.539457306e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.862372154e-01   2.186485913e-03   4.622155642e-02   6.355010034e-03   5.937134392e-02   3.996283883e-01   7.700833258e-01   1.105782334e-03   3.215038627e-02   2.813387015e-03   1.690484829e-02   1.769422703e-01   
