t[s](1)           t[s/mm2](2)       r[mm](3)          r/rd[-](4)        T[K](5)           Tfib[K](6)        v[m/s](7)         vTh[m/s](8)       divQr[W/m3](9)    rHeat[W/m3](10)    rho[kg/m3](11)    MW[kg/kmol](12)    phi[-](13)        Cp[J/kg/K](14)    lambda[W/m/K](15)    dummy[-](16)      D_NC7H16[m2/s](17)    D_O2[m2/s](18)    D_H2O[m2/s](19)    D_CO2[m2/s](20)    D_CO[m2/s](21)    D_N2[m2/s](22)    W_NC7H16(23)      W_O2(24)          W_H2O(25)         W_CO2(26)         W_CO(27)          W_N2(28)          X_NC7H16(29)      X_O2(30)          X_H2O(31)         X_CO2(32)         X_CO(33)          X_N2(34)          
0.000000000e+00   0.000000000e+00   4.311804000e-01   1.231944000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.350864000e-01   1.243104000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.390120000e-01   1.254320000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.429568500e-01   1.265591000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.469216500e-01   1.276919000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.509064000e-01   1.288304000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.549107500e-01   1.299745000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.589354000e-01   1.311244000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.629800000e-01   1.322800000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.670449000e-01   1.334414000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.711301000e-01   1.346086000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.752359500e-01   1.357817000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.793621000e-01   1.369606000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.835089000e-01   1.381454000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.876763500e-01   1.393361000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.918648000e-01   1.405328000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   4.960739000e-01   1.417354000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   5.003043500e-01   1.429441000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
0.000000000e+00   0.000000000e+00   5.045558000e-01   1.441588000e+00   5.110000000e+02   5.110000000e+02   0.000000000e+00   0.000000000e+00   0.000000000e+00   -0.000000000e+00   1.336185250e+01   2.801399994e+01    0.000000000e+00   1.058152712e+03   3.975072147e-02      0.000000000e+00   9.293336118e-07       2.648979023e-06   3.150169566e-06    2.068154975e-06    2.617380376e-06   3.010960146e-06   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.000000000e+00   
