t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_NC7H16(15)     
2.753315010e-02   5.619010225e-02   7.014004944e-01   4.919626536e-01   1.004005415e+00   1.545546258e+00   1.806744849e-01   -3.919085683e-02  -5.497697271e-02    -1.727152536e-01    3.006258984e-03    3.000008222e+02   7.512076710e-23   0.000000000e+00   1.000000000e+00   
4.536119130e-02   9.257385980e-02   7.020477824e-01   4.928710888e-01   1.005859365e+00   1.548400192e+00   1.811751535e-01   -3.401084593e-02  -4.775447792e-02    -1.500251170e-01    3.004947251e-03    3.000415212e+02   -9.347468913e-21  0.000000000e+00   1.000000000e+00   
1.169180828e-01   2.386083323e-01   7.041087614e-01   4.957691478e-01   1.011773771e+00   1.557504713e+00   1.827754524e-01   -2.496450600e-02  -3.515545480e-02    -1.104441185e-01    3.549768146e-03    3.033633223e+02   7.694192941e-21   0.000000000e+00   1.000000000e+00   
2.169180828e-01   4.426899650e-01   7.062181650e-01   4.987440966e-01   1.017845095e+00   1.566850790e+00   1.844230816e-01   -1.756535906e-02  -2.480995129e-02    -7.794276070e-02    4.654523705e-03    3.142904248e+02   4.525071388e-21   0.000000000e+00   1.000000000e+00   
3.169180828e-01   6.467715976e-01   7.076383442e-01   5.007520262e-01   1.021942911e+00   1.573158887e+00   1.855379250e-01   -1.084939394e-02  -1.535489432e-02    -4.823882320e-02    5.944097724e-03    3.258305653e+02   1.131116437e-21   0.000000000e+00   1.000000000e+00   
4.169180828e-01   8.508532303e-01   7.083817927e-01   5.018047643e-01   1.024091356e+00   1.576466161e+00   1.861233209e-01   -3.988603352e-03  -5.650907986e-03    -1.775285101e-02    7.351806187e-03    3.363344162e+02   2.885877300e-22   0.000000000e+00   1.000000000e+00   
4.819180828e-01   9.835062915e-01   7.084919023e-01   5.019607756e-01   1.024409746e+00   1.576956285e+00   1.862101264e-01   5.826709742e-04   8.256353339e-04     2.593809899e-03     8.304532296e-03    3.425575160e+02   2.910347084e-24   0.000000000e+00   1.000000000e+00   
5.669180828e-01   1.156975679e+00   7.081847891e-01   5.015256955e-01   1.023521828e+00   1.575589441e+00   1.859680793e-01   6.656135522e-03   9.427547862e-03     2.961751510e-02     9.576424478e-03    3.500452429e+02   1.459151870e-23   0.000000000e+00   1.000000000e+00   
6.669180828e-01   1.361057312e+00   7.071592513e-01   5.000742068e-01   1.020559606e+00   1.571029454e+00   1.851613354e-01   1.385741521e-02   1.959879873e-02     6.157144210e-02     1.107947375e-02    3.580116636e+02   -1.349585963e-21  0.000000000e+00   1.000000000e+00   
7.669180828e-01   1.565138945e+00   7.054144004e-01   4.976094763e-01   1.015529543e+00   1.563286275e+00   1.837941084e-01   2.103337726e-02   2.967449442e-02     9.322517367e-02     1.256594438e-02    3.651749903e+02   -1.116083672e-21  0.000000000e+00   1.000000000e+00   
8.669180828e-01   1.769220577e+00   7.029577217e-01   4.941495585e-01   1.008468487e+00   1.552416623e+00   1.818805420e-01   2.811433850e-02   3.952638268e-02     1.241757934e-01     1.402181212e-02    3.716282234e+02   -1.979121486e-20  0.000000000e+00   1.000000000e+00   
9.669180828e-01   1.973302210e+00   6.997941056e-01   4.897117903e-01   9.994118169e-01   1.538474963e+00   1.794359518e-01   3.497026609e-02   4.894397216e-02     1.537620234e-01     1.541771927e-02    3.774395776e+02   -3.422136605e-20  0.000000000e+00   1.000000000e+00   
1.066918083e+00   2.177383843e+00   6.959585654e-01   4.843583247e-01   9.884863770e-01   1.521656555e+00   1.765016521e-01   4.162207981e-02   5.793448591e-02     1.820065553e-01     1.676349679e-02    3.826866412e+02   -2.106572761e-20  0.000000000e+00   1.000000000e+00   
1.166918083e+00   2.381465475e+00   6.914656119e-01   4.781246924e-01   9.757646784e-01   1.502073021e+00   1.731053068e-01   4.794796094e-02   6.630873230e-02     2.083150263e-01     1.804191894e-02    3.874178696e+02   3.385597558e-20   0.000000000e+00   1.000000000e+00   
1.266918083e+00   2.585547108e+00   6.863582707e-01   4.710876757e-01   9.614034198e-01   1.479965581e+00   1.692977695e-01   5.417817414e-02   7.437127582e-02     2.336442538e-01     1.928756666e-02    3.916965290e+02   -2.200573185e-20  0.000000000e+00   1.000000000e+00   
1.366918083e+00   2.789628740e+00   6.806348919e-01   4.632638560e-01   9.454364408e-01   1.455386327e+00   1.650977858e-01   5.990235593e-02   8.154326710e-02     2.561757289e-01     2.043020869e-02    3.955443605e+02   4.519778747e-20   0.000000000e+00   1.000000000e+00   
1.466918083e+00   2.993710373e+00   6.743416194e-01   4.547366196e-01   9.280339176e-01   1.428597224e+00   1.605604275e-01   6.553511600e-02   8.838611251e-02     2.776731617e-01     2.154228571e-02    3.990140650e+02   -7.216843396e-21  0.000000000e+00   1.000000000e+00   
1.566918083e+00   3.197792006e+00   6.675062045e-01   4.455645331e-01   9.093153736e-01   1.399782264e+00   1.557272243e-01   7.083069214e-02   9.455985295e-02     2.970685393e-01     2.259357985e-02    4.021403779e+02   -1.008022396e-20  0.000000000e+00   1.000000000e+00   
1.666918083e+00   3.401873638e+00   6.601548289e-01   4.358043981e-01   8.893967308e-01   1.369119895e+00   1.506385184e-01   7.587344716e-02   1.001764450e-01     3.147135838e-01     2.359577146e-02    4.049546462e+02   -5.390719871e-21  0.000000000e+00   1.000000000e+00   
1.766918083e+00   3.605955271e+00   6.523121466e-01   4.255111366e-01   8.683900746e-01   1.336782661e+00   1.453332611e-01   8.069849187e-02   1.052812129e-01     3.307506851e-01     2.455337999e-02    4.074853120e+02   -1.134849772e-20  0.000000000e+00   1.000000000e+00   
1.859418083e+00   3.794730781e+00   6.446404272e-01   4.155612803e-01   8.480842455e-01   1.305524265e+00   1.402656200e-01   8.486171155e-02   1.094105800e-01     3.437234742e-01     2.539393055e-02    4.095953933e+02   1.223266888e-20   0.000000000e+00   1.000000000e+00   
1.921918083e+00   3.922281802e+00   6.392452771e-01   4.086345243e-01   8.339480088e-01   1.283763220e+00   1.367732625e-01   8.766028222e-02   1.120728428e-01     3.520872196e-01     2.595563082e-02    4.109087338e+02   -1.157291646e-21  0.000000000e+00   1.000000000e+00   
2.021918083e+00   4.126363434e+00   6.302643190e-01   3.972331118e-01   8.106798200e-01   1.247944626e+00   1.310891616e-01   9.192870688e-02   1.158787677e-01     3.640438852e-01     2.682039901e-02    4.128319803e+02   6.588742866e-22   0.000000000e+00   1.000000000e+00   
2.121918083e+00   4.330445067e+00   6.208656341e-01   3.854741357e-01   7.866819095e-01   1.211002713e+00   1.253116612e-01   9.601723184e-02   1.192275991e-01     3.745645493e-01     2.765684897e-02    4.145511432e+02   4.076618717e-22   0.000000000e+00   1.000000000e+00   
2.221918083e+00   4.534526700e+00   6.110661816e-01   3.734018782e-01   7.620446495e-01   1.173076597e+00   1.194712395e-01   9.994726832e-02   1.221487912e-01     3.837417451e-01     2.847035399e-02    4.160845172e+02   5.742440076e-22   0.000000000e+00   1.000000000e+00   
2.321918083e+00   4.738608332e+00   6.008807118e-01   3.610576298e-01   7.368523056e-01   1.134295997e+00   1.135960977e-01   1.037413414e-01   1.246723421e-01     3.916697142e-01     2.926626445e-02    4.174489236e+02   -5.048177054e-22  0.000000000e+00   1.000000000e+00   
2.421918083e+00   4.942689965e+00   5.903216759e-01   3.484796810e-01   7.111830225e-01   1.094781206e+00   1.077121794e-01   1.074218470e-01   1.268268895e-01     3.984384244e-01     3.005000991e-02    4.186597505e+02   8.825024227e-22   0.000000000e+00   1.000000000e+00   
2.521918083e+00   5.146771598e+00   5.793992319e-01   3.357034699e-01   6.851091223e-01   1.054643555e+00   1.018432776e-01   1.110106982e-01   1.286390266e-01     4.041314208e-01     3.082713836e-02    4.197311071e+02   3.976024977e-21   0.000000000e+00   1.000000000e+00   
2.621918083e+00   5.350853230e+00   5.681210251e-01   3.227614992e-01   6.586969371e-01   1.013985155e+00   9.601104758e-02   1.145463403e-01   1.301523686e-01     4.088857249e-01     3.160090840e-02    4.206757775e+02   -3.439563893e-23  0.000000000e+00   1.000000000e+00   
2.721918083e+00   5.554934863e+00   5.564836164e-01   3.096740154e-01   6.319877865e-01   9.728696117e-01   9.023099998e-02   1.180267846e-01   1.313599439e-01     4.126794347e-01     3.238278242e-02    4.215029154e+02   -2.498172131e-21  0.000000000e+00   1.000000000e+00   
2.821918083e+00   5.759016496e+00   5.445059141e-01   2.964866905e-01   6.050748785e-01   9.314404087e-01   8.452913519e-02   1.214969544e-01   1.323116205e-01     4.156692149e-01     3.317436545e-02    4.222282513e+02   9.000116934e-23   0.000000000e+00   1.000000000e+00   
2.921918083e+00   5.963098128e+00   5.321769218e-01   2.832122761e-01   5.779842370e-01   8.897376061e-01   7.891630341e-02   1.249842655e-01   1.330274834e-01     4.179181645e-01     3.398288170e-02    4.228582378e+02   -4.726488266e-22  0.000000000e+00   1.000000000e+00   
3.021918083e+00   6.167179761e+00   5.194973254e-01   2.698774711e-01   5.507703493e-01   8.478450807e-01   7.340887530e-02   1.285128456e-01   1.335241592e-01     4.194785176e-01     3.481733055e-02    4.234028312e+02   2.678713177e-22   0.000000000e+00   1.000000000e+00   
3.121918083e+00   6.371261394e+00   5.064557991e-01   2.564974764e-01   5.234642376e-01   8.058105876e-01   6.801790751e-02   1.321196172e-01   1.338254926e-01     4.204251843e-01     3.568113628e-02    4.238688482e+02   -2.113198700e-21  0.000000000e+00   1.000000000e+00   
3.221918083e+00   6.575343026e+00   4.930494506e-01   2.430977607e-01   4.961178791e-01   7.637141392e-01   6.275813946e-02   1.358384714e-01   1.339501674e-01     4.208168617e-01     3.658387925e-02    4.242650264e+02   4.809968230e-21   0.000000000e+00   1.000000000e+00   
3.321918083e+00   6.779424659e+00   4.792622246e-01   2.296922799e-01   4.687597549e-01   7.215995791e-01   5.763923659e-02   1.396984811e-01   1.339044096e-01     4.206731095e-01     3.753774636e-02    4.245970921e+02   4.734843193e-21   0.000000000e+00   1.000000000e+00   
3.421918083e+00   6.983506291e+00   4.650897549e-01   2.163084801e-01   4.414458777e-01   6.795531319e-01   5.267553326e-02   1.437285139e-01   1.336933186e-01     4.200099475e-01     3.855605432e-02    4.248723332e+02   1.418334109e-19   0.000000000e+00   1.000000000e+00   
3.476918083e+00   7.095751189e+00   4.571170396e-01   2.089559879e-01   4.264407917e-01   6.564545966e-01   5.001276364e-02   1.460907068e-01   1.335611028e-01     4.195945793e-01     3.914467876e-02    4.250006831e+02   7.704569725e-22   0.000000000e+00   1.000000000e+00   
3.576918083e+00   7.299832822e+00   4.422875735e-01   1.956182977e-01   3.992210157e-01   6.145530070e-01   4.530152638e-02   1.505472876e-01   1.331703890e-01     4.183671159e-01     4.027955165e-02    4.251956771e+02   7.208512269e-23   0.000000000e+00   1.000000000e+00   
3.676918083e+00   7.503914455e+00   4.269961533e-01   1.823257150e-01   3.720932959e-01   5.727931267e-01   4.076341030e-02   1.553408392e-01   1.326598816e-01     4.167633095e-01     4.151200237e-02    4.253438508e+02   4.942542959e-23   0.000000000e+00   1.000000000e+00   
3.776918083e+00   7.707996087e+00   4.112053149e-01   1.690898110e-01   3.450812470e-01   5.312113081e-01   3.640615221e-02   1.605494982e-01   1.320376139e-01     4.148083979e-01     4.286243434e-02    4.254488587e+02   3.988537983e-23   0.000000000e+00   1.000000000e+00   
3.876918083e+00   7.912077720e+00   3.948688819e-01   1.559214339e-01   3.182070079e-01   4.898416312e-01   3.223720287e-02   1.662700149e-01   1.313097097e-01     4.125216195e-01     4.435624633e-02    4.255135974e+02   1.132229375e-23   0.000000000e+00   1.000000000e+00   
3.976918083e+00   8.116159353e+00   3.779297897e-01   1.428309259e-01   2.914916856e-01   4.487165876e-01   2.826389426e-02   1.726260077e-01   1.304810216e-01     4.099182188e-01     4.602629150e-02    4.255402440e+02   -1.325839529e-22  0.000000000e+00   1.000000000e+00   
4.076918083e+00   8.320240985e+00   3.602912978e-01   1.298098193e-01   2.649179986e-01   4.078095747e-01   2.448837349e-02   1.797643500e-01   1.295350620e-01     4.069463990e-01     4.790862865e-02    4.255289022e+02   -3.151537807e-21  0.000000000e+00   1.000000000e+00   
4.176918083e+00   8.524322618e+00   3.418820736e-01   1.168833523e-01   2.385374536e-01   3.671998808e-01   2.092317611e-02   1.879466889e-01   1.285112074e-01     4.037298652e-01     5.007778411e-02    4.254815028e+02   -4.785148917e-21  0.000000000e+00   1.000000000e+00   
4.231918083e+00   8.636567516e+00   3.313863214e-01   1.098168940e-01   2.241161102e-01   3.449999474e-01   1.905471057e-02   1.929677898e-01   1.278937720e-01     4.017901347e-01     5.141716006e-02    4.254398999e+02   -3.753393000e-21  0.000000000e+00   1.000000000e+00   
4.331918083e+00   8.840649149e+00   3.115867012e-01   9.708627234e-02   1.981352497e-01   3.050055200e-01   1.583927730e-02   2.033019038e-01   1.266923391e-01     3.980157218e-01     5.417191750e-02    4.253365342e+02   -2.629574810e-23  0.000000000e+00   1.000000000e+00   
4.431918083e+00   9.044730781e+00   2.906577117e-01   8.448190538e-02   1.724120518e-01   2.654077333e-01   1.285713407e-02   2.156537479e-01   1.253628498e-01     3.938390079e-01     5.747331724e-02    4.251922364e+02   1.023172570e-22   0.000000000e+00   1.000000000e+00   
4.531918083e+00   9.248812414e+00   2.683610295e-01   7.201764216e-02   1.469747799e-01   2.262500955e-01   1.011945143e-02   2.308212026e-01   1.238868311e-01     3.892019586e-01     6.153659653e-02    4.250012411e+02   -5.768138027e-22  0.000000000e+00   1.000000000e+00   
4.601918083e+00   9.391669557e+00   2.517619944e-01   6.338410182e-02   1.293553098e-01   1.991270286e-01   8.355436310e-03   2.437673036e-01   1.227426851e-01     3.856075177e-01     6.500679650e-02    4.248347003e+02   -9.895903351e-22  0.000000000e+00   1.000000000e+00   
4.686918083e+00   9.565138945e+00   2.302412043e-01   5.301101218e-02   1.081857391e-01   1.665390064e-01   6.390690235e-03   2.631782907e-01   1.211889732e-01     3.807263879e-01     7.022592339e-02    4.245869111e+02   5.974263320e-23   0.000000000e+00   1.000000000e+00   
4.786918083e+00   9.769220577e+00   2.024673286e-01   4.099301914e-02   8.365922274e-02   1.287833678e-01   4.345737407e-03   2.940660337e-01   1.190775285e-01     3.740930889e-01     7.853797838e-02    4.242111802e+02   -5.452601411e-22  0.000000000e+00   1.000000000e+00   
4.851918083e+00   9.901873638e+00   1.824834193e-01   3.330019833e-02   6.795958843e-02   1.046156584e-01   3.181770511e-03   3.218145746e-01   1.174516479e-01     3.689852343e-01     8.602173058e-02    4.238959702e+02   -6.572387552e-21  0.000000000e+00   1.000000000e+00   
4.936918083e+00   1.007534303e+01   1.530348099e-01   2.341965304e-02   4.779521028e-02   7.357500994e-02   1.876589610e-03   3.752812800e-01   1.148621987e-01     3.608502396e-01     1.004429924e-01    4.233465977e+02   -5.473256746e-21  0.000000000e+00   1.000000000e+00   
4.976996208e+00   1.015713512e+01   1.372639838e-01   1.884140126e-02   3.845183931e-02   5.919200778e-02   1.354155133e-03   4.124257767e-01   1.132224103e-01     3.556986924e-01     1.109048399e-01    4.229989957e+02   -6.022999241e-23  0.000000000e+00   1.000000000e+00   
4.977836052e+00   1.015884908e+01   1.369161029e-01   1.874601924e-02   3.825718212e-02   5.889235632e-02   1.343885320e-03   4.137862201e-01   1.133079934e-01     3.559675597e-01     1.112109807e-01    4.229908486e+02   -4.228440648e-22  0.000000000e+00   1.000000000e+00   
4.986898552e+00   1.017734398e+01   1.331112546e-01   1.771860610e-02   3.616042060e-02   5.566464274e-02   1.234931738e-03   4.250500994e-01   1.131579040e-01     3.554960398e-01     1.136078439e-01    4.228942311e+02   -9.838437599e-20  0.000000000e+00   1.000000000e+00   
5.029398552e+00   1.026407868e+01   1.137432254e-01   1.293752133e-02   2.640310476e-02   4.064442198e-02   7.705046087e-04   4.869098914e-01   1.107654031e-01     3.479797766e-01     1.306257568e-01    4.223910284e+02   -5.385618896e-21  0.000000000e+00   1.000000000e+00   
