t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          H2O_x(28)         CO2_x(29)         CO_x(30)          N2_x(31)          NC7H16_w(32)      O2_w(33)          H2O_w(34)         CO2_w(35)         CO_w(36)          N2_w(37)          
0.000000000e+00   0.000000000e+00   7.000000000e-01   4.900000000e-01   1.000000000e+00   1.539380400e+00   1.795943800e-01   6.545663237e-01   9.163928532e-01     2.878933055e+00     2.160507588e-01    2.997000000e+02   0.000000000e+00   1.760000000e-02   1.000000000e+00   1.000000000e-01   -7.878479373e+04  1.108755193e+04     1.534492172e+06     3.086515744e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.012714882e-02   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.698728512e-01   1.000000000e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.000000000e-01   
3.725456948e-07   7.602973364e-07   6.999727942e-01   4.899619126e-01   9.999222706e-01   1.539260745e+00   1.795734408e-01   7.553522558e+01   1.057452058e+02     3.322083617e+02     -1.705508585e-01   3.339996721e+02   -3.739094277e-02  -1.554562656e-02  1.000000000e+00   9.483456741e-02   5.859225052e+04   -1.148330693e+06    1.229225008e+06     2.855694670e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.845683193e-02   1.034226064e-18   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.715431681e-01   9.483456741e-02   1.100598804e-18   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.051654326e-01   
2.921649734e-06   5.962550478e-06   6.998836071e-01   4.898370635e-01   9.996674765e-01   1.538868520e+00   1.795048084e-01   1.713180663e+01   2.398054124e+01     7.533709219e+01     1.962717987e-02    3.232868645e+02   -8.391349119e-03  1.773436897e-03   1.000000000e+00   6.360963729e-02   -6.876524602e+03  -7.916672290e+05    8.288579703e+05     2.935926638e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.863722734e-02   0.000000000e+00   9.067067135e-20   0.000000000e+00   0.000000000e+00   9.813627727e-01   6.360963729e-02   0.000000000e+00   5.563566988e-20   0.000000000e+00   0.000000000e+00   9.363903627e-01   
1.193471641e-05   2.435656410e-05   6.998237307e-01   4.897532541e-01   9.994964369e-01   1.538605225e+00   1.794587414e-01   2.464527531e+00   3.449469702e+00     1.083682868e+01     3.473576959e-02    3.153824480e+02   -1.158884977e-03  3.102268720e-03   1.000000000e+00   4.612694387e-02   -1.233992595e+04  -4.909114679e+05    5.052129156e+05     2.990230293e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.333883421e-02   0.000000000e+00   8.124146517e-21   7.770720667e-20   0.000000000e+00   9.866611658e-01   4.612694387e-02   0.000000000e+00   5.050791347e-21   1.180185325e-19   0.000000000e+00   9.538730561e-01   
3.925622913e-05   8.011475334e-05   6.998026484e-01   4.897237467e-01   9.994362177e-01   1.538512525e+00   1.794425233e-01   4.960908585e-02   6.943313932e-02     2.181306404e-01     2.568515948e-02    3.114518794e+02   1.428505531e-05   2.277423182e-03   1.000000000e+00   3.898409264e-02   -9.186188958e+03  -2.980314081e+05    3.043009332e+05     3.015757033e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.121360045e-02   7.160528547e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.887863996e-01   3.898409264e-02   7.949153300e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.610159074e-01   
7.446647046e-05   1.519723887e-04   6.998050013e-01   4.897270399e-01   9.994429386e-01   1.538522871e+00   1.794443333e-01   -1.304578604e-01  -1.825901264e-01    -5.736237996e-01    2.057853014e-02    3.104464091e+02   9.506754249e-05   1.821010117e-03   1.000000000e+00   3.730297062e-02   -7.372346451e+03  -2.247789106e+05    2.288653503e+05     3.022133690e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.071667877e-02   1.960514358e-20   1.089645062e-20   1.584958090e-21   0.000000000e+00   9.892833212e-01   3.730297062e-02   2.179147721e-20   6.818881352e-21   2.422998210e-21   0.000000000e+00   9.626970294e-01   
2.417047882e-04   4.932750779e-04   6.998297380e-01   4.897616622e-01   9.995135964e-01   1.538631640e+00   1.794633629e-01   -1.359628201e-01  -1.903016496e-01    -5.978502643e-01    1.310216382e-02    3.097718671e+02   8.651494600e-05   1.157839419e-03   1.000000000e+00   3.620783547e-02   -4.699242902e+03  -1.341275749e+05    1.355257348e+05     3.026377029e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.039363334e-02   1.952196298e-20   2.780591140e-20   6.333793993e-21   2.720643510e-21   9.896063667e-01   3.620783547e-02   2.171661315e-20   1.741474740e-20   9.690612110e-21   2.649296246e-21   9.637921645e-01   
5.840662078e-04   1.191971853e-03   6.998706049e-01   4.898188636e-01   9.996303339e-01   1.538811343e+00   1.794948043e-01   -1.043325473e-01  -1.460385659e-01    -4.587936859e-01    9.315427342e-03    3.098434524e+02   6.527927340e-05   8.233253290e-04   1.000000000e+00   3.632288438e-02   -3.340683634e+03  -9.342069786e+04    9.352347221e+04     3.025928021e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.042754612e-02   4.686897269e-21   8.381876594e-21   0.000000000e+00   2.929203138e-26   9.895724539e-01   3.632288438e-02   5.213352402e-21   5.249093937e-21   0.000000000e+00   2.852143769e-26   9.636771156e-01   
1.185096481e-03   2.418564248e-03   6.999251513e-01   4.898952174e-01   9.997861579e-01   1.539051216e+00   1.795367759e-01   -8.076831095e-02  -1.130635445e-01    -3.551996009e-01    7.182211277e-03    3.102152411e+02   5.049604162e-05   6.352640252e-04   1.000000000e+00   3.692475379e-02   -2.574061048e+03  -7.121272849e+04    7.059955538e+04     3.023591017e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.060505233e-02   1.214705076e-21   5.000324599e-22   2.707071379e-22   3.146160884e-21   9.893949477e-01   3.692475379e-02   1.350545058e-21   3.130025415e-22   4.139583099e-22   3.062029944e-21   9.630752462e-01   
3.353664396e-03   6.844213053e-03   7.000677407e-01   4.900948416e-01   1.000193554e+00   1.539678354e+00   1.796465244e-01   -5.642042486e-02  -7.899623872e-02    -2.481740032e-01    5.154338230e-03    3.113960280e+02   3.549048352e-05   4.569693344e-04   1.000000000e+00   3.888915844e-02   -1.843601768e+03  -4.981306882e+04    4.852674526e+04     3.016112865e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.118550593e-02   3.531249394e-21   0.000000000e+00   8.748336272e-21   0.000000000e+00   9.888144941e-01   3.888915844e-02   3.920439380e-21   0.000000000e+00   1.335827829e-20   0.000000000e+00   9.611108416e-01   
