t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          H2O_x(28)         CO2_x(29)         CO_x(30)          N2_x(31)          NC7H16_w(32)      O2_w(33)          H2O_w(34)         CO2_w(35)         CO_w(36)          N2_w(37)          
0.000000000e+00   0.000000000e+00   7.000000000e-01   4.900000000e-01   1.000000000e+00   1.539380400e+00   1.795943800e-01   6.545663237e-01   9.163928532e-01     2.878933055e+00     2.160507588e-01    2.997000000e+02   0.000000000e+00   1.760000000e-02   1.000000000e+00   1.000000000e-01   -7.878479373e+04  1.108755193e+04     1.225089046e+06     2.061341861e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.012714882e-02   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.698728512e-01   1.000000000e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.000000000e-01   
5.240250680e-07   1.069438914e-06   6.999761597e-01   4.899666241e-01   9.999318859e-01   1.539275547e+00   1.795760310e-01   4.615689518e+01   6.461745246e+01     2.030017140e+02     -8.410195898e-02   3.259019802e+02   -2.281746144e-02  -7.621336645e-03  1.000000000e+00   7.039820811e-02   2.932754205e+04   -8.926630160e+05    9.502470288e+05     1.891886935e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.073250279e-02   0.000000000e+00   6.186553440e-19   8.629661462e-21   0.000000000e+00   9.792674972e-01   7.039820811e-02   0.000000000e+00   3.776621967e-19   1.286932406e-20   0.000000000e+00   9.296017919e-01   
4.124176065e-06   8.416685847e-06   6.999044102e-01   4.898661834e-01   9.997269049e-01   1.538960003e+00   1.795208155e-01   9.043941925e+00   1.265978968e+01     3.977190225e+01     3.112251828e-02    3.169150117e+02   -4.398350917e-03  2.786701479e-03   1.000000000e+00   4.918882085e-02   -1.102704092e+04  -5.780562606e+05    6.050515694e+05     1.954841137e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.425678721e-02   0.000000000e+00   0.000000000e+00   2.572031341e-20   0.000000000e+00   9.857432128e-01   4.918882085e-02   0.000000000e+00   0.000000000e+00   3.897383175e-20   0.000000000e+00   9.508111791e-01   
1.715200328e-05   3.500408833e-05   6.998625498e-01   4.898075886e-01   9.996073236e-01   1.538775922e+00   1.794886067e-01   1.018710407e+00   1.425914526e+00     4.479642600e+00     3.128874810e-02    3.110709970e+02   -4.536187165e-04  2.772219954e-03   1.000000000e+00   3.833327185e-02   -1.119750698e+04  -3.406872636e+05    3.519813128e+05     1.993005972e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.102107794e-02   0.000000000e+00   2.074067990e-19   2.787471397e-20   0.000000000e+00   9.889789221e-01   3.833327185e-02   0.000000000e+00   1.296939382e-19   4.258085135e-20   0.000000000e+00   9.616667282e-01   
6.376635648e-05   1.301354214e-04   6.998532027e-01   4.897945054e-01   9.995806232e-01   1.538734820e+00   1.794814153e-01   -6.523409545e-02  -9.130858126e-02    -2.868543681e-01    2.030471894e-02    3.084626897e+02   6.253269404e-05   1.789461212e-03   1.000000000e+00   3.415394441e-02   -7.298532126e+03  -1.918392932e+05    1.970054950e+05     2.009360041e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.789181106e-03   5.073868943e-20   1.693698897e-20   3.142540727e-21   0.000000000e+00   9.902108189e-01   3.415394441e-02   5.652846447e-20   1.062369472e-20   4.815346288e-21   0.000000000e+00   9.658460556e-01   
1.662619966e-04   3.393101971e-04   6.998642589e-01   4.898099808e-01   9.996122058e-01   1.538783437e+00   1.794899217e-01   -1.167602106e-01  -1.634325965e-01    -5.134386447e-01    1.403884645e-02    3.078525371e+02   7.843972523e-05   1.235641549e-03   1.000000000e+00   3.323186831e-02   -5.051409737e+03  -1.255396345e+05    1.283387987e+05     2.013126317e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.518413727e-03   2.510658230e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.904815863e-01   3.323186831e-02   2.799053612e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.667681317e-01   
3.569872334e-04   7.285453744e-04   6.998839950e-01   4.898376064e-01   9.996685845e-01   1.538870226e+00   1.795051069e-01   -9.281607070e-02  -1.299209647e-01    -4.081587483e-01    1.026614025e-02    3.077418236e+02   6.101174784e-05   9.033688349e-04   1.000000000e+00   3.306637739e-02   -3.694609634e+03  -9.045546105e+04    9.194646609e+04     2.013807320e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.469856372e-03   1.274929537e-20   2.502732171e-21   8.408397546e-22   2.725252880e-21   9.905301436e-01   3.306637739e-02   1.421552318e-20   1.571095106e-21   1.289462059e-21   2.659951678e-21   9.669336226e-01   
1.091721421e-03   2.228002900e-03   6.999386209e-01   4.899140730e-01   9.998246388e-01   1.539110453e+00   1.795471413e-01   -6.254015713e-02  -8.754854267e-02    -2.750418585e-01    6.617349036e-03    3.080311548e+02   4.066341831e-05   5.826543410e-04   1.000000000e+00   3.350025800e-02   -2.380322263e+03  -5.784102024e+04    5.808157780e+04     2.012026083e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.597188248e-03   7.404496266e-21   1.233365042e-21   3.230550395e-22   0.000000000e+00   9.904028118e-01   3.350025800e-02   8.253403845e-21   7.739994405e-22   4.952594419e-22   0.000000000e+00   9.664997420e-01   
3.122740818e-03   6.372940445e-03   7.000416776e-01   4.900583504e-01   1.000119083e+00   1.539563714e+00   1.796264608e-01   -4.322092393e-02  -6.051289620e-02    -1.901068701e-01    4.611582167e-03    3.088805983e+02   2.816624543e-05   4.067764399e-04   1.000000000e+00   3.480052648e-02   -1.656474108e+03  -3.993991049e+04    3.950170269e+04     2.006767496e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.979269835e-03   0.000000000e+00   0.000000000e+00   3.782360624e-21   5.928016616e-21   9.900207302e-01   3.480052648e-02   0.000000000e+00   0.000000000e+00   5.792980778e-21   5.778567284e-21   9.651994735e-01   
6.225813477e-03   1.270574179e-02   7.001610136e-01   4.902254450e-01   1.000460092e+00   1.540088657e+00   1.797183392e-01   -3.480351058e-02  -4.873612248e-02    -1.531090444e-01    3.802242578e-03    3.098702188e+02   2.282036868e-05   3.360718930e-04   1.000000000e+00   3.636595415e-02   -1.363492731e+03  -3.233496575e+04    3.162725960e+04     2.000586169e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.044024321e-02   0.000000000e+00   2.177957842e-21   0.000000000e+00   1.298055651e-20   9.895597568e-01   3.636595415e-02   0.000000000e+00   1.363888016e-21   0.000000000e+00   1.263867065e-20   9.636340459e-01   
