t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    TMax[K](6)        DTMax[mm](7)      DTMax/D[-](8)     OHMax[-](9)       DOHMax[mm](10)    DOHMax/D[-](11)    fvMax[-](12)      DfvMax[mm](13)    DfvMax/D[-](14)    
9.017853089e-06   6.881545961e-05   3.620036375e-01   1.310466336e-01   1.000020097e+00   2.684910347e+03   1.215164415e+00   3.356774046e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.233302382e-06   7.045955848e-05   3.620038618e-01   1.310467960e-01   1.000021336e+00   2.683672364e+03   1.214035172e+00   3.353652543e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.427206745e-06   7.193924747e-05   3.620040657e-01   1.310469436e-01   1.000022463e+00   2.682518496e+03   1.213022885e+00   3.350854314e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.537624508e-06   7.278184814e-05   3.620041827e-01   1.310470283e-01   1.000023109e+00   2.681845606e+03   1.212449252e+00   3.349268627e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.599566179e-06   7.325452657e-05   3.620042486e-01   1.310470760e-01   1.000023473e+00   2.681462911e+03   1.212127947e+00   3.348380444e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.734221987e-06   7.428208836e-05   3.620043924e-01   1.310471801e-01   1.000024268e+00   2.680618722e+03   1.211431499e+00   3.346455249e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.949671280e-06   7.592618723e-05   3.620046245e-01   1.310473482e-01   1.000025550e+00   2.679232877e+03   1.210321860e+00   3.343387840e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.016512057e-05   7.757028610e-05   3.620048588e-01   1.310475178e-01   1.000026844e+00   2.677794995e+03   1.212383793e+00   3.349081548e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.031593508e-05   7.872115532e-05   3.620050242e-01   1.310476375e-01   1.000027758e+00   2.676780073e+03   1.208449117e+00   3.338210898e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.053138437e-05   8.036525419e-05   3.620052623e-01   1.310478099e-01   1.000029074e+00   2.675282078e+03   1.207355578e+00   3.335187922e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.071451627e-05   8.176273823e-05   3.620054663e-01   1.310479577e-01   1.000030201e+00   2.673977847e+03   1.206430365e+00   3.332630243e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.092996556e-05   8.340683710e-05   3.620057084e-01   1.310481329e-01   1.000031538e+00   2.672407903e+03   1.205346786e+00   3.329634749e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.109155253e-05   8.463991125e-05   3.620058913e-01   1.310482654e-01   1.000032549e+00   2.671205678e+03   1.204537424e+00   3.327397295e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.132854675e-05   8.644842001e-05   3.620061617e-01   1.310484611e-01   1.000034043e+00   2.669405816e+03   1.203356361e+00   3.324132263e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.144704386e-05   8.735267439e-05   3.620062978e-01   1.310485597e-01   1.000034795e+00   2.668478798e+03   1.205890056e+00   3.331130047e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.174867287e-05   8.965441281e-05   3.620066471e-01   1.310488125e-01   1.000036724e+00   2.666109990e+03   1.201280018e+00   3.318392156e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.196412217e-05   9.129851169e-05   3.620068989e-01   1.310489949e-01   1.000038116e+00   2.664369570e+03   1.200222653e+00   3.315469005e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.216879899e-05   9.286040561e-05   3.620071399e-01   1.310491694e-01   1.000039448e+00   2.662687569e+03   1.199224092e+00   3.312708396e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.222804755e-05   9.331253280e-05   3.620072100e-01   1.310492201e-01   1.000039835e+00   2.662195484e+03   1.198935987e+00   3.311911901e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.234654466e-05   9.421678718e-05   3.620073506e-01   1.310493219e-01   1.000040612e+00   2.661204404e+03   1.198360982e+00   3.310322235e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.259431135e-05   9.610750089e-05   3.620076464e-01   1.310495361e-01   1.000042246e+00   2.659102825e+03   1.197163700e+00   3.307012191e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.274512585e-05   9.725837010e-05   3.620078277e-01   1.310496673e-01   1.000043247e+00   2.657792746e+03   1.199508720e+00   3.313488351e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.311138965e-05   1.000533382e-04   3.620082715e-01   1.310499887e-01   1.000045700e+00   2.654594515e+03   1.194689081e+00   3.300170672e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.330529401e-05   1.015330272e-04   3.620085086e-01   1.310501603e-01   1.000047010e+00   2.652863248e+03   1.193768553e+00   3.297625676e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.369310274e-05   1.044924051e-04   3.620089870e-01   1.310505067e-01   1.000049652e+00   2.649340224e+03   1.191940169e+00   3.292570660e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.393009696e-05   1.063009139e-04   3.620092820e-01   1.310507203e-01   1.000051283e+00   2.647148490e+03   1.190830195e+00   3.289501829e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.415631872e-05   1.080272177e-04   3.620095655e-01   1.310509255e-01   1.000052849e+00   2.645030625e+03   1.189776533e+00   3.286588661e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.421556727e-05   1.084793449e-04   3.620096401e-01   1.310509795e-01   1.000053261e+00   2.644471889e+03   1.189501905e+00   3.285829362e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.437715424e-05   1.097124191e-04   3.620098440e-01   1.310511271e-01   1.000054387e+00   2.642939882e+03   1.188754677e+00   3.283763403e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.467878325e-05   1.120141575e-04   3.620102271e-01   1.310514045e-01   1.000056504e+00   2.640048539e+03   1.187366208e+00   3.279924485e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.475553706e-05   1.125998677e-04   3.620103250e-01   1.310514754e-01   1.000057045e+00   2.639306447e+03   1.187014197e+00   3.278951221e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.479862692e-05   1.129286875e-04   3.620103801e-01   1.310515153e-01   1.000057350e+00   2.638888799e+03   1.186816854e+00   3.278405590e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.494944143e-05   1.140795567e-04   3.620105734e-01   1.310516553e-01   1.000058418e+00   2.637420952e+03   1.186127445e+00   3.276499450e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.530493276e-05   1.167923198e-04   3.620110320e-01   1.310519873e-01   1.000060951e+00   2.633924560e+03   1.184509961e+00   3.272027249e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.547729219e-05   1.181075989e-04   3.620112559e-01   1.310521494e-01   1.000062188e+00   2.632197231e+03   1.186856458e+00   3.278507059e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.571428641e-05   1.199161077e-04   3.620115652e-01   1.310523734e-01   1.000063897e+00   2.629839072e+03   1.182662632e+00   3.266919474e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.601591542e-05   1.222178461e-04   3.620119614e-01   1.310526602e-01   1.000066086e+00   2.626791856e+03   1.181311477e+00   3.263183549e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.607516398e-05   1.226699733e-04   3.620120396e-01   1.310527168e-01   1.000066518e+00   2.626189784e+03   1.181046875e+00   3.262451923e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.625829588e-05   1.240674573e-04   3.620122818e-01   1.310528922e-01   1.000067856e+00   2.624321937e+03   1.180230686e+00   3.260195151e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.667842200e-05   1.272734501e-04   3.620128413e-01   1.310532973e-01   1.000070948e+00   2.619998617e+03   1.178366873e+00   3.255041641e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.692618869e-05   1.291641638e-04   3.620131737e-01   1.310535380e-01   1.000072784e+00   2.617425665e+03   1.177273637e+00   3.252018772e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.728168002e-05   1.318769270e-04   3.620136537e-01   1.310538854e-01   1.000075436e+00   2.613706797e+03   1.175714635e+00   3.247707988e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.768026121e-05   1.349185099e-04   3.620141960e-01   1.310542781e-01   1.000078432e+00   2.609501612e+03   1.173974585e+00   3.242896545e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.792802790e-05   1.368092236e-04   3.620145353e-01   1.310545237e-01   1.000080307e+00   2.606870504e+03   1.172896828e+00   3.239916395e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.850974099e-05   1.412482905e-04   3.620153137e-01   1.310550873e-01   1.000084608e+00   2.600646670e+03   1.170378270e+00   3.232952379e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.868210042e-05   1.425635696e-04   3.620155314e-01   1.310552450e-01   1.000085811e+00   2.598791522e+03   1.169635352e+00   3.230898265e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.928535844e-05   1.471670465e-04   3.620162986e-01   1.310558004e-01   1.000090050e+00   2.592265096e+03   1.167041620e+00   3.223726734e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.960853238e-05   1.496331948e-04   3.620167112e-01   1.310560992e-01   1.000092329e+00   2.588749802e+03   1.165655020e+00   3.219892850e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.988861646e-05   1.517705233e-04   3.620170707e-01   1.310563595e-01   1.000094316e+00   2.585694797e+03   1.164456483e+00   3.216578932e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.039492230e-05   1.556341557e-04   3.620177239e-01   1.310568324e-01   1.000097925e+00   2.580154749e+03   1.162292420e+00   3.210595346e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.049187448e-05   1.563740002e-04   3.620178491e-01   1.310569231e-01   1.000098616e+00   2.579091816e+03   1.161878039e+00   3.209449595e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.072886870e-05   1.581825089e-04   3.620181561e-01   1.310571453e-01   1.000100312e+00   2.576491251e+03   1.160864914e+00   3.206648325e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.115976728e-05   1.614707067e-04   3.620187172e-01   1.310575516e-01   1.000103413e+00   2.571756104e+03   1.159021653e+00   3.201551737e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.150987238e-05   1.641423673e-04   3.620191747e-01   1.310578828e-01   1.000105940e+00   2.567904081e+03   1.157524177e+00   3.197411236e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.163375573e-05   1.650877242e-04   3.620193367e-01   1.310580001e-01   1.000106835e+00   2.566540542e+03   1.156993659e+00   3.195944364e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.195692967e-05   1.675538725e-04   3.620197608e-01   1.310583072e-01   1.000109179e+00   2.562982785e+03   1.155607491e+00   3.192111637e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.281872684e-05   1.741302680e-04   3.620208995e-01   1.310591316e-01   1.000115470e+00   2.553499912e+03   1.151894287e+00   3.181844719e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.324962542e-05   1.774184657e-04   3.620214716e-01   1.310595459e-01   1.000118631e+00   2.548766351e+03   1.150025930e+00   3.176678789e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.424069217e-05   1.849813205e-04   3.620227978e-01   1.310605061e-01   1.000125959e+00   2.537918816e+03   1.145685219e+00   3.164676993e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.446691393e-05   1.867076244e-04   3.620231021e-01   1.310607265e-01   1.000127640e+00   2.535453233e+03   1.144684384e+00   3.161909772e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.452616248e-05   1.871597515e-04   3.620231819e-01   1.310607842e-01   1.000128081e+00   2.534808177e+03   1.144421564e+00   3.161183098e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.480624656e-05   1.892970801e-04   3.620235600e-01   1.310610580e-01   1.000130170e+00   2.531763293e+03   1.143174828e+00   3.157736001e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.523714515e-05   1.925852778e-04   3.620241442e-01   1.310614810e-01   1.000133398e+00   2.527080854e+03   1.138397509e+00   3.144534770e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.644366118e-05   2.017922315e-04   3.620257918e-01   1.310626739e-01   1.000142501e+00   2.514142522e+03   1.135724008e+00   3.137135624e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.683146991e-05   2.047516095e-04   3.620263253e-01   1.310630602e-01   1.000145449e+00   2.510022794e+03   1.133911288e+00   3.132123850e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.704691920e-05   2.063957083e-04   3.620266225e-01   1.310632754e-01   1.000147091e+00   2.507744063e+03   1.132894901e+00   3.129313786e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.803798595e-05   2.139585632e-04   3.620279984e-01   1.310642716e-01   1.000154693e+00   2.497363641e+03   1.128124525e+00   3.116125078e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.843118091e-05   2.169590436e-04   3.620285481e-01   1.310646696e-01   1.000157730e+00   2.493295310e+03   1.126184386e+00   3.110761269e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.851736063e-05   2.176166831e-04   3.620286688e-01   1.310647571e-01   1.000158398e+00   2.492407671e+03   1.125755231e+00   3.109574814e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
