t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          H2O_x(28)         CO2_x(29)         CO_x(30)          N2_x(31)          NC7H16_w(32)      O2_w(33)          H2O_w(34)         CO2_w(35)         CO_w(36)          N2_w(37)          
2.358934424e-05   4.814151885e-05   6.998848265e-01   4.898387704e-01   9.996709600e-01   1.538873883e+00   1.795057467e-01   5.464121431e-01   7.648511360e-01     2.402850710e+00     1.060673878e-01    3.085219886e+02   -1.131753723e-04  7.650169456e-02   1.000000000e+00   2.802396010e-01   -3.812214554e+04  -2.494102301e+05    2.722471796e+05     1.542111990e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.816453374e-02   2.479715992e-22   0.000000000e+00   1.181629723e-21   8.788504147e-95   9.018354663e-01   2.802396010e-01   2.260530026e-22   0.000000000e+00   1.481523041e-21   7.013157200e-95   7.197603990e-01   
4.804063514e-05   9.804211253e-05   6.998782925e-01   4.898296243e-01   9.996522945e-01   1.538845149e+00   1.795007192e-01   1.139615375e-01   1.595184125e-01     5.011418729e-01     7.987751136e-02    3.075819524e+02   6.310341178e-05   5.793263971e-02   1.000000000e+00   2.706714409e-01   -2.875422202e+04  -1.893108566e+05    2.026663433e+05     1.542691648e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.400103902e-02   1.138551541e-22   3.240152706e-23   4.744619587e-22   3.659428869e-73   9.059989610e-01   2.706714409e-01   1.046877620e-22   1.677336251e-23   6.000166249e-22   2.945417105e-73   7.293285591e-01   
1.265773058e-04   2.583210323e-04   6.998770184e-01   4.898278409e-01   9.996486548e-01   1.538839546e+00   1.794997389e-01   -2.123811845e-02  -2.972814204e-02    -9.339371262e-02    5.638767475e-02    3.072550407e+02   9.525481330e-05   4.097283872e-02   1.000000000e+00   2.673864483e-01   -2.030942775e+04  -1.340113666e+05    1.388863775e+05     1.542891991e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.258799990e-02   0.000000000e+00   7.317683376e-21   3.682825444e-22   0.000000000e+00   9.074120001e-01   2.673864483e-01   0.000000000e+00   3.799296417e-21   4.671086723e-22   0.000000000e+00   7.326135517e-01   
1.918604895e-04   3.915520194e-04   6.998787085e-01   4.898302065e-01   9.996534827e-01   1.538846978e+00   1.795010393e-01   -2.941693452e-02  -4.117657228e-02    -1.293600170e-01    4.904970837e-02    3.073570416e+02   8.832692794e-05   3.562017083e-02   1.000000000e+00   2.684089960e-01   -1.766347729e+04  -1.172876599e+05    1.195153938e+05     1.542829550e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.302695988e-02   5.845817224e-23   0.000000000e+00   7.260223123e-23   3.609724649e-24   9.069730401e-01   2.684089960e-01   5.386006969e-23   0.000000000e+00   9.200052642e-23   2.911293750e-24   7.315910040e-01   
4.194751756e-04   8.560717868e-04   6.998856934e-01   4.898399838e-01   9.996734363e-01   1.538877694e+00   1.795064137e-01   -3.014686406e-02  -4.219871770e-02    -1.325711815e-01    3.877259371e-02    3.078892691e+02   7.329301961e-05   2.807033573e-02   1.000000000e+00   2.737796184e-01   -1.395016721e+04  -9.394587747e+04    9.246352043e+04     1.542502730e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.534569210e-02   6.927201122e-22   0.000000000e+00   1.947922392e-21   0.000000000e+00   9.046543079e-01   2.737796184e-01   6.351718968e-22   0.000000000e+00   2.456539737e-21   0.000000000e+00   7.262203816e-01   
1.052009566e-03   2.146958299e-03   6.999025514e-01   4.898635815e-01   9.997215949e-01   1.538951829e+00   1.795193853e-01   -2.339781989e-02  -3.275238768e-02    -1.028946605e-01    3.135949490e-02    3.091692879e+02   5.885310356e-05   2.252874287e-02   1.000000000e+00   2.869318480e-01   -1.125883741e+04  -7.572303724e+04    7.155889874e+04     1.541709750e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.011196048e-01   2.298968624e-21   1.635038397e-20   0.000000000e+00   2.210518247e-22   8.988803952e-01   2.869318480e-01   2.083098831e-21   8.340963518e-21   0.000000000e+00   1.753320093e-22   7.130681520e-01   
2.296522936e-03   4.686781502e-03   6.999258997e-01   4.898962651e-01   9.997882961e-01   1.539054507e+00   1.795373518e-01   -1.467679994e-02  -2.054534481e-02    -6.454510433e-02    2.814811417e-02    3.109910283e+02   4.975417127e-05   1.998476317e-02   1.000000000e+00   3.062071409e-01   -1.007491052e+04  -6.510808145e+04    5.977353339e+04     1.540564061e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.098352226e-01   0.000000000e+00   0.000000000e+00   7.922032189e-21   0.000000000e+00   8.901647774e-01   3.062071409e-01   0.000000000e+00   0.000000000e+00   9.699791257e-21   0.000000000e+00   6.937928591e-01   
3.623013243e-03   7.393904577e-03   6.999411078e-01   4.899175544e-01   9.998317436e-01   1.539121390e+00   1.795490551e-01   -8.452585141e-03  -1.183262362e-02    -3.717328342e-02    2.739647036e-02    3.124646336e+02   4.558241932e-05   1.925334753e-02   1.000000000e+00   3.222564575e-01   -9.781395399e+03  -6.014059416e+04    5.452355356e+04     1.539622465e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.173326888e-01   1.425274808e-20   2.210105017e-20   8.529078180e-22   0.000000000e+00   8.826673112e-01   3.222564575e-01   1.250013357e-20   1.091290538e-20   1.028813860e-21   0.000000000e+00   6.777435425e-01   
8.584682783e-03   1.751976078e-02   6.999397036e-01   4.899155886e-01   9.998277319e-01   1.539115214e+00   1.795479744e-01   8.024615955e-03   1.123349463e-02     3.529106419e-02     2.823149827e-02    3.163132934e+02   3.880607783e-05   1.926128359e-02   1.000000000e+00   3.659436102e-01   -1.001316044e+04  -5.195310625e+04    4.659736349e+04     1.537099668e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.389339796e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   8.593526452e-21   8.610660204e-01   3.659436102e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   6.327043562e-21   6.340563898e-01   
1.902235360e-02   3.882112979e-02   6.997266988e-01   4.896174530e-01   9.992192919e-01   1.538178593e+00   1.793841049e-01   3.160232661e-02   4.422598335e-02     1.389400244e-01     3.198749688e-02    3.213386173e+02   3.302091117e-05   2.086253353e-02   1.000000000e+00   4.262472489e-01   -1.124595588e+04  -4.443433444e+04    4.035214346e+04     1.533664036e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.719752226e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   8.280247774e-01   4.262472489e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   5.737527511e-01   
2.817720404e-02   5.750449803e-02   6.993614945e-01   4.891064999e-01   9.981765305e-01   1.536573387e+00   1.791033767e-01   4.770495692e-02   6.672601993e-02     2.096259740e-01     3.513983807e-02    3.243698580e+02   2.998922105e-05   2.222691988e-02   1.000000000e+00   4.639880035e-01   -1.228763755e+04  -4.031706664e+04    3.730282212e+04     1.531512226e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.948479659e-01   0.000000000e+00   1.478619958e-20   0.000000000e+00   0.000000000e+00   8.051520341e-01   4.639880035e-01   0.000000000e+00   6.330125398e-21   0.000000000e+00   0.000000000e+00   5.360119965e-01   
6.370368207e-02   1.300075144e-01   6.967967889e-01   4.855257650e-01   9.908689081e-01   1.525324176e+00   1.771401647e-01   9.349262530e-02   1.302907222e-01     4.093203756e-01     4.496722904e-02    3.315424842e+02   2.280404290e-05   2.618934821e-02   1.000000000e+00   5.556132491e-01   -1.551944596e+04  -3.040417984e+04    3.069109942e+04     1.526174796e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.590069268e-01   0.000000000e+00   1.206089361e-19   6.167023158e-20   0.000000000e+00   7.409930732e-01   5.556132491e-01   0.000000000e+00   4.651420203e-20   5.810170797e-20   0.000000000e+00   4.443867509e-01   
1.489896689e-01   3.040605488e-01   6.857658645e-01   4.702748209e-01   9.597445324e-01   1.477411922e+00   1.688597774e-01   1.588671711e-01   2.178913658e-01     6.845259140e-01     6.002445916e-02    3.392073332e+02   1.438240273e-05   3.154843222e-02   1.000000000e+00   6.537967297e-01   -2.041781246e+04  -1.851278421e+04    2.378128765e+04     1.520074991e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.455306776e-01   0.000000000e+00   0.000000000e+00   4.506913781e-21   1.494366478e-21   6.544693224e-01   6.537967297e-01   0.000000000e+00   0.000000000e+00   3.745307563e-21   7.903818572e-22   3.462032703e-01   
2.429896689e-01   4.958972835e-01   6.686029750e-01   4.470299382e-01   9.123059964e-01   1.404385970e+00   1.564961063e-01   2.034369897e-01   2.720371531e-01     8.546299215e-01     7.070678410e-02    3.430523076e+02   9.396938034e-06   3.512078457e-02   1.000000000e+00   7.019234706e-01   -2.387212613e+04  -1.165235451e+04    2.042527447e+04     1.516842283e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.969859597e-01   4.357322965e-21   0.000000000e+00   1.242903276e-21   1.645213952e-21   6.030140403e-01   7.019234706e-01   2.460185234e-21   0.000000000e+00   9.651705351e-22   8.131313674e-22   2.980765294e-01   
3.429896689e-01   6.999789161e-01   6.464771314e-01   4.179326814e-01   8.529238396e-01   1.312974242e+00   1.414679702e-01   2.374458424e-01   3.070066141e-01     9.644897234e-01     7.909696351e-02    3.452722239e+02   5.977778893e-06   3.797485002e-02   1.000000000e+00   7.291250624e-01   -2.658789046e+04  -7.179230157e+03    1.870182936e+04     1.514815175e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.293936074e-01   5.947833872e-21   0.000000000e+00   0.000000000e+00   0.000000000e+00   5.706063926e-01   7.291250624e-01   3.225066849e-21   0.000000000e+00   0.000000000e+00   0.000000000e+00   2.708749376e-01   
4.309896689e-01   8.795707529e-01   6.245190201e-01   3.900240065e-01   7.959673602e-01   1.225296553e+00   1.275368338e-01   2.608254235e-01   3.257808758e-01     1.023470806e+00     8.504046062e-02    3.464085695e+02   3.882248027e-06   4.010957171e-02   1.000000000e+00   7.428489447e-01   -2.852105767e+04  -4.571512074e+03    1.805003353e+04     1.513520668e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.467811883e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   2.737899786e-21   5.532188117e-01   7.428489447e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   1.272468070e-21   2.571510553e-01   
5.189896689e-01   1.059162590e+00   6.006912485e-01   3.608299760e-01   7.363877062e-01   1.133580802e+00   1.134886779e-01   2.802013362e-01   3.366289809e-01     1.057551133e+00     9.014265057e-02    3.470695500e+02   2.391488316e-06   4.207442779e-02   1.000000000e+00   7.507665735e-01   -3.019223726e+04  -2.780267075e+03    1.794909635e+04     1.512388344e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.571531414e-01   1.972011822e-21   0.000000000e+00   6.952251260e-21   0.000000000e+00   5.428468586e-01   7.507665735e-01   1.034156279e-21   0.000000000e+00   5.014420897e-21   0.000000000e+00   2.492334265e-01   
6.109896689e-01   1.246917692e+00   5.740904268e-01   3.295798181e-01   6.726118738e-01   1.035405535e+00   9.906940096e-02   2.977347350e-01   3.418533222e-01     1.073963886e+00     9.495734552e-02    3.474164625e+02   1.314147418e-06   4.407897498e-02   1.000000000e+00   7.548895887e-01   -3.178271080e+04  -1.517620239e+03    1.829685303e+04     1.511226914e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.626569284e-01   0.000000000e+00   0.000000000e+00   4.018755173e-21   3.326354142e-21   5.373430716e-01   7.548895887e-01   0.000000000e+00   0.000000000e+00   2.879837750e-21   1.517108229e-21   2.451104113e-01   
7.109896689e-01   1.450999324e+00   5.434353572e-01   2.953219875e-01   6.026979336e-01   9.277813863e-01   8.403153485e-02   3.152164619e-01   3.425995411e-01     1.076308201e+00     9.998502225e-02    3.475197233e+02   5.511478033e-07   4.633561599e-02   1.000000000e+00   7.561305024e-01   -3.345855198e+04  -6.390697327e+02    1.911233174e+04     1.509906617e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.643274770e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   6.271469139e-21   5.356725230e-01   7.561305024e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   2.854732222e-21   2.438694976e-01   
8.109896689e-01   1.655080957e+00   5.110527228e-01   2.611748855e-01   5.330099704e-01   8.205051016e-01   6.988689438e-02   3.325311579e-01   3.398819073e-01     1.067770503e+00     1.051768450e-01    3.474267541e+02   8.590198262e-08   4.881386723e-02   1.000000000e+00   7.550247372e-01   -3.520250138e+04  -1.079791859e+02    2.034540000e+04     1.508495903e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.628385507e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   5.371614493e-01   7.550247372e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   2.449752628e-01   
9.109896689e-01   1.859162590e+00   4.768852642e-01   2.274195552e-01   4.641215412e-01   7.144596039e-01   5.678587616e-02   3.511366679e-01   3.349038053e-01     1.052131334e+00     1.109261741e-01    3.471968484e+02   -1.803205762e-07  5.167071868e-02   1.000000000e+00   7.522860039e-01   -3.714394525e+04  1.921298058e+02     2.200588991e+04     1.506999897e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.591731133e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   5.408268867e-01   7.522860039e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   2.477139961e-01   
1.010989669e+00   2.063244222e+00   4.407226522e-01   1.942364562e-01   3.964009310e-01   6.102118237e-01   4.482236223e-02   3.727687880e-01   3.285752978e-01     1.032249742e+00     1.177244126e-01    3.468702379e+02   -3.338748493e-07  5.512205349e-02   1.000000000e+00   7.483842902e-01   -3.944619452e+04  3.690139413e+02     2.415688748e+04     1.505440388e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.540053874e-01   0.000000000e+00   0.000000000e+00   7.587859243e-20   0.000000000e+00   5.459946126e-01   7.483842902e-01   0.000000000e+00   0.000000000e+00   5.493321630e-20   0.000000000e+00   2.516157098e-01   
1.088489669e+00   2.221407488e+00   4.110833402e-01   1.689895126e-01   3.448765563e-01   5.308962113e-01   3.637376464e-02   3.926784343e-01   3.228471248e-01     1.014254156e+00     1.240453323e-01    3.465598933e+02   -3.857555014e-07  5.836705337e-02   1.000000000e+00   7.446659228e-01   -4.159000493e+04  4.332361409e+02     2.625483843e+04     1.504213615e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.491388281e-01   2.439781106e-20   0.000000000e+00   2.342072869e-20   0.000000000e+00   5.508611719e-01   7.446659228e-01   1.291710476e-20   0.000000000e+00   1.705427994e-20   0.000000000e+00   2.553340772e-01   
1.165989669e+00   2.379570753e+00   3.797280564e-01   1.441933968e-01   2.942722385e-01   4.529969162e-01   2.866927309e-02   4.169625377e-01   3.166647481e-01     9.948316463e-01     1.317737816e-01    3.462047313e+02   -4.242658889e-07  6.235094961e-02   1.000000000e+00   7.403970477e-01   -4.421259185e+04  4.747376585e+02     2.885587102e+04     1.502990698e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.436206726e-01   5.998749890e-21   6.280978097e-20   0.000000000e+00   6.336799020e-22   5.563793274e-01   7.403970477e-01   3.197032835e-21   1.884625465e-20   0.000000000e+00   2.956286698e-22   2.596029523e-01   
1.265989669e+00   2.583652386e+00   3.360860307e-01   1.129538200e-01   2.305180001e-01   3.548548912e-01   1.987696198e-02   4.580894438e-01   3.079149257e-01     9.673432686e-01     1.448892327e-01    3.456732670e+02   -4.520495516e-07  6.912940146e-02   1.000000000e+00   7.339830553e-01   -4.866464340e+04  5.066988147e+02     3.330401195e+04     1.501457029e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.354650509e-01   5.649367457e-22   0.000000000e+00   1.832767757e-21   6.357784693e-22   5.645349491e-01   7.339830553e-01   3.040646911e-22   0.000000000e+00   1.356726381e-21   2.995451267e-22   2.660169447e-01   
1.365989669e+00   2.787734018e+00   2.874741852e-01   8.264140716e-02   1.686559330e-01   2.596256376e-01   1.243927811e-02   5.183550706e-01   2.980274031e-01     9.362807002e-01     1.641239276e-01    3.450331582e+02   -4.720115930e-07  7.908961664e-02   1.000000000e+00   7.262175189e-01   -5.519532119e+04  5.333337824e+02     3.984281991e+04     1.500029104e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.258024417e-01   0.000000000e+00   1.194413013e-19   0.000000000e+00   0.000000000e+00   5.741975583e-01   7.262175189e-01   0.000000000e+00   3.662334210e-20   0.000000000e+00   0.000000000e+00   2.737824811e-01   
1.465989669e+00   2.991815651e+00   2.310697445e-01   5.339322681e-02   1.089657690e-01   1.677397691e-01   6.459930930e-03   6.193678389e-01   2.862343365e-01     8.992316888e-01     1.963775189e-01    3.442123973e+02   -4.941296608e-07  9.583625273e-02   1.000000000e+00   7.161990622e-01   -6.614978900e+04  5.441390540e+02     5.081881861e+04     1.498799575e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.136665100e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   5.863334900e-01   7.161990622e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   2.838009378e-01   
1.563989669e+00   3.191815651e+00   1.612701451e-01   2.600805971e-02   5.307767288e-02   8.170672933e-02   2.196142683e-03   8.398152440e-01   2.708742526e-01     8.509765620e-01     2.667672662e-01    3.430307109e+02   -5.824286917e-07  1.325491728e-01   1.000000000e+00   7.016568921e-01   -9.007017161e+04  6.651623929e+02     7.471345158e+04     1.497982574e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.966810709e-01   1.457100133e-19   0.000000000e+00   1.591485635e-21   8.140385429e-21   6.033189291e-01   7.016568921e-01   8.230119772e-20   0.000000000e+00   1.236340645e-21   4.024871325e-21   2.983431079e-01   
1.603989669e+00   3.273448304e+00   1.238041257e-01   1.532746153e-02   3.128053373e-02   4.815264054e-02   9.935825933e-04   1.056225779e+00   2.615302181e-01     8.216214119e-01     3.359112023e-01    3.422569555e+02   -6.666884514e-07  1.688553010e-01   1.000000000e+00   6.920657733e-01   -1.135879200e+05  7.645411298e+02     9.820098059e+04     1.497918482e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.858669693e-01   1.050417658e-19   0.000000000e+00   0.000000000e+00   0.000000000e+00   6.141330307e-01   6.920657733e-01   6.015963885e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   3.079342267e-01   
