t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_C2H5OH(15)     
5.542013471e-06   2.983410657e-05   4.309995777e-01   1.857606360e-01   9.999980406e-01   5.835842494e-01   4.192076085e-02   -4.386309543e-01  -3.780995121e-01    -1.187834650e+00    1.477204327e-01    3.000000000e+02   3.082194531e-31   0.000000000e+00   1.000000000e+00   
6.273361571e-06   3.377114449e-05   4.309999015e-01   1.857609151e-01   9.999995431e-01   5.835851263e-01   4.192085533e-02   -4.558814896e-01  -3.929697543e-01    -1.234550893e+00    1.414744103e-01    3.000000000e+02   -1.239645780e-31  0.000000000e+00   1.000000000e+00   
6.931574862e-06   3.731447861e-05   4.310002060e-01   1.857611776e-01   1.000000956e+00   5.835859508e-01   4.192094416e-02   -4.752930325e-01  -4.097027898e-01    -1.287119275e+00    1.368711647e-01    3.000000000e+02   -3.173498554e-31  0.000000000e+00   1.000000000e+00   
7.352100019e-06   3.957827541e-05   4.310004070e-01   1.857613508e-01   1.000001889e+00   5.835864951e-01   4.192100282e-02   -4.869435151e-01  -4.197457064e-01    -1.318670028e+00    1.343296619e-01    3.000000000e+02   1.083308079e-26   0.000000000e+00   1.000000000e+00   
7.717774069e-06   4.154679437e-05   4.310005879e-01   1.857615068e-01   1.000002728e+00   5.835869851e-01   4.192105561e-02   -5.024048661e-01  -4.330735854e-01    -1.360540794e+00    1.323325537e-01    3.000000000e+02   -9.151732240e-27  0.000000000e+00   1.000000000e+00   
8.211434037e-06   4.420429497e-05   4.310008404e-01   1.857617244e-01   1.000003900e+00   5.835876688e-01   4.192112928e-02   -5.084720447e-01  -4.383037572e-01    -1.376971864e+00    1.298962571e-01    3.000000000e+02   3.270451140e-26   0.000000000e+00   1.000000000e+00   
8.833079922e-06   4.755077719e-05   4.310011633e-01   1.857620027e-01   1.000005398e+00   5.835885432e-01   4.192122350e-02   -5.272322781e-01  -4.544754504e-01    -1.427776736e+00    1.272177192e-01    3.000000000e+02   -6.181465249e-26  0.000000000e+00   1.000000000e+00   
9.015916947e-06   4.853503667e-05   4.310012603e-01   1.857620864e-01   1.000005848e+00   5.835888059e-01   4.192125181e-02   -5.337990268e-01  -4.601361066e-01    -1.445560212e+00    1.265008782e-01    3.000000000e+02   1.967356805e-28   0.000000000e+00   1.000000000e+00   
9.308456187e-06   5.010985184e-05   4.310014180e-01   1.857622223e-01   1.000006580e+00   5.835892329e-01   4.192129782e-02   -5.440544186e-01  -4.689764518e-01    -1.473332976e+00    1.254126202e-01    3.000000000e+02   6.842506572e-28   0.000000000e+00   1.000000000e+00   
9.637562833e-06   5.188151890e-05   4.310015989e-01   1.857623783e-01   1.000007420e+00   5.835897229e-01   4.192135061e-02   -5.552404639e-01  -4.786190555e-01    -1.503626109e+00    1.242690090e-01    3.000000000e+02   -5.269734976e-31  0.000000000e+00   1.000000000e+00   
1.000323688e-05   5.385003786e-05   4.310018042e-01   1.857625552e-01   1.000008372e+00   5.835902788e-01   4.192141051e-02   -5.672627404e-01  -4.889825291e-01    -1.536183921e+00    1.230896779e-01    3.000000000e+02   6.380704344e-33   0.000000000e+00   1.000000000e+00   
1.031405983e-05   5.552327897e-05   4.310019821e-01   1.857627086e-01   1.000009198e+00   5.835907605e-01   4.192146242e-02   -5.771660763e-01  -4.975194457e-01    -1.563003436e+00    1.221563306e-01    3.000000000e+02   -4.700583562e-28  0.000000000e+00   1.000000000e+00   
1.066145017e-05   5.739337198e-05   4.310021845e-01   1.857628831e-01   1.000010137e+00   5.835913088e-01   4.192152150e-02   -5.879084351e-01  -5.067796397e-01    -1.592095193e+00    1.211823843e-01    3.000000000e+02   -5.894519615e-26  0.000000000e+00   1.000000000e+00   
1.108197533e-05   5.965716878e-05   4.310024345e-01   1.857630985e-01   1.000011297e+00   5.835919856e-01   4.192159442e-02   -6.004925861e-01  -5.176275329e-01    -1.626174855e+00    1.200898055e-01    3.000000000e+02   -1.560941053e-26  0.000000000e+00   1.000000000e+00   
1.133794717e-05   6.103513205e-05   4.310025891e-01   1.857632319e-01   1.000012015e+00   5.835924045e-01   4.192163956e-02   -6.079342124e-01  -5.240424392e-01    -1.646327877e+00    1.194680790e-01    3.000000000e+02   -4.398918548e-31  0.000000000e+00   1.000000000e+00   
1.168533751e-05   6.290522506e-05   4.310028021e-01   1.857634154e-01   1.000013003e+00   5.835929813e-01   4.192170171e-02   -6.177806993e-01  -5.325304250e-01    -1.672993671e+00    1.186725756e-01    3.000000000e+02   3.470895773e-34   0.000000000e+00   1.000000000e+00   
1.205101156e-05   6.487374402e-05   4.310030299e-01   1.857636118e-01   1.000014060e+00   5.835935981e-01   4.192176817e-02   -6.278528065e-01  -5.412129238e-01    -1.700270546e+00    1.178892534e-01    3.000000000e+02   1.796474591e-26   0.000000000e+00   1.000000000e+00   
1.247153672e-05   6.713754082e-05   4.310032963e-01   1.857638414e-01   1.000015296e+00   5.835943196e-01   4.192184591e-02   -6.390766121e-01  -5.508882529e-01    -1.730666488e+00    1.170517337e-01    3.000000000e+02   -5.153706054e-31  0.000000000e+00   1.000000000e+00   
1.278235966e-05   6.881078194e-05   4.310034963e-01   1.857640138e-01   1.000016224e+00   5.835948611e-01   4.192190426e-02   -6.471310382e-01  -5.578314801e-01    -1.752479280e+00    1.164731625e-01    3.000000000e+02   3.580016864e-25   0.000000000e+00   1.000000000e+00   
1.312060816e-05   7.063166197e-05   4.310037167e-01   1.857642038e-01   1.000017247e+00   5.835954579e-01   4.192196856e-02   -6.556796703e-01  -5.652007497e-01    -1.775630523e+00    1.158784883e-01    3.000000000e+02   -7.274918603e-26  0.000000000e+00   1.000000000e+00   
1.338572185e-05   7.205883822e-05   4.310038914e-01   1.857643544e-01   1.000018058e+00   5.835959311e-01   4.192201956e-02   -6.622215583e-01  -5.708401372e-01    -1.793347182e+00    1.154366034e-01    3.000000000e+02   7.116415451e-31   0.000000000e+00   1.000000000e+00   
1.365997738e-05   7.353522744e-05   4.310040740e-01   1.857645118e-01   1.000018905e+00   5.835964255e-01   4.192207282e-02   -6.688511221e-01  -5.765551170e-01    -1.811301320e+00    1.150002473e-01    3.000000000e+02   8.718159211e-31   0.000000000e+00   1.000000000e+00   
1.387023996e-05   7.466712584e-05   4.310042151e-01   1.857646335e-01   1.000019560e+00   5.835968078e-01   4.192211401e-02   -6.738406389e-01  -5.808563114e-01    -1.824813921e+00    1.146790308e-01    3.000000000e+02   -4.079676629e-26  0.000000000e+00   1.000000000e+00   
1.408050254e-05   7.579902424e-05   4.310043573e-01   1.857647560e-01   1.000020220e+00   5.835971929e-01   4.192215551e-02   -6.787499974e-01  -5.850884128e-01    -1.838109460e+00    1.143689484e-01    3.000000000e+02   1.610905367e-30   0.000000000e+00   1.000000000e+00   
1.444617659e-05   7.776754320e-05   4.310046071e-01   1.857649713e-01   1.000021379e+00   5.835978692e-01   4.192222839e-02   -6.871010435e-01  -5.922874306e-01    -1.860725841e+00    1.138547254e-01    3.000000000e+02   -2.888362071e-27  0.000000000e+00   1.000000000e+00   
1.477528324e-05   7.953921026e-05   4.310048344e-01   1.857651673e-01   1.000022434e+00   5.835984849e-01   4.192229473e-02   -6.944190687e-01  -5.985959515e-01    -1.880544644e+00    1.134174174e-01    3.000000000e+02   1.834185160e-26   0.000000000e+00   1.000000000e+00   
1.512267358e-05   8.140930327e-05   4.310050770e-01   1.857653764e-01   1.000023560e+00   5.835991419e-01   4.192236552e-02   -7.019430067e-01  -6.050819994e-01    -1.900921164e+00    1.129803053e-01    3.000000000e+02   4.796589562e-25   0.000000000e+00   1.000000000e+00   
1.541521282e-05   8.298411843e-05   4.310052834e-01   1.857655543e-01   1.000024517e+00   5.835997006e-01   4.192242572e-02   -7.081250133e-01  -6.104112440e-01    -1.917663480e+00    1.126302568e-01    3.000000000e+02   -8.457650024e-25  0.000000000e+00   1.000000000e+00   
1.561633355e-05   8.406680386e-05   4.310054262e-01   1.857656774e-01   1.000025180e+00   5.836000875e-01   4.192246741e-02   -7.122965395e-01  -6.140073472e-01    -1.928960971e+00    1.123986313e-01    3.000000000e+02   -3.236442196e-25  0.000000000e+00   1.000000000e+00   
1.609170982e-05   8.662587851e-05   4.310057671e-01   1.857659713e-01   1.000026762e+00   5.836010107e-01   4.192256688e-02   -7.219070915e-01  -6.222922396e-01    -1.954988728e+00    1.118781414e-01    3.000000000e+02   2.240849210e-33   0.000000000e+00   1.000000000e+00   
1.667678830e-05   8.977550884e-05   4.310061586e-01   1.857663088e-01   1.000028579e+00   5.836020710e-01   4.192268113e-02   -6.703553906e-01  -5.778546036e-01    -1.815383778e+00    1.112400120e-01    3.000000000e+02   5.081842957e-25   0.000000000e+00   1.000000000e+00   
1.704246235e-05   9.174402780e-05   4.310064051e-01   1.857665212e-01   1.000029722e+00   5.836027383e-01   4.192275304e-02   -6.771879944e-01  -5.837447260e-01    -1.833888143e+00    1.108952364e-01    3.000000000e+02   3.394221385e-27   0.000000000e+00   1.000000000e+00   
1.737156899e-05   9.351569486e-05   4.310066289e-01   1.857667142e-01   1.000030761e+00   5.836033445e-01   4.192281836e-02   -6.831757371e-01  -5.889065429e-01    -1.850104469e+00    1.105996546e-01    3.000000000e+02   -2.193872508e-25  0.000000000e+00   1.000000000e+00   
1.764582453e-05   9.499208408e-05   4.310068170e-01   1.857668763e-01   1.000031634e+00   5.836038538e-01   4.192287323e-02   -6.880497585e-01  -5.931082727e-01    -1.863304592e+00    1.103634279e-01    3.000000000e+02   1.018265119e-23   0.000000000e+00   1.000000000e+00   
1.795664747e-05   9.666532519e-05   4.310070317e-01   1.857670614e-01   1.000032630e+00   5.836044353e-01   4.192293589e-02   -6.934495797e-01  -5.977632899e-01    -1.877928760e+00    1.101062353e-01    3.000000000e+02   3.318266132e-25   0.000000000e+00   1.000000000e+00   
1.821261931e-05   9.804328846e-05   4.310072098e-01   1.857672149e-01   1.000033456e+00   5.836049175e-01   4.192298785e-02   -6.977984318e-01  -6.015123102e-01    -1.889706655e+00    1.099024153e-01    3.000000000e+02   -9.477234387e-26  0.000000000e+00   1.000000000e+00   
1.854172595e-05   9.981495552e-05   4.310074403e-01   1.857674136e-01   1.000034526e+00   5.836055419e-01   4.192305513e-02   -7.032632254e-01  -6.062233654e-01    -1.904506871e+00    1.096504287e-01    3.000000000e+02   8.592061406e-28   0.000000000e+00   1.000000000e+00   
1.883426519e-05   1.013897707e-04   4.310076468e-01   1.857675916e-01   1.000035484e+00   5.836061010e-01   4.192311537e-02   -7.080037922e-01  -6.103100968e-01    -1.917345716e+00    1.094353976e-01    3.000000000e+02   2.245948939e-27   0.000000000e+00   1.000000000e+00   
1.916337184e-05   1.031614378e-04   4.310078807e-01   1.857677932e-01   1.000036570e+00   5.836067344e-01   4.192318362e-02   -7.132078918e-01  -6.147964439e-01    -1.931439991e+00    1.092030324e-01    3.000000000e+02   2.585889451e-31   0.000000000e+00   1.000000000e+00   
1.952904589e-05   1.051299567e-04   4.310081425e-01   1.857680189e-01   1.000037785e+00   5.836074435e-01   4.192326003e-02   -7.188334716e-01  -6.196461588e-01    -1.946675820e+00    1.089560546e-01    3.000000000e+02   3.481727014e-27   0.000000000e+00   1.000000000e+00   
1.978501772e-05   1.065079200e-04   4.310083270e-01   1.857681779e-01   1.000038641e+00   5.836079431e-01   4.192331386e-02   -7.226752665e-01  -6.229581152e-01    -1.957080638e+00    1.087897652e-01    3.000000000e+02   -1.497343458e-25  0.000000000e+00   1.000000000e+00   
2.015069177e-05   1.084764389e-04   4.310085923e-01   1.857684066e-01   1.000039872e+00   5.836086615e-01   4.192339127e-02   -7.280294183e-01  -6.275738695e-01    -1.971581458e+00    1.085612529e-01    3.000000000e+02   -1.196111173e-26  0.000000000e+00   1.000000000e+00   
2.040666361e-05   1.098544022e-04   4.310087791e-01   1.857685677e-01   1.000040739e+00   5.836091674e-01   4.192344579e-02   -7.316848727e-01  -6.307252074e-01    -1.981481678e+00    1.084072630e-01    3.000000000e+02   1.185751664e-25   0.000000000e+00   1.000000000e+00   
2.077233766e-05   1.118229212e-04   4.310090476e-01   1.857687991e-01   1.000041985e+00   5.836098946e-01   4.192352414e-02   -7.367791356e-01  -6.351169470e-01    -1.995278735e+00    1.081953953e-01    3.000000000e+02   -5.404132647e-27  0.000000000e+00   1.000000000e+00   
2.106487690e-05   1.133977363e-04   4.310092637e-01   1.857689854e-01   1.000042988e+00   5.836104799e-01   4.192358721e-02   -7.407473785e-01  -6.385379644e-01    -2.006026178e+00    1.080325081e-01    3.000000000e+02   -1.915336076e-25  0.000000000e+00   1.000000000e+00   
2.143055095e-05   1.153662553e-04   4.310095355e-01   1.857692197e-01   1.000044249e+00   5.836112159e-01   4.192366651e-02   -7.455787945e-01  -6.427031398e-01    -2.019111462e+00    1.078364861e-01    3.000000000e+02   3.328600999e-27   0.000000000e+00   1.000000000e+00   
2.175965759e-05   1.171379224e-04   4.310097816e-01   1.857694318e-01   1.000045391e+00   5.836118823e-01   4.192373832e-02   -7.498063220e-01  -6.463477182e-01    -2.030561243e+00    1.076670840e-01    3.000000000e+02   -1.350507340e-25  0.000000000e+00   1.000000000e+00   
2.208876424e-05   1.189095894e-04   4.310100290e-01   1.857696451e-01   1.000046539e+00   5.836125524e-01   4.192381053e-02   -7.539224395e-01  -6.498962651e-01    -2.041709332e+00    1.075039526e-01    3.000000000e+02   -4.404150446e-27  0.000000000e+00   1.000000000e+00   
2.274697753e-05   1.224529235e-04   4.310105074e-01   1.857700575e-01   1.000048759e+00   5.836138478e-01   4.192395010e-02   -6.962918042e-01  -6.002181676e-01    -1.885640986e+00    1.071463502e-01    3.000000000e+02   -2.803520514e-33  0.000000000e+00   1.000000000e+00   
2.314921898e-05   1.246182944e-04   4.310107884e-01   1.857702997e-01   1.000050063e+00   5.836146089e-01   4.192403211e-02   -7.009119205e-01  -6.042011989e-01    -1.898154048e+00    1.069691318e-01    3.000000000e+02   -6.257213347e-27  0.000000000e+00   1.000000000e+00   
2.388056708e-05   1.285553323e-04   4.310112983e-01   1.857707392e-01   1.000052429e+00   5.836159896e-01   4.192418089e-02   -6.958000058e-01  -5.997953277e-01    -1.884312595e+00    1.066557958e-01    3.000000000e+02   -1.336101920e-26  0.000000000e+00   1.000000000e+00   
2.420967373e-05   1.303269994e-04   4.310115274e-01   1.857709367e-01   1.000053492e+00   5.836166101e-01   4.192424775e-02   -6.976658418e-01  -6.014040402e-01    -1.889366514e+00    1.065256102e-01    3.000000000e+02   1.454848106e-25   0.000000000e+00   1.000000000e+00   
2.469419185e-05   1.329352870e-04   4.310118658e-01   1.857712284e-01   1.000055062e+00   5.836175265e-01   4.192434649e-02   -6.952175134e-01  -5.992939951e-01    -1.882737612e+00    1.063382791e-01    3.000000000e+02   1.198478391e-31   0.000000000e+00   1.000000000e+00   
2.495930553e-05   1.343624632e-04   4.310120505e-01   1.857713876e-01   1.000055919e+00   5.836180267e-01   4.192440039e-02   -6.978221229e-01  -6.015394881e-01    -1.889792037e+00    1.062425235e-01    3.000000000e+02   9.478088911e-33   0.000000000e+00   1.000000000e+00   
2.556266772e-05   1.376105195e-04   4.310124706e-01   1.857717498e-01   1.000057869e+00   5.836191644e-01   4.192452299e-02   -6.964921892e-01  -6.003936384e-01    -1.886192244e+00    1.060292152e-01    3.000000000e+02   -8.701449721e-26  0.000000000e+00   1.000000000e+00   
2.601976028e-05   1.400711682e-04   4.310127899e-01   1.857720251e-01   1.000059351e+00   5.836200292e-01   4.192461618e-02   -7.006391996e-01  -6.039689123e-01    -1.897424298e+00    1.058799345e-01    3.000000000e+02   -1.684099634e-26  0.000000000e+00   1.000000000e+00   
2.623459378e-05   1.412276731e-04   4.310129390e-01   1.857721536e-01   1.000060043e+00   5.836204329e-01   4.192465968e-02   -6.947063388e-01  -5.988548417e-01    -1.881357971e+00    1.058061884e-01    3.000000000e+02   7.674190720e-27   0.000000000e+00   1.000000000e+00   
2.637629248e-05   1.419904742e-04   4.310130375e-01   1.857722385e-01   1.000060500e+00   5.836206998e-01   4.192468843e-02   -6.959372243e-01  -5.999160340e-01    -1.884691805e+00    1.057622625e-01    3.000000000e+02   5.192260156e-31   0.000000000e+00   1.000000000e+00   
2.670539912e-05   1.437621413e-04   4.310132671e-01   1.857724364e-01   1.000061565e+00   5.836213214e-01   4.192475541e-02   -6.987397938e-01  -6.023322427e-01    -1.892282549e+00    1.056628050e-01    3.000000000e+02   9.055169010e-28   0.000000000e+00   1.000000000e+00   
2.701622206e-05   1.454353824e-04   4.310134833e-01   1.857726228e-01   1.000062569e+00   5.836219070e-01   4.192481851e-02   -6.930423781e-01  -5.974212189e-01    -1.876854112e+00    1.055653351e-01    3.000000000e+02   6.026622350e-26   0.000000000e+00   1.000000000e+00   
2.711678243e-05   1.459767251e-04   4.310135530e-01   1.857726829e-01   1.000062892e+00   5.836220958e-01   4.192483886e-02   -6.938617521e-01  -5.981276382e-01    -1.879073394e+00    1.055365142e-01    3.000000000e+02   -1.999817014e-26  0.000000000e+00   1.000000000e+00   
2.739103797e-05   1.474531143e-04   4.310137436e-01   1.857728472e-01   1.000063777e+00   5.836226120e-01   4.192489448e-02   -6.960626906e-01  -6.000251722e-01    -1.885034673e+00    1.054592211e-01    3.000000000e+02   3.103039691e-26   0.000000000e+00   1.000000000e+00   
2.790298164e-05   1.502090408e-04   4.310140998e-01   1.857731542e-01   1.000065429e+00   5.836235764e-01   4.192499840e-02   -6.912896150e-01  -5.959111422e-01    -1.872110066e+00    1.053138972e-01    3.000000000e+02   -1.294296344e-24  0.000000000e+00   1.000000000e+00   
2.830522309e-05   1.523744117e-04   4.310143785e-01   1.857733945e-01   1.000066723e+00   5.836243314e-01   4.192507975e-02   -6.942874579e-01  -5.984957543e-01    -1.880229865e+00    1.052096383e-01    3.000000000e+02   3.504185000e-25   0.000000000e+00   1.000000000e+00   
2.868918084e-05   1.544413566e-04   4.310146439e-01   1.857736233e-01   1.000067954e+00   5.836250501e-01   4.192515719e-02   -6.898530826e-01  -5.946735615e-01    -1.868222092e+00    1.051088410e-01    3.000000000e+02   -8.013390128e-27  0.000000000e+00   1.000000000e+00   
2.878974121e-05   1.549826993e-04   4.310147133e-01   1.857736831e-01   1.000068276e+00   5.836252381e-01   4.192517744e-02   -6.905642119e-01  -5.952866716e-01    -1.870148234e+00    1.050844878e-01    3.000000000e+02   -5.882402640e-27  0.000000000e+00   1.000000000e+00   
2.906399674e-05   1.564590885e-04   4.310149030e-01   1.857738466e-01   1.000069157e+00   5.836257517e-01   4.192523279e-02   -6.924733937e-01  -5.969327052e-01    -1.875319401e+00    1.050191577e-01    3.000000000e+02   -1.626353833e-25  0.000000000e+00   1.000000000e+00   
2.957594042e-05   1.592150151e-04   4.310152574e-01   1.857741522e-01   1.000070801e+00   5.836267116e-01   4.192533623e-02   -6.873732214e-01  -5.925366920e-01    -1.861508918e+00    1.048954273e-01    3.000000000e+02   9.538376805e-31   0.000000000e+00   1.000000000e+00   
2.994161447e-05   1.611835340e-04   4.310155093e-01   1.857743692e-01   1.000071970e+00   5.836273936e-01   4.192540972e-02   -6.897420231e-01  -5.945790187e-01    -1.867925077e+00    1.048150796e-01    3.000000000e+02   1.850008117e-30   0.000000000e+00   1.000000000e+00   
3.067296257e-05   1.651205719e-04   4.310160121e-01   1.857748027e-01   1.000074303e+00   5.836287553e-01   4.192555644e-02   -6.856266090e-01  -5.910320936e-01    -1.856782083e+00    1.046568342e-01    3.000000000e+02   -6.839097751e-26  0.000000000e+00   1.000000000e+00   
3.107520402e-05   1.672859428e-04   4.310162884e-01   1.857750408e-01   1.000075586e+00   5.836295035e-01   4.192563707e-02   -6.879949041e-01  -5.930740200e-01    -1.863196984e+00    1.045782415e-01    3.000000000e+02   -4.060542685e-25  0.000000000e+00   1.000000000e+00   
3.151401288e-05   1.696481655e-04   4.310165891e-01   1.857753001e-01   1.000076981e+00   5.836303179e-01   4.192572482e-02   -6.828107943e-01  -5.886055591e-01    -1.849158900e+00    1.044901103e-01    3.000000000e+02   1.313082741e-27   0.000000000e+00   1.000000000e+00   
3.161457324e-05   1.701895083e-04   4.310166578e-01   1.857753593e-01   1.000077300e+00   5.836305039e-01   4.192574486e-02   -6.833691934e-01  -5.890870115e-01    -1.850671428e+00    1.044718050e-01    3.000000000e+02   7.617603692e-27   0.000000000e+00   1.000000000e+00   
3.229107024e-05   1.738312683e-04   4.310171199e-01   1.857757576e-01   1.000079444e+00   5.836317553e-01   4.192587971e-02   -6.715892238e-01  -5.789329059e-01    -1.818771364e+00    1.043421108e-01    3.000000000e+02   6.198397971e-26   0.000000000e+00   1.000000000e+00   
3.291271612e-05   1.771777506e-04   4.310175430e-01   1.857761224e-01   1.000081408e+00   5.836329014e-01   4.192600320e-02   -6.815221538e-01  -5.874960085e-01    -1.845673144e+00    1.042451020e-01    3.000000000e+02   -9.149014694e-31  0.000000000e+00   1.000000000e+00   
3.353436201e-05   1.805242328e-04   4.310179647e-01   1.857764859e-01   1.000083365e+00   5.836340434e-01   4.192612626e-02   -6.755291281e-01  -5.823303798e-01    -1.829444843e+00    1.041432251e-01    3.000000000e+02   -1.082969758e-25  0.000000000e+00   1.000000000e+00   
3.386346865e-05   1.822958999e-04   4.310181877e-01   1.857766781e-01   1.000084399e+00   5.836346472e-01   4.192619132e-02   -6.781398006e-01  -5.845811757e-01    -1.836515927e+00    1.040962272e-01    3.000000000e+02   1.707734827e-25   0.000000000e+00   1.000000000e+00   
3.426571011e-05   1.844612707e-04   4.310184609e-01   1.857769136e-01   1.000085667e+00   5.836353870e-01   4.192627103e-02   -6.799394215e-01  -5.861328859e-01    -1.841390768e+00    1.040402060e-01    3.000000000e+02   4.012402011e-25   0.000000000e+00   1.000000000e+00   
3.499705821e-05   1.883983086e-04   4.310189546e-01   1.857773392e-01   1.000087958e+00   5.836367240e-01   4.192641510e-02   -6.744562272e-01  -5.814068359e-01    -1.826543444e+00    1.039383875e-01    3.000000000e+02   7.560744404e-28   0.000000000e+00   1.000000000e+00   
3.613064776e-05   1.945007174e-04   4.310197152e-01   1.857779949e-01   1.000091488e+00   5.836387839e-01   4.192663707e-02   -6.687813471e-01  -5.765158915e-01    -1.811178089e+00    1.037981496e-01    3.000000000e+02   -3.240299525e-26  0.000000000e+00   1.000000000e+00   
3.642318700e-05   1.960755326e-04   4.310199110e-01   1.857781637e-01   1.000092397e+00   5.836393142e-01   4.192669421e-02   -6.698606257e-01  -5.774465346e-01    -1.814101791e+00    1.037670883e-01    3.000000000e+02   -4.594314421e-25  0.000000000e+00   1.000000000e+00   
3.726423732e-05   2.006031262e-04   4.310204731e-01   1.857786482e-01   1.000095005e+00   5.836408364e-01   4.192685824e-02   -6.659139462e-01  -5.740450882e-01    -1.803415832e+00    1.036792008e-01    3.000000000e+02   -7.073578235e-26  0.000000000e+00   1.000000000e+00   
3.781274839e-05   2.035559046e-04   4.310208383e-01   1.857789630e-01   1.000096700e+00   5.836418254e-01   4.192696480e-02   -6.649660579e-01  -5.732284554e-01    -1.800850304e+00    1.036280728e-01    3.000000000e+02   2.001240827e-26   0.000000000e+00   1.000000000e+00   
3.861723130e-05   2.078866463e-04   4.310213721e-01   1.857794232e-01   1.000099177e+00   5.836432710e-01   4.192712058e-02   -6.625679404e-01  -5.711618855e-01    -1.794357984e+00    1.035595845e-01    3.000000000e+02   -8.396836850e-26  0.000000000e+00   1.000000000e+00   
3.871779167e-05   2.084279890e-04   4.310214387e-01   1.857794806e-01   1.000099486e+00   5.836434515e-01   4.192714003e-02   -6.628690654e-01  -5.714215565e-01    -1.795173764e+00    1.035521266e-01    3.000000000e+02   1.273313892e-27   0.000000000e+00   1.000000000e+00   
3.895547980e-05   2.097075263e-04   4.310215964e-01   1.857796165e-01   1.000100218e+00   5.836438785e-01   4.192718603e-02   -6.635708124e-01  -5.720267017e-01    -1.797074884e+00    1.035347825e-01    3.000000000e+02   -3.095401530e-27  0.000000000e+00   1.000000000e+00   
3.979653012e-05   2.142351199e-04   4.310221530e-01   1.857800964e-01   1.000102801e+00   5.836453861e-01   4.192734848e-02   -6.634873851e-01  -5.719555225e-01    -1.796851268e+00    1.034775059e-01    3.000000000e+02   -4.270370422e-26  0.000000000e+00   1.000000000e+00   
4.125922632e-05   2.221091958e-04   4.310231133e-01   1.857809242e-01   1.000107257e+00   5.836479865e-01   4.192762870e-02   -6.548315747e-01  -5.644950879e-01    -1.773413621e+00    1.033914352e-01    3.000000000e+02   3.088351414e-31   0.000000000e+00   1.000000000e+00   
