t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    TMax[K](6)        DTMax[mm](7)      DTMax/D[-](8)     OHMax[-](9)       DOHMax[mm](10)    DOHMax/D[-](11)    fvMax[-](12)      DfvMax[mm](13)    DfvMax/D[-](14)    
9.473728039e-06   2.749442939e-05   5.870021933e-01   3.445715749e-01   1.000007473e+00   2.699833289e+03   2.019704988e+00   3.440711144e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.756700631e-06   2.831566575e-05   5.870023046e-01   3.445717056e-01   1.000007852e+00   2.699796059e+03   2.019704988e+00   3.440710492e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.026605130e-05   2.979389120e-05   5.870025077e-01   3.445719440e-01   1.000008544e+00   2.699714008e+03   2.019704988e+00   3.440709301e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.083199648e-05   3.143636393e-05   5.870027369e-01   3.445722132e-01   1.000009325e+00   2.699597305e+03   2.008801169e+00   3.422132544e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.134134715e-05   3.291458939e-05   5.870029473e-01   3.445724601e-01   1.000010042e+00   2.699467712e+03   2.008801169e+00   3.422131318e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.187899508e-05   3.447493848e-05   5.870031735e-01   3.445727257e-01   1.000010813e+00   2.699301246e+03   2.010572701e+00   3.425147924e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.252983204e-05   3.636378212e-05   5.870034532e-01   3.445730541e-01   1.000011766e+00   2.699055885e+03   2.008301708e+00   3.421277502e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.292599367e-05   3.751351303e-05   5.870036268e-01   3.445732579e-01   1.000012357e+00   2.698880977e+03   2.006918043e+00   3.418919325e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.318066900e-05   3.825262575e-05   5.870037398e-01   3.445733906e-01   1.000012742e+00   2.698757526e+03   2.006025370e+00   3.417397937e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.369001967e-05   3.973085121e-05   5.870039691e-01   3.445736597e-01   1.000013523e+00   2.698483497e+03   2.008801169e+00   3.422125361e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.411447856e-05   4.096270575e-05   5.870041633e-01   3.445738877e-01   1.000014185e+00   2.698227945e+03   1.997897351e+00   3.403548860e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.448234293e-05   4.203031303e-05   5.870043340e-01   3.445740882e-01   1.000014767e+00   2.697988558e+03   2.001501400e+00   3.409687602e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.485020730e-05   4.309792030e-05   5.870045069e-01   3.445742912e-01   1.000015356e+00   2.697726197e+03   2.000222199e+00   3.407507396e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.526051756e-05   4.428871303e-05   5.870047023e-01   3.445745205e-01   1.000016022e+00   2.697410482e+03   1.998808026e+00   3.405097128e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.558593604e-05   4.523313485e-05   5.870048593e-01   3.445747048e-01   1.000016556e+00   2.697141848e+03   1.997690079e+00   3.403191723e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.591135452e-05   4.617755667e-05   5.870050180e-01   3.445748911e-01   1.000017097e+00   2.696855945e+03   1.996568921e+00   3.401280841e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.629336752e-05   4.728622576e-05   5.870052064e-01   3.445751124e-01   1.000017739e+00   2.696499504e+03   1.995260412e+00   3.399050621e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.641363087e-05   4.763525121e-05   5.870052662e-01   3.445751826e-01   1.000017943e+00   2.696382414e+03   1.994848861e+00   3.398349172e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.666830621e-05   4.837436394e-05   5.870053937e-01   3.445753323e-01   1.000018377e+00   2.696126384e+03   1.993976088e+00   3.396861612e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.719180550e-05   4.989365121e-05   5.870056589e-01   3.445756436e-01   1.000019281e+00   2.695563810e+03   1.987182253e+00   3.385286365e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.754552125e-05   5.092019667e-05   5.870058405e-01   3.445758567e-01   1.000019899e+00   2.695165503e+03   1.990994214e+00   3.391779223e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.802657465e-05   5.231629849e-05   5.870060905e-01   3.445761503e-01   1.000020751e+00   2.694585651e+03   1.989369536e+00   3.389010043e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.842273628e-05   5.346602940e-05   5.870062992e-01   3.445763952e-01   1.000021462e+00   2.694079512e+03   1.988035197e+00   3.386735713e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.851470238e-05   5.373293121e-05   5.870063479e-01   3.445764525e-01   1.000021628e+00   2.693958317e+03   1.987725963e+00   3.386208633e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.871278319e-05   5.430779667e-05   5.870064534e-01   3.445765763e-01   1.000021988e+00   2.693692796e+03   1.987061781e+00   3.385076551e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.908064756e-05   5.537540394e-05   5.870066508e-01   3.445768081e-01   1.000022660e+00   2.693182567e+03   1.985830866e+00   3.382978478e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.942021467e-05   5.636088758e-05   5.870068349e-01   3.445770242e-01   1.000023288e+00   2.692691651e+03   1.984696900e+00   3.381045640e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.998615986e-05   5.800336031e-05   5.870071454e-01   3.445773888e-01   1.000024346e+00   2.691831968e+03   1.982815908e+00   3.377839476e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.026913245e-05   5.882459667e-05   5.870073025e-01   3.445775732e-01   1.000024881e+00   2.691375501e+03   1.987182253e+00   3.385276886e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.089167215e-05   6.063131667e-05   5.870076520e-01   3.445779835e-01   1.000026072e+00   2.690347229e+03   1.979822663e+00   3.372737401e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.117464475e-05   6.145255304e-05   5.870078126e-01   3.445781721e-01   1.000026619e+00   2.689856600e+03   1.978893360e+00   3.371153360e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.174058993e-05   6.309502576e-05   5.870081372e-01   3.445785532e-01   1.000027725e+00   2.688837766e+03   1.977043090e+00   3.367999461e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.186792760e-05   6.346458213e-05   5.870082109e-01   3.445786396e-01   1.000027976e+00   2.688601534e+03   1.976627866e+00   3.367291682e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.229238649e-05   6.469643667e-05   5.870084579e-01   3.445789297e-01   1.000028818e+00   2.687795510e+03   1.975246178e+00   3.364936486e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.294322345e-05   6.658528031e-05   5.870088414e-01   3.445793799e-01   1.000030124e+00   2.686506002e+03   1.973139235e+00   3.361345002e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.322619604e-05   6.740651667e-05   5.870090099e-01   3.445795777e-01   1.000030698e+00   2.685925564e+03   1.972228113e+00   3.359791894e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.384873575e-05   6.921323668e-05   5.870093840e-01   3.445800169e-01   1.000031973e+00   2.684607141e+03   1.970235433e+00   3.356395122e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.416000560e-05   7.011659668e-05   5.870095729e-01   3.445802387e-01   1.000032617e+00   2.683926498e+03   1.969243910e+00   3.354704932e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.507966653e-05   7.278561486e-05   5.870101379e-01   3.445809020e-01   1.000034542e+00   2.681834938e+03   1.966333266e+00   3.349743282e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.543338227e-05   7.381216031e-05   5.870103579e-01   3.445811603e-01   1.000035291e+00   2.680998788e+03   1.965220635e+00   3.347846607e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.625400279e-05   7.619374577e-05   5.870108740e-01   3.445817661e-01   1.000037050e+00   2.678992895e+03   1.962654340e+00   3.343471862e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.696143427e-05   7.824683668e-05   5.870113250e-01   3.445822957e-01   1.000038586e+00   2.677182725e+03   1.955407356e+00   3.331123733e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.731515001e-05   7.927338213e-05   5.870115526e-01   3.445825629e-01   1.000039362e+00   2.676267213e+03   1.959370650e+00   3.337874086e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.740357894e-05   7.953001850e-05   5.870116097e-01   3.445826299e-01   1.000039556e+00   2.676033710e+03   1.959099192e+00   3.337411322e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.768655154e-05   8.035125486e-05   5.870117930e-01   3.445828451e-01   1.000040181e+00   2.675279960e+03   1.958232241e+00   3.335933390e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.833738850e-05   8.224009850e-05   5.870122179e-01   3.445833439e-01   1.000041629e+00   2.673508929e+03   1.956247886e+00   3.332550545e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
2.890333369e-05   8.388257123e-05   5.870125909e-01   3.445837819e-01   1.000042900e+00   2.671926891e+03   1.954532355e+00   3.329625949e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.003522406e-05   8.716751668e-05   5.870133468e-01   3.445846693e-01   1.000045475e+00   2.668653747e+03   1.951136116e+00   3.323836036e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.054457472e-05   8.864574214e-05   5.870136911e-01   3.445850735e-01   1.000046648e+00   2.667133955e+03   1.949622032e+00   3.321254787e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.116711443e-05   9.045246214e-05   5.870141152e-01   3.445855715e-01   1.000048093e+00   2.665239767e+03   1.947786359e+00   3.318125252e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.178965413e-05   9.225918214e-05   5.870145430e-01   3.445860737e-01   1.000049551e+00   2.663306271e+03   1.945964102e+00   3.315018555e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.229900480e-05   9.373740759e-05   5.870148957e-01   3.445864878e-01   1.000050753e+00   2.661695403e+03   1.944482200e+00   3.312492093e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.354408421e-05   9.735084760e-05   5.870157675e-01   3.445875113e-01   1.000053723e+00   2.657655673e+03   1.940897923e+00   3.306381243e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.416662391e-05   9.915756760e-05   5.870162086e-01   3.445880291e-01   1.000055226e+00   2.655583215e+03   1.939126234e+00   3.303360633e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.541170332e-05   1.027710076e-04   5.870171004e-01   3.445890761e-01   1.000058264e+00   2.651340912e+03   1.935625266e+00   3.297391618e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.548952078e-05   1.029968476e-04   5.870171565e-01   3.445891421e-01   1.000058456e+00   2.651071594e+03   1.935408090e+00   3.297021336e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.567345297e-05   1.035306512e-04   5.870172895e-01   3.445892982e-01   1.000058909e+00   2.650433235e+03   1.934895648e+00   3.296147631e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.618280363e-05   1.050088767e-04   5.870176592e-01   3.445897322e-01   1.000060168e+00   2.648651779e+03   1.933482075e+00   3.293737496e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.748447756e-05   1.087865640e-04   5.870186132e-01   3.445908522e-01   1.000063419e+00   2.644012814e+03   1.929907285e+00   3.287642404e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.779574741e-05   1.096899240e-04   5.870188433e-01   3.445911224e-01   1.000064203e+00   2.642885372e+03   1.929061041e+00   3.286199520e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.807872000e-05   1.105111603e-04   5.870190532e-01   3.445913688e-01   1.000064918e+00   2.641855253e+03   1.928295404e+00   3.284894065e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
3.853147615e-05   1.118251385e-04   5.870193902e-01   3.445917645e-01   1.000066067e+00   2.640196058e+03   1.927075243e+00   3.282813609e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.011612267e-05   1.164240621e-04   5.870205820e-01   3.445931637e-01   1.000070127e+00   2.634288634e+03   1.922851978e+00   3.275612537e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.042739252e-05   1.173274221e-04   5.870208184e-01   3.445934412e-01   1.000070933e+00   2.633110659e+03   1.922030624e+00   3.274212028e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.099333771e-05   1.189698949e-04   5.870212499e-01   3.445939478e-01   1.000072403e+00   2.630956237e+03   1.920545187e+00   3.271679156e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.164417467e-05   1.208587385e-04   5.870217489e-01   3.445945337e-01   1.000074103e+00   2.628457788e+03   1.918849328e+00   3.268787455e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.390795541e-05   1.274286294e-04   5.870235085e-01   3.445965996e-01   1.000080099e+00   2.619608744e+03   1.913045855e+00   3.258891386e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.450927217e-05   1.291737567e-04   5.870239820e-01   3.445971554e-01   1.000081712e+00   2.617220765e+03   1.911525764e+00   3.256299270e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.486298791e-05   1.302003022e-04   5.870242617e-01   3.445974838e-01   1.000082665e+00   2.615809526e+03   1.910635681e+00   3.254781456e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.712676865e-05   1.367701931e-04   5.870260724e-01   3.445996097e-01   1.000088835e+00   2.606672741e+03   1.905016765e+00   3.245199582e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.876800969e-05   1.415333640e-04   5.870274077e-01   3.446011774e-01   1.000093384e+00   2.599949613e+03   1.901009995e+00   3.238366676e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
4.927736036e-05   1.430115894e-04   5.870278259e-01   3.446016684e-01   1.000094809e+00   2.597848827e+03   1.899776559e+00   3.236263215e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
5.018287266e-05   1.456395458e-04   5.870285740e-01   3.446025467e-01   1.000097358e+00   2.594099443e+03   1.897598729e+00   3.232549169e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
5.312578762e-05   1.541804040e-04   5.870310456e-01   3.446054485e-01   1.000105780e+00   2.581808279e+03   1.890605055e+00   3.220621922e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
5.991712984e-05   1.738900767e-04   5.870369998e-01   3.446124392e-01   1.000126068e+00   2.553129711e+03   1.874789282e+00   3.193647560e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
7.214154585e-05   2.093674876e-04   5.870488075e-01   3.446263024e-01   1.000166302e+00   2.502245883e+03   1.845662740e+00   3.143968127e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.549785222e-05   2.481298440e-04   5.870641848e-01   3.446443571e-01   1.000218700e+00   2.451068384e+03   1.806322196e+00   3.076873438e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.595281910e-05   2.494502381e-04   5.870647765e-01   3.446450518e-01   1.000220716e+00   2.449455848e+03   1.804671114e+00   3.074057900e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.595768269e-05   2.494643531e-04   5.870647828e-01   3.446450592e-01   1.000220737e+00   2.449438662e+03   1.804653317e+00   3.074027551e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.598951710e-05   2.495567422e-04   5.870648244e-01   3.446451081e-01   1.000220879e+00   2.449326204e+03   1.804536740e+00   3.073828758e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.622296949e-05   2.502342622e-04   5.870651296e-01   3.446454664e-01   1.000221919e+00   2.448503050e+03   1.803675258e+00   3.072359721e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.701529275e-05   2.525337240e-04   5.870661739e-01   3.446466925e-01   1.000225477e+00   2.445731065e+03   1.800682677e+00   3.067256736e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
8.888291187e-05   2.579538840e-04   5.870686890e-01   3.446496457e-01   1.000234048e+00   2.439333393e+03   1.793214485e+00   3.054522440e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.131647616e-05   2.650165168e-04   5.870720733e-01   3.446536193e-01   1.000245580e+00   2.431310255e+03   1.782415214e+00   3.036109695e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.162774601e-05   2.659198768e-04   5.870725147e-01   3.446541376e-01   1.000247084e+00   2.430311621e+03   1.780933273e+00   3.033583123e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.349536513e-05   2.713400368e-04   5.870752037e-01   3.446572948e-01   1.000256247e+00   2.424461177e+03   1.771484293e+00   3.017474220e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.389152676e-05   2.724897677e-04   5.870757825e-01   3.446579744e-01   1.000258220e+00   2.423253619e+03   1.769348856e+00   3.013833834e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.437258016e-05   2.738858695e-04   5.870764881e-01   3.446588029e-01   1.000260624e+00   2.421802544e+03   1.766679288e+00   3.009282988e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.508001165e-05   2.759389604e-04   5.870775331e-01   3.446600298e-01   1.000264185e+00   2.419702249e+03   1.762601891e+00   3.002332387e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.632509105e-05   2.795524004e-04   5.870793902e-01   3.446622104e-01   1.000270513e+00   2.428779562e+03   9.486305636e-01   1.615847157e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.660806365e-05   2.803736368e-04   5.870798151e-01   3.446627093e-01   1.000271961e+00   2.432187822e+03   9.486913431e-01   1.615949516e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.711741431e-05   2.818518622e-04   5.870805823e-01   3.446636101e-01   1.000274575e+00   2.438278560e+03   9.488300143e-01   1.616183609e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.870206083e-05   2.864507859e-04   5.870829876e-01   3.446664344e-01   1.000282772e+00   2.456836203e+03   9.495165570e-01   1.617346401e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
9.915481698e-05   2.877647640e-04   5.870836793e-01   3.446672465e-01   1.000285129e+00   2.462033536e+03   9.497880969e-01   1.617807019e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.000886265e-04   2.904748440e-04   5.870851100e-01   3.446689264e-01   1.000290004e+00   2.472586195e+03   9.504194968e-01   1.618878559e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.010507334e-04   2.932670477e-04   5.870865892e-01   3.446706632e-01   1.000295045e+00   2.483231283e+03   9.512069742e-01   1.620215811e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
1.019562456e-04   2.958950040e-04   5.870879845e-01   3.446723016e-01   1.000299799e+00   2.493025251e+03   9.520464581e-01   1.621641872e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00    0.000000000e+00   0.000000000e+00   0.000000000e+00    
