t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_C2H5OH(15)     
1.292599367e-05   3.751351303e-05   5.870036268e-01   3.445732579e-01   1.000012357e+00   1.082508816e+00   1.059061001e-01   -4.408510082e-01  -5.175622814e-01    -1.625969861e+00    1.155953591e-01    3.000000000e+02   -3.496001114e-27  0.000000000e+00   1.000000000e+00   
1.318066900e-05   3.825262575e-05   5.870037398e-01   3.445733906e-01   1.000012742e+00   1.082509232e+00   1.059061613e-01   -4.460324894e-01  -5.236454787e-01    -1.645080789e+00    1.149483045e-01    3.000000000e+02   -5.999490600e-26  0.000000000e+00   1.000000000e+00   
1.369001967e-05   3.973085121e-05   5.870039691e-01   3.445736597e-01   1.000013523e+00   1.082510078e+00   1.059062854e-01   -4.537491928e-01  -5.327051543e-01    -1.673542599e+00    1.137248656e-01    3.000000000e+02   -1.081315663e-31  0.000000000e+00   1.000000000e+00   
1.411447856e-05   4.096270575e-05   5.870041633e-01   3.445738877e-01   1.000014185e+00   1.082510794e+00   1.059063905e-01   -4.607435273e-01  -5.409167375e-01    -1.699340049e+00    1.127770844e-01    3.000000000e+02   -5.683566248e-28  0.000000000e+00   1.000000000e+00   
1.448234293e-05   4.203031303e-05   5.870043340e-01   3.445740882e-01   1.000014767e+00   1.082511424e+00   1.059064829e-01   -4.664298964e-01  -5.475927414e-01    -1.720313334e+00    1.120020424e-01    3.000000000e+02   7.999111302e-27   0.000000000e+00   1.000000000e+00   
1.485020730e-05   4.309792030e-05   5.870045069e-01   3.445742912e-01   1.000015356e+00   1.082512062e+00   1.059065765e-01   -4.726261475e-01  -5.548673573e-01    -1.743167213e+00    1.112702501e-01    3.000000000e+02   1.865596266e-26   0.000000000e+00   1.000000000e+00   
1.526051756e-05   4.428871303e-05   5.870047023e-01   3.445745205e-01   1.000016022e+00   1.082512782e+00   1.059066823e-01   -4.794560317e-01  -5.628858903e-01    -1.768358178e+00    1.104979853e-01    3.000000000e+02   1.003107495e-24   0.000000000e+00   1.000000000e+00   
1.558593604e-05   4.523313485e-05   5.870048593e-01   3.445747048e-01   1.000016556e+00   1.082513361e+00   1.059067672e-01   -4.851469817e-01  -5.695672714e-01    -1.789348356e+00    1.099180388e-01    3.000000000e+02   -7.378886279e-28  0.000000000e+00   1.000000000e+00   
1.591135452e-05   4.617755667e-05   5.870050180e-01   3.445748911e-01   1.000017097e+00   1.082513947e+00   1.059068531e-01   -4.901022357e-01  -5.753849433e-01    -1.807625111e+00    1.093654906e-01    3.000000000e+02   1.784894194e-31   0.000000000e+00   1.000000000e+00   
1.629336752e-05   4.728622576e-05   5.870052064e-01   3.445751124e-01   1.000017739e+00   1.082514642e+00   1.059069551e-01   -4.961019311e-01  -5.824288330e-01    -1.829754143e+00    1.087489726e-01    3.000000000e+02   2.593547858e-26   0.000000000e+00   1.000000000e+00   
1.641363087e-05   4.763525121e-05   5.870052662e-01   3.445751826e-01   1.000017943e+00   1.082514862e+00   1.059069875e-01   -4.981018996e-01  -5.847768764e-01    -1.837130739e+00    1.085620056e-01    3.000000000e+02   -1.298643978e-28  0.000000000e+00   1.000000000e+00   
1.666830621e-05   4.837436394e-05   5.870053937e-01   3.445753323e-01   1.000018377e+00   1.082515332e+00   1.059070565e-01   -5.022953458e-01  -5.897001545e-01    -1.852597673e+00    1.081770952e-01    3.000000000e+02   -6.620465397e-31  0.000000000e+00   1.000000000e+00   
1.719180550e-05   4.989365121e-05   5.870056589e-01   3.445756436e-01   1.000019281e+00   1.082516310e+00   1.059072000e-01   -5.104758405e-01  -5.993044141e-01    -1.882770345e+00    1.074283460e-01    3.000000000e+02   -5.399863407e-27  0.000000000e+00   1.000000000e+00   
1.754552125e-05   5.092019667e-05   5.870058405e-01   3.445758567e-01   1.000019899e+00   1.082516980e+00   1.059072983e-01   -5.160737200e-01  -6.058765755e-01    -1.903417399e+00    1.069532643e-01    3.000000000e+02   -4.096606649e-27  0.000000000e+00   1.000000000e+00   
1.802657465e-05   5.231629849e-05   5.870060905e-01   3.445761503e-01   1.000020751e+00   1.082517902e+00   1.059074336e-01   -5.234898701e-01  -6.145834841e-01    -1.930770959e+00    1.063447605e-01    3.000000000e+02   6.889503127e-26   0.000000000e+00   1.000000000e+00   
1.842273628e-05   5.346602940e-05   5.870062992e-01   3.445763952e-01   1.000021462e+00   1.082518672e+00   1.059075466e-01   -5.295649867e-01  -6.217159660e-01    -1.953178311e+00    1.058745877e-01    3.000000000e+02   4.049402786e-26   0.000000000e+00   1.000000000e+00   
1.851470238e-05   5.373293121e-05   5.870063479e-01   3.445764525e-01   1.000021628e+00   1.082518852e+00   1.059075730e-01   -5.309503425e-01  -6.233424429e-01    -1.958288039e+00    1.057692475e-01    3.000000000e+02   -2.145244614e-28  0.000000000e+00   1.000000000e+00   
1.871278319e-05   5.430779667e-05   5.870064534e-01   3.445765763e-01   1.000021988e+00   1.082519241e+00   1.059076300e-01   -5.339164863e-01  -6.268248461e-01    -1.969228332e+00    1.055469081e-01    3.000000000e+02   -3.632653439e-28  0.000000000e+00   1.000000000e+00   
1.908064756e-05   5.537540394e-05   5.870066508e-01   3.445768081e-01   1.000022660e+00   1.082519969e+00   1.059077369e-01   -5.393599174e-01  -6.332157173e-01    -1.989305846e+00    1.051506123e-01    3.000000000e+02   9.285012592e-27   0.000000000e+00   1.000000000e+00   
1.942021467e-05   5.636088758e-05   5.870068349e-01   3.445770242e-01   1.000023288e+00   1.082520648e+00   1.059078365e-01   -5.445058976e-01  -6.392573671e-01    -2.008286248e+00    1.048034161e-01    3.000000000e+02   -7.534473106e-27  0.000000000e+00   1.000000000e+00   
1.998615986e-05   5.800336031e-05   5.870071454e-01   3.445773888e-01   1.000024346e+00   1.082521793e+00   1.059080046e-01   -5.528408097e-01  -6.490430112e-01    -2.039028756e+00    1.042615541e-01    3.000000000e+02   5.723229012e-26   0.000000000e+00   1.000000000e+00   
2.026913245e-05   5.882459667e-05   5.870073025e-01   3.445775732e-01   1.000024881e+00   1.082522372e+00   1.059080896e-01   -5.568255448e-01  -6.537213220e-01    -2.053726103e+00    1.040074081e-01    3.000000000e+02   -7.905845394e-26  0.000000000e+00   1.000000000e+00   
2.089167215e-05   6.063131667e-05   5.870076520e-01   3.445779835e-01   1.000026072e+00   1.082523662e+00   1.059082788e-01   -5.657211254e-01  -6.641652590e-01    -2.086536699e+00    1.034843232e-01    3.000000000e+02   2.419729786e-27   0.000000000e+00   1.000000000e+00   
2.117464475e-05   6.145255304e-05   5.870078126e-01   3.445781721e-01   1.000026619e+00   1.082524254e+00   1.059083658e-01   -5.695747068e-01  -6.686896055e-01    -2.100750352e+00    1.032620561e-01    3.000000000e+02   -3.079538866e-25  0.000000000e+00   1.000000000e+00   
2.174058993e-05   6.309502576e-05   5.870081372e-01   3.445785532e-01   1.000027725e+00   1.082525451e+00   1.059085414e-01   -5.774222899e-01  -6.779031656e-01    -2.129695605e+00    1.028451497e-01    3.000000000e+02   8.110224430e-25   0.000000000e+00   1.000000000e+00   
2.186792760e-05   6.346458213e-05   5.870082109e-01   3.445786396e-01   1.000027976e+00   1.082525723e+00   1.059085813e-01   -5.791094551e-01  -6.798840103e-01    -2.135918612e+00    1.027562236e-01    3.000000000e+02   4.167143984e-26   0.000000000e+00   1.000000000e+00   
2.229238649e-05   6.469643667e-05   5.870084579e-01   3.445789297e-01   1.000028818e+00   1.082526634e+00   1.059087150e-01   -5.846794125e-01  -6.864235206e-01    -2.156463090e+00    1.024722285e-01    3.000000000e+02   1.025226335e-29   0.000000000e+00   1.000000000e+00   
2.294322345e-05   6.658528031e-05   5.870088414e-01   3.445793799e-01   1.000030124e+00   1.082528049e+00   1.059089226e-01   -5.933432641e-01  -6.965954841e-01    -2.188419255e+00    1.020725955e-01    3.000000000e+02   -2.838583595e-25  0.000000000e+00   1.000000000e+00   
2.322619604e-05   6.740651667e-05   5.870090099e-01   3.445795777e-01   1.000030698e+00   1.082528670e+00   1.059090138e-01   -5.969324326e-01  -7.008094324e-01    -2.201657764e+00    1.019114046e-01    3.000000000e+02   -8.010176062e-27  0.000000000e+00   1.000000000e+00   
2.384873575e-05   6.921323668e-05   5.870093840e-01   3.445800169e-01   1.000031973e+00   1.082530050e+00   1.059092163e-01   -6.048577923e-01  -7.101144002e-01    -2.230890183e+00    1.015819011e-01    3.000000000e+02   1.407682323e-29   0.000000000e+00   1.000000000e+00   
2.416000560e-05   7.011659668e-05   5.870095729e-01   3.445802387e-01   1.000032617e+00   1.082530746e+00   1.059093185e-01   -6.086903028e-01  -7.146140693e-01    -2.245026310e+00    1.014297522e-01    3.000000000e+02   2.555188444e-29   0.000000000e+00   1.000000000e+00   
2.507966653e-05   7.278561486e-05   5.870101379e-01   3.445809020e-01   1.000034542e+00   1.082532830e+00   1.059096243e-01   -6.198591518e-01  -7.277272124e-01    -2.286222464e+00    1.010259277e-01    3.000000000e+02   -3.258279885e-27  0.000000000e+00   1.000000000e+00   
2.543338227e-05   7.381216031e-05   5.870103579e-01   3.445811603e-01   1.000035291e+00   1.082533642e+00   1.059097434e-01   -6.240468002e-01  -7.326438710e-01    -2.301668603e+00    1.008878990e-01    3.000000000e+02   -2.844458805e-27  0.000000000e+00   1.000000000e+00   
2.625400279e-05   7.619374577e-05   5.870108740e-01   3.445817661e-01   1.000037050e+00   1.082535545e+00   1.059100227e-01   -6.334651092e-01  -7.437018147e-01    -2.336408158e+00    1.006019806e-01    3.000000000e+02   3.484627761e-31   0.000000000e+00   1.000000000e+00   
2.696143427e-05   7.824683668e-05   5.870113250e-01   3.445822957e-01   1.000038586e+00   1.082537209e+00   1.059102669e-01   -6.417143434e-01  -7.533871740e-01    -2.366835611e+00    1.003920726e-01    3.000000000e+02   1.164305274e-25   0.000000000e+00   1.000000000e+00   
2.731515001e-05   7.927338213e-05   5.870115526e-01   3.445825629e-01   1.000039362e+00   1.082538048e+00   1.059103901e-01   -6.451939953e-01  -7.574726578e-01    -2.379670537e+00    1.002986376e-01    3.000000000e+02   7.017286006e-28   0.000000000e+00   1.000000000e+00   
2.740357894e-05   7.953001850e-05   5.870116097e-01   3.445826299e-01   1.000039556e+00   1.082538259e+00   1.059104210e-01   -6.461770148e-01  -7.586268192e-01    -2.383296442e+00    1.002765325e-01    3.000000000e+02   -7.336994090e-29  0.000000000e+00   1.000000000e+00   
2.768655154e-05   8.035125486e-05   5.870117930e-01   3.445828451e-01   1.000040181e+00   1.082538935e+00   1.059105202e-01   -6.493059178e-01  -7.623004620e-01    -2.394837531e+00    1.002088826e-01    3.000000000e+02   2.893681986e-26   0.000000000e+00   1.000000000e+00   
2.833738850e-05   8.224009850e-05   5.870122179e-01   3.445833439e-01   1.000041629e+00   1.082540502e+00   1.059107501e-01   -6.562896440e-01  -7.705000790e-01    -2.420597388e+00    1.000708100e-01    3.000000000e+02   -9.423369735e-26  0.000000000e+00   1.000000000e+00   
2.890333369e-05   8.388257123e-05   5.870125909e-01   3.445837819e-01   1.000042900e+00   1.082541878e+00   1.059109521e-01   -6.619554762e-01  -7.771523983e-01    -2.441496265e+00    9.996967046e-02    3.000000000e+02   -7.817457410e-32  0.000000000e+00   1.000000000e+00   
3.003522406e-05   8.716751668e-05   5.870133468e-01   3.445846693e-01   1.000045475e+00   1.082544666e+00   1.059113612e-01   -6.732546639e-01  -7.904189470e-01    -2.483174357e+00    9.981739811e-02    3.000000000e+02   1.466075446e-24   0.000000000e+00   1.000000000e+00   
3.054457472e-05   8.864574214e-05   5.870136911e-01   3.445850735e-01   1.000046648e+00   1.082545935e+00   1.059115475e-01   -6.783060792e-01  -7.963499104e-01    -2.501807028e+00    9.976939085e-02    3.000000000e+02   1.091475381e-24   0.000000000e+00   1.000000000e+00   
3.116711443e-05   9.045246214e-05   5.870141152e-01   3.445855715e-01   1.000048093e+00   1.082547500e+00   1.059117771e-01   -6.842315958e-01  -8.033072097e-01    -2.523664028e+00    9.972692519e-02    3.000000000e+02   2.986007218e-25   0.000000000e+00   1.000000000e+00   
3.178965413e-05   9.225918214e-05   5.870145430e-01   3.445860737e-01   1.000049551e+00   1.082549078e+00   1.059120087e-01   -6.900258310e-01  -8.101103956e-01    -2.545036867e+00    9.970167145e-02    3.000000000e+02   9.471990228e-26   0.000000000e+00   1.000000000e+00   
3.229900480e-05   9.373740759e-05   5.870148957e-01   3.445864878e-01   1.000050753e+00   1.082550378e+00   1.059121996e-01   -6.947839112e-01  -8.156970104e-01    -2.562587735e+00    9.969299611e-02    3.000000000e+02   2.221467819e-30   0.000000000e+00   1.000000000e+00   
3.354408421e-05   9.735084760e-05   5.870157675e-01   3.445875113e-01   1.000053723e+00   1.082553594e+00   1.059126715e-01   -7.056845809e-01  -8.284959518e-01    -2.602796796e+00    9.971622419e-02    3.000000000e+02   -8.265328307e-26  0.000000000e+00   1.000000000e+00   
3.416662391e-05   9.915756760e-05   5.870162086e-01   3.445880291e-01   1.000055226e+00   1.082555221e+00   1.059129102e-01   -7.111911944e-01  -8.349615169e-01    -2.623108968e+00    9.975013205e-02    3.000000000e+02   -1.498654344e-30  0.000000000e+00   1.000000000e+00   
3.541170332e-05   1.027710076e-04   5.870171004e-01   3.445890761e-01   1.000058264e+00   1.082558510e+00   1.059133929e-01   -7.214607854e-01  -8.470196365e-01    -2.660990668e+00    9.986018669e-02    3.000000000e+02   -8.069799776e-34  0.000000000e+00   1.000000000e+00   
3.548952078e-05   1.029968476e-04   5.870171565e-01   3.445891421e-01   1.000058456e+00   1.082558717e+00   1.059134233e-01   -7.220235133e-01  -8.476803794e-01    -2.663066453e+00    9.986883904e-02    3.000000000e+02   4.904800465e-28   0.000000000e+00   1.000000000e+00   
3.567345297e-05   1.035306512e-04   5.870172895e-01   3.445892982e-01   1.000058909e+00   1.082559208e+00   1.059134953e-01   -7.236567041e-01  -8.495979940e-01    -2.669090816e+00    9.989030059e-02    3.000000000e+02   -1.919051694e-28  0.000000000e+00   1.000000000e+00   
3.618280363e-05   1.050088767e-04   5.870176592e-01   3.445897322e-01   1.000060168e+00   1.082560571e+00   1.059136954e-01   -7.277313141e-01  -8.543822650e-01    -2.684121047e+00    9.995528345e-02    3.000000000e+02   4.277985366e-26   0.000000000e+00   1.000000000e+00   
3.748447756e-05   1.087865640e-04   5.870186132e-01   3.445908522e-01   1.000063419e+00   1.082564090e+00   1.059142118e-01   -7.380425570e-01  -8.664894365e-01    -2.722156848e+00    1.001602291e-01    3.000000000e+02   3.822560399e-27   0.000000000e+00   1.000000000e+00   
3.779574741e-05   1.096899240e-04   5.870188433e-01   3.445911224e-01   1.000064203e+00   1.082564939e+00   1.059143363e-01   -7.403912448e-01  -8.692472242e-01    -2.730820694e+00    1.002170760e-01    3.000000000e+02   -2.459665950e-27  0.000000000e+00   1.000000000e+00   
3.807872000e-05   1.105111603e-04   5.870190532e-01   3.445913688e-01   1.000064918e+00   1.082565713e+00   1.059144499e-01   -7.427582575e-01  -8.720264981e-01    -2.739552040e+00    1.002716831e-01    3.000000000e+02   1.915291143e-27   0.000000000e+00   1.000000000e+00   
3.853147615e-05   1.118251385e-04   5.870193902e-01   3.445917645e-01   1.000066067e+00   1.082566956e+00   1.059146324e-01   -7.462086706e-01  -8.760779176e-01    -2.752279950e+00    1.003638968e-01    3.000000000e+02   -2.890401046e-27  0.000000000e+00   1.000000000e+00   
4.011612267e-05   1.164240621e-04   5.870205820e-01   3.445931637e-01   1.000070127e+00   1.082571352e+00   1.059152775e-01   -7.579506963e-01  -8.898653178e-01    -2.795594345e+00    1.007347367e-01    3.000000000e+02   1.286823703e-24   0.000000000e+00   1.000000000e+00   
4.042739252e-05   1.173274221e-04   5.870208184e-01   3.445934412e-01   1.000070933e+00   1.082572223e+00   1.059154054e-01   -7.602742656e-01  -8.925936432e-01    -2.804165632e+00    1.008163609e-01    3.000000000e+02   2.378845339e-25   0.000000000e+00   1.000000000e+00   
4.099333771e-05   1.189698949e-04   5.870212499e-01   3.445939478e-01   1.000072403e+00   1.082573815e+00   1.059156390e-01   -7.643377220e-01  -8.973649698e-01    -2.819155197e+00    1.009719593e-01    3.000000000e+02   -3.746109178e-28  0.000000000e+00   1.000000000e+00   
4.164417467e-05   1.208587385e-04   5.870217489e-01   3.445945337e-01   1.000074103e+00   1.082575656e+00   1.059159091e-01   -7.692051066e-01  -9.030802539e-01    -2.837110291e+00    1.011621748e-01    3.000000000e+02   -5.934279575e-26  0.000000000e+00   1.000000000e+00   
4.390795541e-05   1.274286294e-04   5.870235085e-01   3.445965996e-01   1.000080099e+00   1.082582146e+00   1.059168616e-01   -7.852561399e-01  -9.219276287e-01    -2.896321065e+00    1.019150370e-01    3.000000000e+02   -2.500983408e-25  0.000000000e+00   1.000000000e+00   
4.450927217e-05   1.291737567e-04   5.870239820e-01   3.445971554e-01   1.000081712e+00   1.082583892e+00   1.059171179e-01   -7.894501314e-01  -9.268523195e-01    -2.911792438e+00    1.021391117e-01    3.000000000e+02   -8.398929779e-28  0.000000000e+00   1.000000000e+00   
4.486298791e-05   1.302003022e-04   5.870242617e-01   3.445974838e-01   1.000082665e+00   1.082584924e+00   1.059172693e-01   -7.919759029e-01  -9.298181393e-01    -2.921109836e+00    1.022755096e-01    3.000000000e+02   8.480764926e-28   0.000000000e+00   1.000000000e+00   
4.712676865e-05   1.367701931e-04   5.870260724e-01   3.445996097e-01   1.000088835e+00   1.082591602e+00   1.059182494e-01   -8.077184430e-01  -9.483035704e-01    -2.979183530e+00    1.032289864e-01    3.000000000e+02   -2.277106059e-25  0.000000000e+00   1.000000000e+00   
4.876800969e-05   1.415333640e-04   5.870274077e-01   3.446011774e-01   1.000093384e+00   1.082596527e+00   1.059189722e-01   -8.193256724e-01  -9.619332510e-01    -3.022002435e+00    1.040082352e-01    3.000000000e+02   2.396188677e-25   0.000000000e+00   1.000000000e+00   
4.927736036e-05   1.430115894e-04   5.870278259e-01   3.446016684e-01   1.000094809e+00   1.082598070e+00   1.059191985e-01   -8.227501221e-01  -9.659544309e-01    -3.034635344e+00    1.042652922e-01    3.000000000e+02   -1.063256621e-27  0.000000000e+00   1.000000000e+00   
5.018287266e-05   1.456395458e-04   5.870285740e-01   3.446025467e-01   1.000097358e+00   1.082600829e+00   1.059196035e-01   -8.295900374e-01  -9.739861133e-01    -3.059867618e+00    1.047409140e-01    3.000000000e+02   -8.344912920e-25  0.000000000e+00   1.000000000e+00   
5.312578762e-05   1.541804040e-04   5.870310456e-01   3.446054485e-01   1.000105780e+00   1.082609945e+00   1.059209414e-01   -8.503187366e-01  -9.983269941e-01    -3.136336751e+00    1.064488942e-01    3.000000000e+02   7.202654000e-25   0.000000000e+00   1.000000000e+00   
5.991712984e-05   1.738900767e-04   5.870369998e-01   3.446124392e-01   1.000126068e+00   1.082631907e+00   1.059241645e-01   -9.051658921e-01  -1.062731739e+00    -3.338670225e+00    1.114458731e-01    3.000000000e+02   -1.311783069e-25  0.000000000e+00   1.000000000e+00   
7.214154585e-05   2.093674876e-04   5.870488075e-01   3.446263024e-01   1.000166302e+00   1.082675460e+00   1.059305563e-01   -1.038235537e+00  -1.218989868e+00    -3.829569615e+00    1.254163900e-01    3.000000000e+02   -6.352113580e-23  0.000000000e+00   1.000000000e+00   
8.549785222e-05   2.481298440e-04   5.870641848e-01   3.446443571e-01   1.000218700e+00   1.082732180e+00   1.059388808e-01   -1.293942913e+00  -1.519255083e+00    -4.772880606e+00    1.527784251e-01    3.000000000e+02   3.940702312e-25   0.000000000e+00   1.000000000e+00   
8.595281910e-05   2.494502381e-04   5.870647765e-01   3.446450518e-01   1.000220716e+00   1.082734363e+00   1.059392011e-01   -1.306392986e+00  -1.533874613e+00    -4.818809214e+00    1.540126293e-01    3.000000000e+02   -7.011354572e-30  0.000000000e+00   1.000000000e+00   
8.595768269e-05   2.494643531e-04   5.870647828e-01   3.446450592e-01   1.000220737e+00   1.082734386e+00   1.059392045e-01   -1.306426020e+00  -1.533913416e+00    -4.818931118e+00    1.540258768e-01    3.000000000e+02   5.272993532e-30   0.000000000e+00   1.000000000e+00   
8.598951710e-05   2.495567422e-04   5.870648244e-01   3.446451081e-01   1.000220879e+00   1.082734540e+00   1.059392271e-01   -1.306642322e+00  -1.534167491e+00    -4.819729319e+00    1.541126413e-01    3.000000000e+02   2.027976000e-27   0.000000000e+00   1.000000000e+00   
8.622296949e-05   2.502342622e-04   5.870651296e-01   3.446454664e-01   1.000221919e+00   1.082735665e+00   1.059393923e-01   -1.308230569e+00  -1.536033097e+00    -4.825590294e+00    1.547521486e-01    3.000000000e+02   1.804151562e-28   0.000000000e+00   1.000000000e+00   
8.701529275e-05   2.525337240e-04   5.870661739e-01   3.446466925e-01   1.000225477e+00   1.082739517e+00   1.059399576e-01   -1.327142100e+00  -1.558240470e+00    -4.895356813e+00    1.569709338e-01    3.000000000e+02   8.855445955e-26   0.000000000e+00   1.000000000e+00   
8.888291187e-05   2.579538840e-04   5.870686890e-01   3.446496457e-01   1.000234048e+00   1.082748795e+00   1.059413193e-01   -1.366495995e+00  -1.604454025e+00    -5.040540978e+00    1.624413994e-01    3.000000000e+02   9.298574811e-26   0.000000000e+00   1.000000000e+00   
9.131647616e-05   2.650165168e-04   5.870720733e-01   3.446536193e-01   1.000245580e+00   1.082761278e+00   1.059431514e-01   -1.416987718e+00  -1.663747835e+00    -5.226817975e+00    1.700454097e-01    3.000000000e+02   1.186869203e-32   0.000000000e+00   1.000000000e+00   
9.162774601e-05   2.659198768e-04   5.870725147e-01   3.446541376e-01   1.000247084e+00   1.082762907e+00   1.059433904e-01   -1.419176449e+00  -1.666318974e+00    -5.234895447e+00    1.710512462e-01    3.000000000e+02   1.111748139e-26   0.000000000e+00   1.000000000e+00   
9.349536513e-05   2.713400368e-04   5.870752037e-01   3.446572948e-01   1.000256247e+00   1.082772825e+00   1.059448462e-01   -1.456661947e+00  -1.710340218e+00    -5.373192265e+00    1.772468467e-01    3.000000000e+02   -5.061355684e-26  0.000000000e+00   1.000000000e+00   
9.389152676e-05   2.724897677e-04   5.870757825e-01   3.446579744e-01   1.000258220e+00   1.082774960e+00   1.059451595e-01   -1.464037791e+00  -1.719002264e+00    -5.400404883e+00    1.785876633e-01    3.000000000e+02   -5.937598628e-27  0.000000000e+00   1.000000000e+00   
9.437258016e-05   2.738858695e-04   5.870764881e-01   3.446588029e-01   1.000260624e+00   1.082777563e+00   1.059455415e-01   -1.472512593e+00  -1.728955044e+00    -5.431672464e+00    1.802296748e-01    3.000000000e+02   1.727520285e-27   0.000000000e+00   1.000000000e+00   
