t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_NC7H16(15)     
2.988911602e-01   6.099819596e-01   6.889907188e-01   4.747082106e-01   9.687922665e-01   1.491339827e+00   1.712532165e-01   5.268060494e-02   7.259289573e-02     2.280573079e-01     2.028648203e-02    3.095361126e+02   8.209975709e-22   0.000000000e+00   1.000000000e+00   
3.988911602e-01   8.140635923e-01   6.832671105e-01   4.668539443e-01   9.527631516e-01   1.466664922e+00   1.670206505e-01   6.160478540e-02   8.418504743e-02     2.644751266e-01     2.256264562e-02    3.138608060e+02   -7.282224003e-22  0.000000000e+00   1.000000000e+00   
4.868911602e-01   9.936554290e-01   6.775347456e-01   4.590533316e-01   9.368435338e-01   1.442158574e+00   1.628520904e-01   6.853770602e-02   9.287335443e-02     2.917702480e-01     2.434152599e-02    3.170615853e+02   9.127226099e-22   0.000000000e+00   1.000000000e+00   
5.828911602e-01   1.189573796e+00   6.706298888e-01   4.497444478e-01   9.178458118e-01   1.412913853e+00   1.579237100e-01   7.516997575e-02   1.008224650e-01     3.167431152e-01     2.605368581e-02    3.199438039e+02   -3.300384844e-22  0.000000000e+00   1.000000000e+00   
6.808911602e-01   1.389573796e+00   6.629715605e-01   4.395312900e-01   8.970026327e-01   1.380828272e+00   1.525749790e-01   8.098407747e-02   1.073802804e-01     3.373451002e-01     2.756757179e-02    3.223139633e+02   -8.089071607e-22  0.000000000e+00   1.000000000e+00   
7.728911602e-01   1.577328898e+00   6.552988986e-01   4.294166465e-01   8.763605031e-01   1.349052182e+00   1.473387349e-01   8.569583515e-02   1.123127728e-01     3.528409819e-01     2.880544989e-02    3.240940424e+02   -6.294697902e-23  0.000000000e+00   1.000000000e+00   
8.728911602e-01   1.781410531e+00   6.465034250e-01   4.179666786e-01   8.529932216e-01   1.313081047e+00   1.414852324e-01   9.010515771e-02   1.165065861e-01     3.660162351e-01     2.997925478e-02    3.256238394e+02   -1.281063221e-22  0.000000000e+00   1.000000000e+00   
9.728911602e-01   1.985492164e+00   6.372985866e-01   4.061494885e-01   8.288765072e-01   1.275956249e+00   1.355275191e-01   9.390096119e-02   1.196858997e-01     3.760043432e-01     3.100611395e-02    3.268084096e+02   1.020401897e-23   0.000000000e+00   1.000000000e+00   
1.072891160e+00   2.189573796e+00   6.277396176e-01   3.940570275e-01   8.041980153e-01   1.237966663e+00   1.295201199e-01   9.720617159e-02   1.220403300e-01     3.834010040e-01     3.191709166e-02    3.277155593e+02   3.291001185e-24   0.000000000e+00   1.000000000e+00   
1.172891160e+00   2.393655429e+00   6.178700352e-01   3.817633804e-01   7.791089395e-01   1.199345031e+00   1.235065594e-01   1.001302634e-01   1.237349788e-01     3.887249003e-01     3.273980840e-02    3.284020802e+02   -2.514388719e-23  0.000000000e+00   1.000000000e+00   
1.272891160e+00   2.597737062e+00   6.077230950e-01   3.693273602e-01   7.537293065e-01   1.160276121e+00   1.175210993e-01   1.027678848e-01   1.249088340e-01     3.924126752e-01     3.349826644e-02    3.289147608e+02   -2.312042306e-22  0.000000000e+00   1.000000000e+00   
1.372891160e+00   2.801818694e+00   5.973232813e-01   3.567951023e-01   7.281532701e-01   1.120904872e+00   1.115904294e-01   1.052008125e-01   1.256777891e-01     3.948284188e-01     3.421286458e-02    3.292916847e+02   -1.871035670e-23  0.000000000e+00   1.000000000e+00   
1.472891160e+00   3.005900327e+00   5.866875015e-01   3.442022245e-01   7.024535193e-01   1.081343180e+00   1.057350881e-01   1.074993228e-01   1.261370183e-01     3.962711299e-01     3.490165840e-02    3.295632771e+02   1.821461252e-20   0.000000000e+00   1.000000000e+00   
1.572891160e+00   3.209981960e+00   5.758232477e-01   3.315724126e-01   6.766783931e-01   1.041665456e+00   9.996919762e-02   1.097128675e-01   1.263504394e-01     3.969416121e-01     3.557685726e-02    3.297529001e+02   4.380646086e-22   0.000000000e+00   1.000000000e+00   
1.672891160e+00   3.414063592e+00   5.647404093e-01   3.189317299e-01   6.508810815e-01   1.001953580e+00   9.430727912e-02   1.118979867e-01   1.263866297e-01     3.970553072e-01     3.625368640e-02    3.298811905e+02   -1.229873366e-21  0.000000000e+00   1.000000000e+00   
1.766891160e+00   3.605900327e+00   5.541230341e-01   3.070523370e-01   6.266374224e-01   9.646333661e-01   8.908759461e-02   1.139638067e-01   1.262999407e-01     3.967829658e-01     3.690112033e-02    3.299586367e+02   -1.501566190e-21  0.000000000e+00   1.000000000e+00   
1.860891160e+00   3.797737062e+00   5.433077699e-01   2.951833329e-01   6.024149651e-01   9.273457900e-01   8.397236219e-02   1.160655030e-01   1.261185792e-01     3.962132018e-01     3.756593340e-02    3.300036897e+02   1.936284246e-22   0.000000000e+00   1.000000000e+00   
1.954891160e+00   3.989573796e+00   5.322905856e-01   2.833332675e-01   5.782311582e-01   8.901177118e-01   7.896687968e-02   1.182334946e-01   1.258691522e-01     3.954296038e-01     3.825645500e-02    3.300239392e+02   1.132196187e-21   0.000000000e+00   1.000000000e+00   
2.048891160e+00   4.181410531e+00   5.210642146e-01   2.715079158e-01   5.540977873e-01   8.529672736e-01   7.407512042e-02   1.204930696e-01   1.255692534e-01     3.944874439e-01     3.898000817e-02    3.300250178e+02   -4.143238596e-23  0.000000000e+00   1.000000000e+00   
2.148891160e+00   4.385492164e+00   5.088846641e-01   2.589636014e-01   5.284971457e-01   8.135581477e-01   6.900121079e-02   1.230187866e-01   1.252047478e-01     3.933423160e-01     3.979192875e-02    3.300100304e+02   -1.560279635e-22  0.000000000e+00   1.000000000e+00   
2.248891160e+00   4.589573796e+00   4.964474916e-01   2.464601119e-01   5.029798202e-01   7.742772769e-01   6.406466865e-02   1.256995923e-01   1.248064946e-01     3.920911664e-01     4.065621375e-02    3.299819151e+02   7.276586531e-24   0.000000000e+00   1.000000000e+00   
2.348891160e+00   4.793655429e+00   4.837359530e-01   2.340004722e-01   4.775519842e-01   7.351341645e-01   5.926847095e-02   1.285627711e-01   1.243808692e-01     3.907540248e-01     4.158119203e-02    3.299432913e+02   8.478889047e-24   0.000000000e+00   1.000000000e+00   
2.448891160e+00   4.997737062e+00   4.707276907e-01   2.215845588e-01   4.522133853e-01   6.961284220e-01   5.461448742e-02   1.316392378e-01   1.239324688e-01     3.893453336e-01     4.257652515e-02    3.298959401e+02   6.055578076e-24   0.000000000e+00   1.000000000e+00   
2.548891160e+00   5.201818694e+00   4.573996917e-01   2.092144779e-01   4.269683223e-01   6.572666669e-01   5.010559513e-02   1.349633778e-01   1.234644148e-01     3.878748986e-01     4.365307738e-02    3.298411416e+02   1.919202232e-24   0.000000000e+00   1.000000000e+00   
2.648891160e+00   5.405900327e+00   4.437252551e-01   1.968921020e-01   4.018206163e-01   6.185547811e-01   4.574472967e-02   1.385748574e-01   1.229783279e-01     3.863478114e-01     4.482351451e-02    3.297796754e+02   1.351820454e-25   0.000000000e+00   1.000000000e+00   
2.748891160e+00   5.609981960e+00   4.296733660e-01   1.846192015e-01   3.767738806e-01   5.799983271e-01   4.153497225e-02   1.425205303e-01   1.224745520e-01     3.847651527e-01     4.610290936e-02    3.297119272e+02   -3.048011089e-24  0.000000000e+00   1.000000000e+00   
2.848891160e+00   5.814063592e+00   4.152032892e-01   1.723937714e-01   3.518240232e-01   5.415910056e-01   3.747839449e-02   1.468538107e-01   1.219483705e-01     3.831121049e-01     4.750941158e-02    3.296378997e+02   2.389986382e-22   0.000000000e+00   1.000000000e+00   
2.948891160e+00   6.018145225e+00   4.002523913e-01   1.602019767e-01   3.269428096e-01   5.032893531e-01   3.357379452e-02   1.516754845e-01   1.214169507e-01     3.814426004e-01     4.907291118e-02    3.295572323e+02   2.741615440e-22   0.000000000e+00   1.000000000e+00   
3.048891160e+00   6.222226858e+00   3.848098887e-01   1.480786504e-01   3.022013274e-01   4.652028003e-01   2.983577297e-02   1.570224542e-01   1.208475862e-01     3.796538891e-01     5.080822007e-02    3.294698793e+02   3.070239882e-23   0.000000000e+00   1.000000000e+00   
3.148891160e+00   6.426308490e+00   3.688127171e-01   1.360228203e-01   2.775975924e-01   4.273282929e-01   2.626735146e-02   1.630380626e-01   1.202610217e-01     3.778111423e-01     5.276082085e-02    3.293749961e+02   -1.101970332e-23  0.000000000e+00   1.000000000e+00   
3.248891160e+00   6.630390123e+00   3.521746554e-01   1.240269879e-01   2.531163019e-01   3.896422741e-01   2.287035560e-02   1.698678238e-01   1.196462847e-01     3.758798889e-01     5.497807089e-02    3.292714014e+02   2.606556794e-23   0.000000000e+00   1.000000000e+00   
3.348891160e+00   6.834471756e+00   3.348047069e-01   1.120941918e-01   2.287636567e-01   3.521542894e-01   1.965048561e-02   1.777136301e-01   1.189987197e-01     3.738455034e-01     5.752556043e-02    3.291576784e+02   2.430172013e-22   0.000000000e+00   1.000000000e+00   
3.448891160e+00   7.038553388e+00   3.165738161e-01   1.002189810e-01   2.045285327e-01   3.148472145e-01   1.661206403e-02   1.868521422e-01   1.183049914e-01     3.716660919e-01     6.049355413e-02    3.290316978e+02   -1.372756711e-21  0.000000000e+00   1.000000000e+00   
3.542891160e+00   7.230390123e+00   2.984982900e-01   8.910122912e-02   1.818392431e-01   2.799197668e-01   1.392592862e-02   1.969741010e-01   1.175928646e-01     3.694288796e-01     6.378243643e-02    3.288995262e+02   8.350332664e-21   0.000000000e+00   1.000000000e+00   
3.597891160e+00   7.342635021e+00   2.874537173e-01   8.262963959e-02   1.686319175e-01   2.595886687e-01   1.243662130e-02   2.038219517e-01   1.171787554e-01     3.681279170e-01     6.600533682e-02    3.288149499e+02   -2.058227334e-21  0.000000000e+00   1.000000000e+00   
3.697891160e+00   7.546716653e+00   2.663530143e-01   7.094392821e-02   1.447835270e-01   2.228769237e-01   9.893990072e-03   2.184230130e-01   1.163552558e-01     3.655408168e-01     7.074899864e-02    3.286443225e+02   -9.845498584e-23  0.000000000e+00   1.000000000e+00   
3.797891160e+00   7.750798286e+00   2.436247602e-01   5.935302378e-02   1.211286200e-01   1.864630235e-01   7.571168230e-03   2.369007532e-01   1.154297784e-01     3.626333438e-01     7.675333647e-02    3.284451218e+02   2.590502155e-22   0.000000000e+00   1.000000000e+00   
3.897891160e+00   7.954879919e+00   2.187312088e-01   4.784334172e-02   9.763947289e-02   1.503042909e-01   5.479373205e-03   2.614663785e-01   1.143817141e-01     3.593407527e-01     8.473799399e-02    3.282045787e+02   7.953690231e-22   0.000000000e+00   1.000000000e+00   
3.997891160e+00   8.158961551e+00   1.909588248e-01   3.646527277e-02   7.441892403e-02   1.145590331e-01   3.646009721e-03   2.961753165e-01   1.131145808e-01     3.553599359e-01     9.602266181e-02    3.279022419e+02   4.191459934e-22   0.000000000e+00   1.000000000e+00   
4.082891160e+00   8.332430939e+00   1.639627153e-01   2.688377200e-02   5.486484081e-02   8.445786061e-02   2.307990025e-03   3.408860321e-01   1.117851989e-01     3.511835595e-01     1.105649381e-01    3.275608021e+02   7.898042650e-21   0.000000000e+00   1.000000000e+00   
4.182891160e+00   8.536512572e+00   1.256130859e-01   1.577864736e-02   3.220132114e-02   4.957008263e-02   1.037775175e-03   4.361787566e-01   1.095795193e-01     3.442542128e-01     1.415762435e-01    3.269575212e+02   -8.176340334e-21  0.000000000e+00   1.000000000e+00   
4.232891160e+00   8.638553388e+00   1.016436653e-01   1.033143470e-02   2.108456062e-02   3.245715936e-02   5.498441073e-04   5.305563390e-01   1.078553819e-01     3.388376755e-01     1.723090678e-01    3.264650292e+02   5.946154989e-21   0.000000000e+00   1.000000000e+00   
