t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_C2H5OH(15)     
2.425624488e-05   1.075069025e-04   4.750100484e-01   2.256345461e-01   1.000042310e+00   7.088518325e-01   5.611862388e-02   -6.165192236e-01  -5.857056525e-01    -1.840048575e+00    9.831752507e-02    3.000000000e+02   3.168518571e-32   0.000000000e+00   1.000000000e+00   
2.485531138e-05   1.101620449e-04   4.750104184e-01   2.256348976e-01   1.000043867e+00   7.088529366e-01   5.611875499e-02   -6.169986774e-01  -5.861615997e-01    -1.841480976e+00    9.802838340e-02    3.000000000e+02   -5.100962353e-25  0.000000000e+00   1.000000000e+00   
2.506124049e-05   1.110747501e-04   4.750105457e-01   2.256350185e-01   1.000044403e+00   7.088533165e-01   5.611880011e-02   -6.190947352e-01  -5.881530560e-01    -1.847737320e+00    9.793421917e-02    3.000000000e+02   1.040666923e-31   0.000000000e+00   1.000000000e+00   
2.547309871e-05   1.129001605e-04   4.750108015e-01   2.256352616e-01   1.000045481e+00   7.088540801e-01   5.611889080e-02   -6.232015492e-01  -5.920549348e-01    -1.859995434e+00    9.775129925e-02    3.000000000e+02   -1.728585728e-26  0.000000000e+00   1.000000000e+00   
2.584751527e-05   1.145596245e-04   4.750110336e-01   2.256354821e-01   1.000046458e+00   7.088547729e-01   5.611897306e-02   -6.202907839e-01  -5.892899329e-01    -1.851308924e+00    9.758594395e-02    3.000000000e+02   -5.290609854e-31  0.000000000e+00   1.000000000e+00   
2.637169846e-05   1.168828741e-04   4.750113595e-01   2.256357916e-01   1.000047830e+00   7.088557453e-01   5.611908854e-02   -6.192017213e-01  -5.882557028e-01    -1.848059794e+00    9.736598980e-02    3.000000000e+02   1.322696769e-25   0.000000000e+00   1.000000000e+00   
2.644658177e-05   1.172147669e-04   4.750114059e-01   2.256358357e-01   1.000048025e+00   7.088558838e-01   5.611910499e-02   -6.198925997e-01  -5.889121105e-01    -1.850121960e+00    9.733606018e-02    3.000000000e+02   -1.174445600e-25  0.000000000e+00   1.000000000e+00   
2.669931295e-05   1.183349050e-04   4.750115628e-01   2.256359848e-01   1.000048686e+00   7.088563523e-01   5.611916062e-02   -6.221987094e-01  -5.911031627e-01    -1.857005353e+00    9.723648476e-02    3.000000000e+02   6.400952354e-26   0.000000000e+00   1.000000000e+00   
2.716733365e-05   1.204092350e-04   4.750118550e-01   2.256362624e-01   1.000049917e+00   7.088572244e-01   5.611926418e-02   -6.263646619e-01  -5.950612800e-01    -1.869440146e+00    9.705781047e-02    3.000000000e+02   -1.314451473e-32  0.000000000e+00   1.000000000e+00   
2.746686690e-05   1.217368062e-04   4.750120408e-01   2.256364389e-01   1.000050699e+00   7.088577788e-01   5.611933003e-02   -6.213560294e-01  -5.903031912e-01    -1.854492169e+00    9.694151479e-02    3.000000000e+02   1.387014347e-25   0.000000000e+00   1.000000000e+00   
2.810337506e-05   1.245578950e-04   4.750124365e-01   2.256368149e-01   1.000052365e+00   7.088589599e-01   5.611947028e-02   -6.202067788e-01  -5.892118663e-01    -1.851063671e+00    9.671111295e-02    3.000000000e+02   -2.314011696e-31  0.000000000e+00   1.000000000e+00   
2.851523328e-05   1.263833054e-04   4.750126927e-01   2.256370582e-01   1.000053444e+00   7.088597245e-01   5.611956108e-02   -6.235383469e-01  -5.923772583e-01    -1.861008043e+00    9.657181809e-02    3.000000000e+02   -2.258050182e-30  0.000000000e+00   1.000000000e+00   
2.907685812e-05   1.288725014e-04   4.750130418e-01   2.256373898e-01   1.000054913e+00   7.088607663e-01   5.611968480e-02   -6.209356343e-01  -5.899050487e-01    -1.853241367e+00    9.638399274e-02    3.000000000e+02   -1.029937028e-26  0.000000000e+00   1.000000000e+00   
2.963848297e-05   1.313616974e-04   4.750133911e-01   2.256377217e-01   1.000056384e+00   7.088618088e-01   5.611980860e-02   -6.181728893e-01  -5.872808008e-01    -1.844997049e+00    9.620464755e-02    3.000000000e+02   1.112365089e-26   0.000000000e+00   1.000000000e+00   
2.982569125e-05   1.321914294e-04   4.750135070e-01   2.256378319e-01   1.000056873e+00   7.088621550e-01   5.611984970e-02   -6.202351257e-01  -5.892401245e-01    -1.851152446e+00    9.614890662e-02    3.000000000e+02   -2.038649165e-27  0.000000000e+00   1.000000000e+00   
3.004098077e-05   1.331456212e-04   4.750136407e-01   2.256379589e-01   1.000057435e+00   7.088625540e-01   5.611989709e-02   -6.217924156e-01  -5.907197582e-01    -1.855800853e+00    9.608536811e-02    3.000000000e+02   -5.434690174e-28  0.000000000e+00   1.000000000e+00   
3.041539733e-05   1.348050851e-04   4.750138741e-01   2.256381805e-01   1.000058418e+00   7.088632504e-01   5.611997979e-02   -6.244448523e-01  -5.932399368e-01    -1.863718227e+00    9.597746575e-02    3.000000000e+02   -1.840014439e-25  0.000000000e+00   1.000000000e+00   
3.073365141e-05   1.362156295e-04   4.750140719e-01   2.256383685e-01   1.000059251e+00   7.088638408e-01   5.612004991e-02   -6.191340299e-01  -5.881947532e-01    -1.847868315e+00    9.588248118e-02    3.000000000e+02   -3.111463718e-26  0.000000000e+00   1.000000000e+00   
3.083661597e-05   1.366719821e-04   4.750141357e-01   2.256384291e-01   1.000059520e+00   7.088640312e-01   5.612007252e-02   -6.198356463e-01  -5.888613876e-01    -1.849962609e+00    9.585413878e-02    3.000000000e+02   3.809667133e-27   0.000000000e+00   1.000000000e+00   
3.111742839e-05   1.379165801e-04   4.750143100e-01   2.256385947e-01   1.000060254e+00   7.088645515e-01   5.612013430e-02   -6.217242834e-01  -5.906558629e-01    -1.855600120e+00    9.577793572e-02    3.000000000e+02   8.778281142e-26   0.000000000e+00   1.000000000e+00   
3.164161158e-05   1.402398297e-04   4.750146360e-01   2.256389044e-01   1.000061626e+00   7.088655245e-01   5.612024985e-02   -6.178072589e-01  -5.869349804e-01    -1.843910623e+00    9.563467593e-02    3.000000000e+02   2.403743607e-25   0.000000000e+00   1.000000000e+00   
3.171649489e-05   1.405717225e-04   4.750146823e-01   2.256389484e-01   1.000061821e+00   7.088656626e-01   5.612026625e-02   -6.182866282e-01  -5.873904525e-01    -1.845341530e+00    9.561549275e-02    3.000000000e+02   -1.259519620e-26  0.000000000e+00   1.000000000e+00   
3.196922607e-05   1.416918607e-04   4.750148387e-01   2.256390970e-01   1.000062480e+00   7.088661296e-01   5.612032171e-02   -6.198863958e-01  -5.889104726e-01    -1.850116814e+00    9.555156139e-02    3.000000000e+02   1.608768659e-27   0.000000000e+00   1.000000000e+00   
3.243724677e-05   1.437661907e-04   4.750151296e-01   2.256393733e-01   1.000063704e+00   7.088669976e-01   5.612042478e-02   -6.227742642e-01  -5.916543956e-01    -1.858737103e+00    9.543641087e-02    3.000000000e+02   3.153726939e-27   0.000000000e+00   1.000000000e+00   
3.288654665e-05   1.457575475e-04   4.750154070e-01   2.256396369e-01   1.000064873e+00   7.088678255e-01   5.612052311e-02   -6.176269017e-01  -5.867645882e-01    -1.843375320e+00    9.532394695e-02    3.000000000e+02   1.597615864e-25   0.000000000e+00   1.000000000e+00   
3.359793812e-05   1.489105290e-04   4.750158462e-01   2.256400541e-01   1.000066722e+00   7.088691365e-01   5.612067878e-02   -6.150079163e-01  -5.842770116e-01    -1.835560367e+00    9.515771947e-02    3.000000000e+02   -1.095211738e-25  0.000000000e+00   1.000000000e+00   
3.374770474e-05   1.495743146e-04   4.750159384e-01   2.256401417e-01   1.000067110e+00   7.088694116e-01   5.612071146e-02   -6.158407559e-01  -5.850683491e-01    -1.838046427e+00    9.512493361e-02    3.000000000e+02   -8.463239074e-27  0.000000000e+00   1.000000000e+00   
3.398171509e-05   1.506114796e-04   4.750160827e-01   2.256402788e-01   1.000067718e+00   7.088698422e-01   5.612076259e-02   -6.171246192e-01  -5.862882383e-01    -1.841878822e+00    9.507444416e-02    3.000000000e+02   1.636776711e-30   0.000000000e+00   1.000000000e+00   
3.471182739e-05   1.538474344e-04   4.750165331e-01   2.256407067e-01   1.000069614e+00   7.088711866e-01   5.612092225e-02   -6.137418858e-01  -5.830750856e-01    -1.831784406e+00    9.491747296e-02    3.000000000e+02   1.277257088e-26   0.000000000e+00   1.000000000e+00   
3.508624395e-05   1.555068984e-04   4.750167629e-01   2.256409250e-01   1.000070582e+00   7.088718724e-01   5.612100369e-02   -6.146224593e-01  -5.839119421e-01    -1.834413468e+00    9.484222994e-02    3.000000000e+02   -1.157683514e-25  0.000000000e+00   1.000000000e+00   
3.583507708e-05   1.588258264e-04   4.750172230e-01   2.256413621e-01   1.000072519e+00   7.088732456e-01   5.612116676e-02   -6.123176211e-01  -5.817228319e-01    -1.827536175e+00    9.469531483e-02    3.000000000e+02   -2.908977724e-26  0.000000000e+00   1.000000000e+00   
3.635926027e-05   1.611490760e-04   4.750175436e-01   2.256416667e-01   1.000073869e+00   7.088742025e-01   5.612128039e-02   -6.105589793e-01  -5.800524531e-01    -1.822288525e+00    9.459724528e-02    3.000000000e+02   -7.347550319e-32  0.000000000e+00   1.000000000e+00   
3.710809339e-05   1.644680039e-04   4.750180008e-01   2.256421010e-01   1.000075794e+00   7.088755670e-01   5.612144244e-02   -6.091368008e-01  -5.787018906e-01    -1.818045608e+00    9.446485661e-02    3.000000000e+02   -1.655002145e-25  0.000000000e+00   1.000000000e+00   
3.766971823e-05   1.669571999e-04   4.750183429e-01   2.256424261e-01   1.000077235e+00   7.088765882e-01   5.612156372e-02   -6.087304987e-01  -5.783163056e-01    -1.816834257e+00    9.437102107e-02    3.000000000e+02   2.650953212e-25   0.000000000e+00   1.000000000e+00   
3.832494722e-05   1.698612619e-04   4.750187414e-01   2.256428046e-01   1.000078913e+00   7.088777774e-01   5.612170493e-02   -6.068412156e-01  -5.765219009e-01    -1.811196968e+00    9.426580127e-02    3.000000000e+02   5.586174081e-26   0.000000000e+00   1.000000000e+00   
3.845599302e-05   1.704420743e-04   4.750188209e-01   2.256428802e-01   1.000079248e+00   7.088780148e-01   5.612173313e-02   -6.073627896e-01  -5.770175124e-01    -1.812753978e+00    9.424607219e-02    3.000000000e+02   3.274787395e-27   0.000000000e+00   1.000000000e+00   
3.871808461e-05   1.716036991e-04   4.750189802e-01   2.256430316e-01   1.000079918e+00   7.088784904e-01   5.612178960e-02   -6.083915456e-01  -5.779950631e-01    -1.815825044e+00    9.420723770e-02    3.000000000e+02   3.141108761e-26   0.000000000e+00   1.000000000e+00   
3.957924270e-05   1.754204663e-04   4.750195032e-01   2.256435284e-01   1.000082120e+00   7.088800512e-01   5.612197496e-02   -6.043595246e-01  -5.741651223e-01    -1.803792930e+00    9.408000164e-02    3.000000000e+02   1.528645132e-31   0.000000000e+00   1.000000000e+00   
4.010342589e-05   1.777437159e-04   4.750198199e-01   2.256438293e-01   1.000083454e+00   7.088809963e-01   5.612208720e-02   -6.028298270e-01  -5.727122317e-01    -1.799228540e+00    9.400743964e-02    3.000000000e+02   -1.067902887e-25  0.000000000e+00   1.000000000e+00   
4.092714233e-05   1.813945366e-04   4.750203162e-01   2.256443008e-01   1.000085544e+00   7.088824778e-01   5.612226313e-02   -6.002510209e-01  -5.702628595e-01    -1.791533610e+00    9.389957150e-02    3.000000000e+02   2.466663044e-25   0.000000000e+00   1.000000000e+00   
4.115179227e-05   1.823902150e-04   4.750204513e-01   2.256444292e-01   1.000086113e+00   7.088828811e-01   5.612231102e-02   -6.018293256e-01  -5.717624757e-01    -1.796244793e+00    9.387318780e-02    3.000000000e+02   1.942352178e-27   0.000000000e+00   1.000000000e+00   
4.136708179e-05   1.833444068e-04   4.750205810e-01   2.256445524e-01   1.000086659e+00   7.088832681e-01   5.612235698e-02   -6.025273893e-01  -5.724258210e-01    -1.798328754e+00    9.384774250e-02    3.000000000e+02   7.856400383e-27   0.000000000e+00   1.000000000e+00   
