t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          H2O_x(28)         CO2_x(29)         CO_x(30)          N2_x(31)          NC7H16_w(32)      O2_w(33)          H2O_w(34)         CO2_w(35)         CO_w(36)          N2_w(37)          
0.000000000e+00   0.000000000e+00   7.000000000e-01   4.900000000e-01   1.000000000e+00   1.539380400e+00   1.795943800e-01   6.545663237e-01   9.163928532e-01     2.878933055e+00     2.160507588e-01    2.997000000e+02   0.000000000e+00   1.760000000e-02   1.000000000e+00   1.000000000e-01   -7.878479373e+04  1.108755193e+04     2.720537490e+06     1.013784306e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.012714882e-02   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.698728512e-01   1.000000000e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.000000000e-01   
7.241070820e-10   1.477769555e-09   7.000000001e-01   4.900000001e-01   1.000000000e+00   1.539380401e+00   1.795943801e-01   -1.074838153e-01  -1.504773414e-01    -4.727385102e-01    1.073754897e+00    3.715554715e+02   1.800678032e-03   9.292552467e-02   1.000000000e+00   2.843054419e-01   -3.412327118e+05  -2.180289480e+06    2.511766610e+06     9.558232628e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.995560019e-02   0.000000000e+00   7.754855796e-23   0.000000000e+00   0.000000000e+00   9.000443998e-01   2.843054419e-01   0.000000000e+00   3.965488013e-23   0.000000000e+00   0.000000000e+00   7.156945581e-01   
6.450554818e-07   1.316439759e-06   7.000004367e-01   4.900006114e-01   1.000001248e+00   1.539382321e+00   1.795947162e-01   -9.943138782e-01  -1.392040298e+00    -4.373223573e+00    5.541882791e-01    3.570324777e+02   1.371071209e-03   4.977053686e-02   1.000000000e+00   1.960678506e-01   -1.818476404e+05  -1.804221416e+06    1.974489404e+06     9.706395439e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.383035863e-02   0.000000000e+00   3.370474872e-18   0.000000000e+00   0.000000000e+00   9.361696414e-01   1.960678506e-01   0.000000000e+00   1.861294401e-18   0.000000000e+00   0.000000000e+00   8.039321494e-01   
2.744331397e-06   5.600676320e-06   6.998687498e-01   4.898162670e-01   9.996250346e-01   1.538803186e+00   1.794933770e-01   3.505525389e+01   4.906815343e+01     1.541521503e+02     2.413622105e-02    3.419396233e+02   -1.719001815e-02  2.201058979e-03   1.000000000e+00   1.242581685e-01   -8.166698886e+03  -1.359793163e+06    1.423124975e+06     9.842357560e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.815400509e-02   4.562951682e-19   8.145643410e-20   0.000000000e+00   0.000000000e+00   9.618459949e-01   1.242581685e-01   4.745304917e-19   4.769304844e-20   0.000000000e+00   0.000000000e+00   8.757418315e-01   
9.890825270e-06   2.018535769e-05   6.997629076e-01   4.896681268e-01   9.993227077e-01   1.538337790e+00   1.794119541e-01   6.281993484e+00   8.791812051e+00     2.762029215e+01     3.717275035e-02    3.289365839e+02   -3.030836672e-03  3.377876636e-03   1.000000000e+00   7.895993770e-02   -1.289121310e+04  -9.108256535e+05    9.256793431e+05     9.945919398e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.340604561e-02   1.366748577e-18   3.147644224e-19   0.000000000e+00   0.000000000e+00   9.765939544e-01   7.895993770e-02   1.472315282e-18   1.909014654e-19   0.000000000e+00   0.000000000e+00   9.210400623e-01   
2.151890972e-05   4.391614228e-05   6.997268337e-01   4.896176418e-01   9.992196772e-01   1.538179187e+00   1.793842087e-01   1.309292151e+00   1.832293702e+00     5.756320433e+00     3.409441960e-02    3.232981390e+02   -5.915842225e-04  3.080657801e-03   1.000000000e+00   6.364874866e-02   -1.194498618e+04  -6.739550301e+05    6.784521491e+05     9.987173593e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.864923744e-02   0.000000000e+00   2.078069921e-20   3.963449755e-21   1.686009745e-23   9.813507626e-01   6.364874866e-02   0.000000000e+00   1.275069394e-20   5.940927517e-21   1.608468594e-23   9.363512513e-01   
4.227737968e-05   8.628036670e-05   6.997162313e-01   4.896028044e-01   9.991893967e-01   1.538132573e+00   1.793760546e-01   -7.605477508e-03  -1.064335212e-02    -3.343707682e-02    3.008984960e-02    3.201792450e+02   4.947622299e-05   2.707675851e-03   1.000000000e+00   5.622821362e-02   -1.060047710e+04  -5.079626567e+05    5.085327997e+05     1.000908525e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.638320892e-02   1.854711773e-19   5.224373865e-20   0.000000000e+00   2.172338048e-22   9.836167911e-01   5.622821362e-02   2.032662078e-19   3.223550206e-20   0.000000000e+00   2.084041867e-22   9.437717864e-01   
8.044066296e-05   1.641646183e-04   6.997233091e-01   4.896127092e-01   9.992096107e-01   1.538163690e+00   1.793814979e-01   -2.875968335e-01  -4.024764161e-01    -1.264416952e+00    2.557207184e-02    3.185416158e+02   1.801669349e-04   2.295589037e-03   1.000000000e+00   5.260905594e-02   -9.034819580e+03  -3.852181492e+05    3.836667702e+05     1.002033691e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.528715337e-02   2.689843758e-23   2.503109574e-21   2.462267519e-21   2.405813161e-22   9.847128466e-01   5.260905594e-02   2.955931594e-23   1.548669056e-21   3.721527454e-21   2.314299150e-22   9.473909441e-01   
2.584618039e-04   5.274730692e-04   6.997760056e-01   4.896864580e-01   9.993601184e-01   1.538395379e+00   1.794220289e-01   -2.678303450e-01  -3.748424979e-01    -1.177602438e+00    1.765973990e-02    3.176123406e+02   1.584171096e-04   1.583013081e-03   1.000000000e+00   5.063720292e-02   -6.249453773e+03  -2.352656789e+05    2.309623718e+05     1.002664498e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.469247760e-02   0.000000000e+00   4.685415168e-21   2.215709874e-20   0.000000000e+00   9.853075224e-01   5.063720292e-02   0.000000000e+00   2.903137621e-21   3.353819376e-20   0.000000000e+00   9.493627971e-01   
7.542666307e-04   1.539319654e-03   6.998869922e-01   4.898418019e-01   9.996771468e-01   1.538883406e+00   1.795074131e-01   -1.879170816e-01  -2.630414421e-01    -8.263690620e-01    1.241593647e-02    3.181680700e+02   1.112003123e-04   1.113930532e-03   1.000000000e+00   5.180936817e-02   -4.389514323e+03  -1.552909453e+05    1.492886809e+05     1.002287924e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.504577022e-02   0.000000000e+00   1.617861375e-21   7.291820354e-21   0.000000000e+00   9.849542298e-01   5.180936817e-02   0.000000000e+00   1.001567103e-21   1.102762367e-20   0.000000000e+00   9.481906318e-01   
1.242605211e-03   2.535929001e-03   6.999718943e-01   4.899606528e-01   9.999196995e-01   1.539256787e+00   1.795727482e-01   -1.604252929e-01  -2.245863923e-01    -7.055589602e-01    1.074890255e-02    3.188766300e+02   9.517188665e-05   9.654125767e-04   1.000000000e+00   5.333428452e-02   -3.795448502e+03  -1.302774113e+05    1.237386945e+05     1.001804919e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.550631137e-02   0.000000000e+00   3.028064780e-20   0.000000000e+00   0.000000000e+00   9.844936886e-01   5.333428452e-02   0.000000000e+00   1.872440424e-20   0.000000000e+00   0.000000000e+00   9.466657155e-01   
3.240844686e-03   6.613968746e-03   7.002390113e-01   4.903346729e-01   1.000683006e+00   1.540431806e+00   1.797784075e-01   -1.168471214e-01  -1.636418255e-01    -5.140959570e-01    8.593725009e-03    3.212691843e+02   7.051590390e-05   7.744862266e-04   1.000000000e+00   5.874141481e-02   -3.021697332e+03  -9.600727101e+04    8.879953411e+04     1.000150029e+04   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.714783866e-02   0.000000000e+00   7.523256964e-22   3.315393995e-21   0.000000000e+00   9.828521613e-01   5.874141481e-02   0.000000000e+00   4.633250522e-22   4.987952002e-21   0.000000000e+00   9.412585852e-01   
9.389055265e-03   1.916133728e-02   7.008350928e-01   4.911698273e-01   1.002387403e+00   1.543055521e+00   1.802379099e-01   -8.483485134e-02  -1.189104818e-01    -3.735682961e-01    7.657390605e-03    3.262508532e+02   5.342239879e-05   6.941600751e-04   1.000000000e+00   7.134102467e-02   -2.668554768e+03  -7.243286920e+04    6.497253310e+04     9.965836724e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.102520943e-02   0.000000000e+00   0.000000000e+00   8.059370956e-21   2.001640526e-21   9.789747906e-01   7.134102467e-02   0.000000000e+00   0.000000000e+00   1.201025598e-20   1.898492175e-21   9.286589753e-01   
1.929700419e-02   3.938164120e-02   7.015826941e-01   4.922182767e-01   1.004527095e+00   1.546349322e+00   1.808153206e-01   -6.841407273e-02  -9.599625893e-02    -3.015811418e-01    7.931629912e-03    3.318307988e+02   4.585020448e-05   7.222004624e-04   1.000000000e+00   8.775697429e-02   -2.735960371e+03  -6.166331809e+04    5.434578569e+04     9.923902837e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.618973929e-02   1.292986625e-21   0.000000000e+00   1.924844664e-21   1.594612389e-21   9.738102607e-01   8.775697429e-02   1.383496095e-21   0.000000000e+00   2.832684844e-21   1.493582835e-21   9.122430257e-01   
3.085216402e-02   6.296360004e-02   7.023109345e-01   4.932406487e-01   1.006613569e+00   1.549561198e+00   1.813789622e-01   -5.836916301e-02  -8.198660284e-02    -2.575685092e-01    8.644142939e-03    3.368819742e+02   4.209167867e-05   7.885453149e-04   1.000000000e+00   1.048642428e-01   -2.953513430e+03  -5.594521340e+04    4.890540460e+04     9.884073721e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      3.171236594e-02   0.000000000e+00   1.401170166e-20   1.803157569e-21   2.638150882e-21   9.682876341e-01   1.048642428e-01   0.000000000e+00   8.329799272e-21   2.618692867e-21   2.438496434e-21   8.951357572e-01   
7.707280335e-02   1.572914354e-01   7.044173173e-01   4.962037569e-01   1.012660728e+00   1.558870077e+00   1.830158463e-01   -3.469046372e-02  -4.887312678e-02    -1.535394561e-01    1.214586494e-02    3.513384244e+02   3.623553506e-05   1.100038227e-03   1.000000000e+00   1.664860672e-01   -4.033029574e+03  -4.586806978e+04    4.007775841e+04     9.759765329e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.288741931e-02   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   9.471125807e-01   1.664860672e-01   0.000000000e+00   0.000000000e+00   0.000000000e+00   0.000000000e+00   8.335139328e-01   
1.589203055e-01   3.243271540e-01   7.059071200e-01   4.983048620e-01   1.016948698e+00   1.565470894e+00   1.841795083e-01   -2.295090282e-03  -3.240241142e-03    -1.017951777e-02    1.886345538e-02    3.684197198e+02   3.168406669e-05   1.648803089e-03   1.000000000e+00   2.637891811e-01   -6.037649499e+03  -3.686477075e+04    3.330694440e+04     9.591734226e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.105010820e-02   3.200576150e-20   2.746649180e-19   1.985161195e-20   2.759786674e-20   9.089498918e-01   2.637891811e-01   2.960998023e-20   1.430620946e-19   2.525947943e-20   2.234990804e-20   7.362108189e-01   
2.239203055e-01   4.569802153e-01   7.052489520e-01   4.973760842e-01   1.015053233e+00   1.562553052e+00   1.836648171e-01   2.244791420e-02   3.166273593e-02     9.947141860e-02     2.430794367e-02    3.783853678e+02   2.900450614e-05   2.050907669e-03   1.000000000e+00   3.314128951e-01   -7.602114594e+03  -3.163304180e+04    2.979413476e+04     9.482270745e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.217121714e-01   2.912476683e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   8.782878286e-01   3.314128951e-01   2.532394074e-20   0.000000000e+00   0.000000000e+00   0.000000000e+00   6.685871049e-01   
3.239203055e-01   6.610618479e-01   7.011173330e-01   4.915655147e-01   1.003194928e+00   1.544298610e+00   1.804557538e-01   6.003103287e-02   8.417759533e-02     2.644517151e-01     3.249575181e-02    3.900849317e+02   2.519670658e-05   2.594016822e-03   1.000000000e+00   4.183236800e-01   -9.871384752e+03  -2.511210650e+04    2.575504492e+04     9.342242332e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.673992804e-01   0.000000000e+00   7.058250334e-20   3.839578216e-21   0.000000000e+00   8.326007196e-01   4.183236800e-01   0.000000000e+00   3.171033234e-20   4.213999571e-21   0.000000000e+00   5.816763200e-01   
4.239203055e-01   8.651434806e-01   6.932941014e-01   4.806567111e-01   9.809320635e-01   1.510027592e+00   1.744822038e-01   9.611862278e-02   1.332769484e-01     4.187018820e-01     4.016985435e-02    3.987904145e+02   2.160242002e-05   3.048737482e-03   1.000000229e+00   4.861942285e-01   -1.192320560e+04  -1.988786879e+04    2.276970451e+04     9.229539332e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.092005870e-01   1.302077914e-19   1.394768991e-19   0.000000000e+00   0.000000000e+00   7.907994130e-01   4.861942285e-01   9.663118649e-20   5.827658009e-20   0.000000000e+00   0.000000000e+00   5.138057715e-01   
5.239203055e-01   1.069225113e+00   6.819715388e-01   4.650851797e-01   9.491534280e-01   1.461108184e+00   1.660723661e-01   1.299247360e-01   1.772099443e-01     5.567214592e-01     4.719646500e-02    4.053898516e+02   1.822968653e-05   3.430431177e-03   1.001000000e+00   5.384230542e-01   -1.376538600e+04  -1.566834099e+04    2.054407549e+04     9.139036752e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.459152390e-01   6.561325487e-19   2.145569739e-19   1.102698520e-21   0.000000000e+00   7.540847610e-01   5.384230542e-01   4.587364260e-19   8.445506766e-20   1.060344778e-21   0.000000000e+00   4.615769458e-01   
5.739203055e-01   1.171265930e+00   6.750721927e-01   4.557224654e-01   9.300458477e-01   1.431694349e+00   1.610828406e-01   1.457976233e-01   1.968478426e-01     6.184157360e-01     5.045409207e-02    4.080813347e+02   1.664990122e-05   3.598877642e-03   1.000000181e+00   5.597535232e-01   -1.458630188e+04  -1.387902533e+04    1.965996387e+04     9.100834628e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.622412718e-01   2.492339168e-20   0.000000000e+00   0.000000000e+00   7.706404115e-21   7.377587282e-01   5.597535232e-01   1.698777011e-20   0.000000000e+00   0.000000000e+00   4.598024555e-21   4.402464768e-01   
6.739203055e-01   1.375347562e+00   6.589828812e-01   4.342584377e-01   8.862417096e-01   1.364263118e+00   1.498376733e-01   1.755536074e-01   2.313736440e-01     7.268817401e-01     5.651517221e-02    4.125140550e+02   1.370910312e-05   3.903038433e-03   1.000000101e+00   5.947073716e-01   -1.612376888e+04  -1.081726069e+04    1.826735723e+04     9.036249162e+03   0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      2.908924579e-01   8.850519092e-21   1.438506304e-20   0.000000000e+00   1.034937891e-20   7.091075421e-01   5.947073716e-01   5.777940205e-21   5.287221486e-21   0.000000000e+00   5.914375058e-21   4.052926284e-01   
