t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_C2H5OH(15)     
2.526950337e-05   7.113841542e-05   5.960079513e-01   3.552254780e-01   1.000026682e+00   1.115973752e+00   1.108548716e-01   -4.421166403e-01  -5.270100660e-01    -1.655650952e+00    8.342808519e-02    3.000000000e+02   7.131210550e-31   0.000000000e+00   1.000000000e+00   
2.563882558e-05   7.217812706e-05   5.960081153e-01   3.552256735e-01   1.000027233e+00   1.115974366e+00   1.108549631e-01   -4.454378263e-01  -5.309691187e-01    -1.668088682e+00    8.318614835e-02    3.000000000e+02   -1.436105916e-24  0.000000000e+00   1.000000000e+00   
2.594099830e-05   7.302880021e-05   5.960082496e-01   3.552258336e-01   1.000027684e+00   1.115974869e+00   1.108550381e-01   -4.452524293e-01  -5.307482421e-01    -1.667394778e+00    8.299136022e-02    3.000000000e+02   3.400257456e-27   0.000000000e+00   1.000000000e+00   
2.666285534e-05   7.506096387e-05   5.960085726e-01   3.552262186e-01   1.000028767e+00   1.115976079e+00   1.108552183e-01   -4.484018454e-01  -5.345026876e-01    -1.679189717e+00    8.254780830e-02    3.000000000e+02   -2.923134407e-30  0.000000000e+00   1.000000000e+00   
2.713290179e-05   7.638423323e-05   5.960087839e-01   3.552264705e-01   1.000029476e+00   1.115976870e+00   1.108553362e-01   -4.501143246e-01  -5.365441824e-01    -1.685603262e+00    8.227220557e-02    3.000000000e+02   -1.342310421e-25  0.000000000e+00   1.000000000e+00   
2.760294824e-05   7.770750258e-05   5.960089962e-01   3.552267235e-01   1.000030189e+00   1.115977665e+00   1.108554547e-01   -4.522865083e-01  -5.391336556e-01    -1.693738332e+00    8.200695158e-02    3.000000000e+02   1.376280271e-29   0.000000000e+00   1.000000000e+00   
2.814014418e-05   7.921981042e-05   5.960092399e-01   3.552270140e-01   1.000031007e+00   1.115978578e+00   1.108555906e-01   -4.548993334e-01  -5.422484118e-01    -1.703523627e+00    8.171566376e-02    3.000000000e+02   -1.400795812e-25  0.000000000e+00   1.000000000e+00   
2.867734012e-05   8.073211825e-05   5.960094847e-01   3.552273059e-01   1.000031828e+00   1.115979494e+00   1.108557272e-01   -4.573946642e-01  -5.452231162e-01    -1.712868936e+00    8.143590146e-02    3.000000000e+02   -1.205153139e-27  0.000000000e+00   1.000000000e+00   
2.924811080e-05   8.233894533e-05   5.960097458e-01   3.552276171e-01   1.000032704e+00   1.115980472e+00   1.108558729e-01   -4.575882931e-01  -5.454541645e-01    -1.713594796e+00    8.114891887e-02    3.000000000e+02   2.289347876e-26   0.000000000e+00   1.000000000e+00   
2.971815725e-05   8.366221469e-05   5.960099616e-01   3.552278743e-01   1.000033429e+00   1.115981280e+00   1.108559933e-01   -4.594077249e-01  -5.476231609e-01    -1.720408899e+00    8.092272484e-02    3.000000000e+02   2.298337587e-26   0.000000000e+00   1.000000000e+00   
3.028892794e-05   8.526904176e-05   5.960102246e-01   3.552281878e-01   1.000034311e+00   1.115982265e+00   1.108561401e-01   -4.612025064e-01  -5.497628189e-01    -1.727130833e+00    8.065791446e-02    3.000000000e+02   1.341194358e-25   0.000000000e+00   1.000000000e+00   
3.082612388e-05   8.678134960e-05   5.960104729e-01   3.552284838e-01   1.000035144e+00   1.115983195e+00   1.108562786e-01   -4.632437301e-01  -5.521962292e-01    -1.734775617e+00    8.041866676e-02    3.000000000e+02   -5.431362737e-25  0.000000000e+00   1.000000000e+00   
3.143046931e-05   8.848269591e-05   5.960107532e-01   3.552288179e-01   1.000036085e+00   1.115984245e+00   1.108564350e-01   -4.650418994e-01  -5.543399455e-01    -1.741510300e+00    8.015955965e-02    3.000000000e+02   -1.279300879e-33  0.000000000e+00   1.000000000e+00   
3.203481474e-05   9.018404223e-05   5.960110345e-01   3.552291533e-01   1.000037029e+00   1.115985298e+00   1.108565920e-01   -4.673280213e-01  -5.570653149e-01    -1.750072301e+00    7.991139108e-02    3.000000000e+02   -4.121930158e-26  0.000000000e+00   1.000000000e+00   
3.247128645e-05   9.141279235e-05   5.960112378e-01   3.552293955e-01   1.000037711e+00   1.115986059e+00   1.108567054e-01   -4.659376061e-01  -5.554080986e-01    -1.744866002e+00    7.973612450e-02    3.000000000e+02   -9.153063122e-26  0.000000000e+00   1.000000000e+00   
3.320993086e-05   9.349221562e-05   5.960115828e-01   3.552298069e-01   1.000038869e+00   1.115987352e+00   1.108568980e-01   -4.676301532e-01  -5.574259756e-01    -1.751205350e+00    7.945376723e-02    3.000000000e+02   4.857793742e-25   0.000000000e+00   1.000000000e+00   
3.371355206e-05   9.491000422e-05   5.960118188e-01   3.552300882e-01   1.000039661e+00   1.115988235e+00   1.108570296e-01   -4.689548663e-01  -5.590052856e-01    -1.756166899e+00    7.926899169e-02    3.000000000e+02   -2.296401091e-24  0.000000000e+00   1.000000000e+00   
3.431789749e-05   9.661135053e-05   5.960121025e-01   3.552304264e-01   1.000040613e+00   1.115989298e+00   1.108571880e-01   -4.702037739e-01  -5.604942798e-01    -1.760844712e+00    7.905473523e-02    3.000000000e+02   1.037649838e-30   0.000000000e+00   1.000000000e+00   
3.492224292e-05   9.831269685e-05   5.960123868e-01   3.552307652e-01   1.000041567e+00   1.115990362e+00   1.108573466e-01   -4.713497439e-01  -5.618605718e-01    -1.765137045e+00    7.884836515e-02    3.000000000e+02   -7.254403128e-25  0.000000000e+00   1.000000000e+00   
3.552658836e-05   1.000140432e-04   5.960126716e-01   3.552311047e-01   1.000042523e+00   1.115991429e+00   1.108575055e-01   -4.724028059e-01  -5.631161168e-01    -1.769081456e+00    7.864949586e-02    3.000000000e+02   -4.273002043e-31  0.000000000e+00   1.000000000e+00   
3.619808328e-05   1.019044280e-04   5.960129886e-01   3.552314826e-01   1.000043586e+00   1.115992616e+00   1.108576824e-01   -4.737380661e-01  -5.647080812e-01    -1.774082759e+00    7.843705655e-02    3.000000000e+02   -6.794993835e-28  0.000000000e+00   1.000000000e+00   
3.676885397e-05   1.035112550e-04   5.960132581e-01   3.552318039e-01   1.000044491e+00   1.115993625e+00   1.108578328e-01   -4.738019482e-01  -5.647844857e-01    -1.774322791e+00    7.826225903e-02    3.000000000e+02   -3.129298186e-31  0.000000000e+00   1.000000000e+00   
3.744034889e-05   1.054016398e-04   5.960135757e-01   3.552321824e-01   1.000045556e+00   1.115994815e+00   1.108580100e-01   -4.731067066e-01  -5.639560397e-01    -1.771720151e+00    7.806339589e-02    3.000000000e+02   2.167585125e-27   0.000000000e+00   1.000000000e+00   
3.801111958e-05   1.070084669e-04   5.960138459e-01   3.552325045e-01   1.000046463e+00   1.115995826e+00   1.108581607e-01   -4.724160354e-01  -5.631329962e-01    -1.769134484e+00    7.790020414e-02    3.000000000e+02   -3.281902624e-31  0.000000000e+00   1.000000000e+00   
3.874976400e-05   1.090878902e-04   5.960141958e-01   3.552329216e-01   1.000047637e+00   1.115997137e+00   1.108583560e-01   -4.728200879e-01  -5.636149688e-01    -1.770648646e+00    7.769772677e-02    3.000000000e+02   3.059425476e-25   0.000000000e+00   1.000000000e+00   
3.921981045e-05   1.104111595e-04   5.960144186e-01   3.552331872e-01   1.000048385e+00   1.115997971e+00   1.108584803e-01   -4.739308250e-01  -5.649392103e-01    -1.774808873e+00    7.757381373e-02    3.000000000e+02   -2.472464028e-25  0.000000000e+00   1.000000000e+00   
3.995845486e-05   1.124905828e-04   5.960147689e-01   3.552336048e-01   1.000049561e+00   1.115999283e+00   1.108586758e-01   -4.741715574e-01  -5.652265024e-01    -1.775711428e+00    7.738439590e-02    3.000000000e+02   3.367634157e-25   0.000000000e+00   1.000000000e+00   
4.062994979e-05   1.143809676e-04   5.960150876e-01   3.552339846e-01   1.000050630e+00   1.116000476e+00   1.108588536e-01   -4.743159455e-01  -5.653989197e-01    -1.776253092e+00    7.721861456e-02    3.000000000e+02   6.298971148e-26   0.000000000e+00   1.000000000e+00   
4.130144471e-05   1.162713524e-04   5.960154063e-01   3.552343645e-01   1.000051700e+00   1.116001670e+00   1.108590315e-01   -4.743914657e-01  -5.654892444e-01    -1.776536856e+00    7.705863598e-02    3.000000000e+02   1.134653957e-25   0.000000000e+00   1.000000000e+00   
4.183864065e-05   1.177836602e-04   5.960156613e-01   3.552346685e-01   1.000052555e+00   1.116002625e+00   1.108591737e-01   -4.747132590e-01  -5.658730739e-01    -1.777742692e+00    7.693487599e-02    3.000000000e+02   -1.630690555e-25  0.000000000e+00   1.000000000e+00   
4.284588304e-05   1.206192374e-04   5.960161391e-01   3.552352381e-01   1.000054159e+00   1.116004414e+00   1.108594404e-01   -4.744785487e-01  -5.655937453e-01    -1.776865155e+00    7.671135185e-02    3.000000000e+02   3.147810580e-24   0.000000000e+00   1.000000000e+00   
4.358452746e-05   1.226986607e-04   5.960164893e-01   3.552356556e-01   1.000055334e+00   1.116005726e+00   1.108596358e-01   -4.746733426e-01  -5.658262784e-01    -1.777595680e+00    7.655504686e-02    3.000000000e+02   1.754644097e-26   0.000000000e+00   1.000000000e+00   
4.400421179e-05   1.238801512e-04   5.960166883e-01   3.552358927e-01   1.000056002e+00   1.116006471e+00   1.108597468e-01   -4.744379853e-01  -5.655459136e-01    -1.776714888e+00    7.646849216e-02    3.000000000e+02   -3.383378942e-27  0.000000000e+00   1.000000000e+00   
4.427280976e-05   1.246363051e-04   5.960168159e-01   3.552360448e-01   1.000056430e+00   1.116006949e+00   1.108598180e-01   -4.754863790e-01  -5.667957553e-01    -1.780641381e+00    7.641498237e-02    3.000000000e+02   -1.950736308e-28  0.000000000e+00   1.000000000e+00   
4.514575316e-05   1.270938054e-04   5.960172297e-01   3.552365381e-01   1.000057819e+00   1.116008499e+00   1.108600489e-01   -4.739770953e-01  -5.649970306e-01    -1.774990521e+00    7.624216111e-02    3.000000000e+02   2.004000711e-24   0.000000000e+00   1.000000000e+00   
4.588439758e-05   1.291732286e-04   5.960175796e-01   3.552369552e-01   1.000058993e+00   1.116009809e+00   1.108602442e-01   -4.733913273e-01  -5.642991062e-01    -1.772797926e+00    7.610236657e-02    3.000000000e+02   -2.882317658e-33  0.000000000e+00   1.000000000e+00   
4.722738743e-05   1.329539982e-04   5.960182149e-01   3.552377125e-01   1.000061125e+00   1.116012188e+00   1.108605987e-01   -4.724538972e-01  -5.631822569e-01    -1.769289241e+00    7.586050372e-02    3.000000000e+02   2.118698973e-29   0.000000000e+00   1.000000000e+00   
4.796603185e-05   1.350334215e-04   5.960185639e-01   3.552381285e-01   1.000062296e+00   1.116013495e+00   1.108607934e-01   -4.727166639e-01  -5.634958143e-01    -1.770274311e+00    7.573474705e-02    3.000000000e+02   -4.697510733e-27  0.000000000e+00   1.000000000e+00   
4.887255000e-05   1.375854410e-04   5.960189917e-01   3.552386385e-01   1.000063732e+00   1.116015097e+00   1.108610321e-01   -4.713109550e-01  -5.618205604e-01    -1.765011345e+00    7.558489006e-02    3.000000000e+02   -1.813538896e-26  0.000000000e+00   1.000000000e+00   
4.998051662e-05   1.407045759e-04   5.960195139e-01   3.552392610e-01   1.000065484e+00   1.116017053e+00   1.108613235e-01   -4.703982150e-01  -5.607330309e-01    -1.761594770e+00    7.541094348e-02    3.000000000e+02   -3.386328535e-25  0.000000000e+00   1.000000000e+00   
5.028268934e-05   1.415552490e-04   5.960196561e-01   3.552394305e-01   1.000065961e+00   1.116017585e+00   1.108614029e-01   -4.701833330e-01  -5.604770169e-01    -1.760790479e+00    7.536504064e-02    3.000000000e+02   3.156046267e-27   0.000000000e+00   1.000000000e+00   
5.100454639e-05   1.435874127e-04   5.960199957e-01   3.552398353e-01   1.000067101e+00   1.116018857e+00   1.108615924e-01   -4.703700284e-01  -5.606998846e-01    -1.761490638e+00    7.525844900e-02    3.000000000e+02   -9.590115825e-25  0.000000000e+00   1.000000000e+00   
5.186909610e-05   1.460212831e-04   5.960204018e-01   3.552403193e-01   1.000068463e+00   1.116020377e+00   1.108618190e-01   -4.690075361e-01  -5.590761202e-01    -1.756389432e+00    7.513447871e-02    3.000000000e+02   -5.084086155e-31  0.000000000e+00   1.000000000e+00   
5.195303297e-05   1.462575812e-04   5.960204411e-01   3.552403662e-01   1.000068596e+00   1.116020525e+00   1.108618409e-01   -4.692369078e-01  -5.593495776e-01    -1.757248524e+00    7.512298202e-02    3.000000000e+02   3.514727481e-28   0.000000000e+00   1.000000000e+00   
5.233914255e-05   1.473445525e-04   5.960206225e-01   3.552405824e-01   1.000069204e+00   1.116021204e+00   1.108619421e-01   -4.684266643e-01  -5.583839041e-01    -1.754214771e+00    7.506919187e-02    3.000000000e+02   -4.386711362e-26  0.000000000e+00   1.000000000e+00   
5.317851121e-05   1.497075335e-04   5.960210158e-01   3.552410513e-01   1.000070524e+00   1.116022677e+00   1.108621616e-01   -4.682635740e-01  -5.581898621e-01    -1.753605170e+00    7.495682408e-02    3.000000000e+02   -2.110727348e-26  0.000000000e+00   1.000000000e+00   
5.408502936e-05   1.522595529e-04   5.960214399e-01   3.552415568e-01   1.000071947e+00   1.116024265e+00   1.108623982e-01   -4.671279157e-01  -5.568365058e-01    -1.749353476e+00    7.483941673e-02    3.000000000e+02   4.655098417e-26   0.000000000e+00   1.000000000e+00   
5.532729497e-05   1.557567648e-04   5.960220198e-01   3.552422481e-01   1.000073893e+00   1.116026437e+00   1.108627219e-01   -4.663982643e-01  -5.559672711e-01    -1.746622694e+00    7.468712868e-02    3.000000000e+02   -1.006627091e-25  0.000000000e+00   1.000000000e+00   
5.566304243e-05   1.567019572e-04   5.960221762e-01   3.552424346e-01   1.000074418e+00   1.116027023e+00   1.108628091e-01   -4.656588122e-01  -5.550859573e-01    -1.743853965e+00    7.464702178e-02    3.000000000e+02   7.765509800e-27   0.000000000e+00   1.000000000e+00   
5.604915201e-05   1.577889285e-04   5.960223562e-01   3.552426491e-01   1.000075022e+00   1.116027697e+00   1.108629096e-01   -4.665394879e-01  -5.561359297e-01    -1.747152551e+00    7.460301720e-02    3.000000000e+02   -1.005605705e-28  0.000000000e+00   1.000000000e+00   
5.672064694e-05   1.596793133e-04   5.960226687e-01   3.552430216e-01   1.000076071e+00   1.116028867e+00   1.108630839e-01   -4.629184907e-01  -5.518198284e-01    -1.733593119e+00    7.452450993e-02    3.000000000e+02   -3.474134289e-25  0.000000000e+00   1.000000000e+00   
5.762716509e-05   1.622313327e-04   5.960230898e-01   3.552435236e-01   1.000077484e+00   1.116030444e+00   1.108633189e-01   -4.636469430e-01  -5.526885671e-01    -1.736322342e+00    7.442628437e-02    3.000000000e+02   -1.854622027e-25  0.000000000e+00   1.000000000e+00   
5.781182619e-05   1.627511885e-04   5.960231754e-01   3.552436257e-01   1.000077771e+00   1.116030765e+00   1.108633667e-01   -4.640336279e-01  -5.531495928e-01    -1.737770697e+00    7.440701130e-02    3.000000000e+02   -1.457223314e-26  0.000000000e+00   1.000000000e+00   
5.838259688e-05   1.643580156e-04   5.960234403e-01   3.552439413e-01   1.000078660e+00   1.116031756e+00   1.108635145e-01   -4.632943745e-01  -5.522686139e-01    -1.735003020e+00    7.434698178e-02    3.000000000e+02   2.198320110e-25   0.000000000e+00   1.000000000e+00   
5.952413825e-05   1.675716698e-04   5.960239685e-01   3.552445711e-01   1.000080433e+00   1.116033735e+00   1.108638093e-01   -4.611522357e-01  -5.497155712e-01    -1.726982400e+00    7.423114506e-02    3.000000000e+02   2.968086088e-25   0.000000000e+00   1.000000000e+00   
6.046423115e-05   1.702182085e-04   5.960244025e-01   3.552450884e-01   1.000081889e+00   1.116035360e+00   1.108640514e-01   -4.613613401e-01  -5.499652341e-01    -1.727766739e+00    7.414184048e-02    3.000000000e+02   -1.860828905e-25  0.000000000e+00   1.000000000e+00   
6.200866947e-05   1.745660935e-04   5.960251136e-01   3.552459360e-01   1.000084275e+00   1.116038023e+00   1.108644482e-01   -4.595684747e-01  -5.478287047e-01    -1.721054634e+00    7.400223018e-02    3.000000000e+02   1.218592673e-25   0.000000000e+00   1.000000000e+00   
6.268016440e-05   1.764564783e-04   5.960254220e-01   3.552463036e-01   1.000085310e+00   1.116039178e+00   1.108646203e-01   -4.594153435e-01  -5.476464479e-01    -1.720482058e+00    7.394520911e-02    3.000000000e+02   -3.090405749e-25  0.000000000e+00   1.000000000e+00   
6.422460273e-05   1.808043633e-04   5.960261295e-01   3.552471471e-01   1.000087685e+00   1.116041827e+00   1.108650151e-01   -4.572665858e-01  -5.450856666e-01    -1.712437126e+00    7.381995637e-02    3.000000000e+02   -3.279071235e-26  0.000000000e+00   1.000000000e+00   
6.489609765e-05   1.826947481e-04   5.960264363e-01   3.552475128e-01   1.000088715e+00   1.116042977e+00   1.108651863e-01   -4.564013527e-01  -5.440545435e-01    -1.709197757e+00    7.376852111e-02    3.000000000e+02   1.390002008e-32   0.000000000e+00   1.000000000e+00   
6.684343294e-05   1.881768640e-04   5.960273232e-01   3.552485700e-01   1.000091691e+00   1.116046298e+00   1.108656812e-01   -4.538612319e-01  -5.410273904e-01    -1.699687675e+00    7.362943583e-02    3.000000000e+02   -5.874379993e-26  0.000000000e+00   1.000000000e+00   
